institute_type,institute_short,program_name,category,quota,pool,round_no,program_duration,degree_short,year,opening_rank,closing_rank,closing_rank_avg,closing_rank_std,latest_recorded_year
NIT,NIT-Hamirpur,Mechanical Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,40443.0,59370.0,59370.0,0.0,2021
NIT,NIT-Raipur,Information Technology,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,18075.0,24564.0,24564.0,0.0,2021
NIT,NIT-Raipur,Mechanical Engineering,GEN,HS,Female-Only,1,4 Years,B.Tech,2021,34131.0,44344.0,44344.0,0.0,2021
NIT,NIT-Sikkim,Electrical and Electronics Engineering,GEN,OS,Female-Only,1,4 Years,B.Tech,2021,38260.0,38260.0,38260.0,0.0,2021
NIT,NIT-Jamshedpur,Mechanical Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,10745.0,26608.0,26608.0,0.0,2021
IIT,IIT-Kharagpur,Applied Geology,SC,AI,Gender-Neutral,1,4 Years,BSc,2021,2779.0,2837.0,2837.0,0.0,2021
IIT,IIT-Roorkee,Biosciences and Bioengineering,SC,AI,Gender-Neutral,1,4 Years,B.Tech,2021,1786.0,1929.0,1929.0,0.0,2021
IIT,IIT-Hyderabad,Mathematics and Computing,SC,AI,Female-Only,1,4 Years,B.Tech,2021,1266.0,1266.0,1266.0,0.0,2021
IIT,IIT-Delhi,Chemical Engineering,SC,AI,Female-Only,2,4 Years,B.Tech,2021,1120.0,1228.0,1228.0,0.0,2021
IIT,IIT-Roorkee,Production and Industrial Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,8230.0,9247.0,9247.0,0.0,2019
IIT,IIT-(BHU) Varanasi,Mechanical Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,9368.0,10950.0,10950.0,0.0,2019
IIT,IIT-Gandhinagar,Electrical Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,4798.0,7035.0,7035.0,0.0,2019
NIT,NIT-Allahabad,Mechanical Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,6602.0,13393.0,13393.0,0.0,2019
NIT,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,GEN,HS,Female-Only,7,4 Years,B.Tech,2019,9870.0,11696.0,11696.0,0.0,2019
NIT,NIT-Meghalaya,Electrical and Electronics Engineering,GEN,OS,Female-Only,7,4 Years,B.Tech,2019,35151.0,35151.0,35151.0,0.0,2019
NIT,NIT-Arunachal-Pradesh,Mechanical Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,32062.0,37919.0,37919.0,0.0,2019
NIT,NIT-Silchar,Civil Engineering,GEN,OS,Female-Only,7,4 Years,B.Tech,2019,41037.0,43901.0,43901.0,0.0,2019
IIT,IIT-Jodhpur,Computer Science and Engineering,GEN-EWS,AI,Female-Only,1,4 Years,B.Tech,2021,1080.0,1080.0,1080.0,0.0,2021
IIT,IIT-Palakkad,Computer Science and Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,534.0,642.0,642.0,0.0,2021
IIT,IIT-Gandhinagar,Materials Engineering,OBC-NCL,AI,Female-Only,1,4 Years,B.Tech,2021,8094.0,8386.0,8386.0,0.0,2021
IIT,IIT-Kharagpur,Mining Engineering,OBC-NCL,AI,Gender-Neutral,2,5 Years,B.Tech + M.Tech (IDD),2021,3634.0,3899.0,3899.0,0.0,2021
NIT,NIT-Allahabad,Electrical Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,3063.0,3919.0,3919.0,0.0,2021
NIT,NIT-Allahabad,Electronics and Communication Engineering,OBC-NCL,HS,Female-Only,1,4 Years,B.Tech,2021,3894.0,5415.0,5415.0,0.0,2021
NIT,NIT-Delhi,Computer Science and Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,2024.0,4230.0,4230.0,0.0,2021
NIT,NIT-Puducherry,Civil Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,52364.0,53037.0,53037.0,0.0,2021
NIT,NIT-Silchar,Electrical Engineering,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,12330.0,13480.0,13480.0,0.0,2021
NIT,NIT-Allahabad,Chemical Engineering,GEN,OS,Gender-Neutral,1,4 Years,B.Tech,2021,15711.0,18104.0,18104.0,0.0,2021
NIT,NIT-Rourkela,Electronics and Instrumentation Engineering,GEN,HS,Female-Only,1,4 Years,B.Tech,2021,15007.0,21910.0,21910.0,0.0,2021
IIT,IIT-Kanpur,Aerospace Engineering,SC,AI,Gender-Neutral,2,4 Years,B.Tech,2021,326.0,1082.0,1082.0,0.0,2021
IIT,IIT-Kharagpur,Physics,GEN,AI,Female-Only,7,5 Years,Int MSc.,2019,11292.0,13405.0,13405.0,0.0,2019
IIT,IIT-Madras,Naval Architecture and Ocean Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,11311.0,12924.0,12924.0,0.0,2019
IIT,IIT-Guwahati,Chemical Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,4262.0,5697.0,5697.0,0.0,2019
IIT,IIT-Guwahati,Engineering Physics,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,2440.0,5284.0,5284.0,0.0,2019
IIT,IIT-Goa,Mechanical Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,15580.0,15644.0,15644.0,0.0,2019
NIT,NIT-Jaipur,Chemical Engineering,GEN,HS,Female-Only,7,4 Years,B.Tech,2019,14136.0,26061.0,26061.0,0.0,2019
NIT,NIT-Allahabad,Information Technology,GEN,HS,Female-Only,7,4 Years,B.Tech,2019,8466.0,9636.0,9636.0,0.0,2019
NIT,NIT-Meghalaya,Civil Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,117205.0,117205.0,117205.0,0.0,2019
NIT,NIT-Puducherry,Mechanical Engineering,GEN,OS,Female-Only,7,4 Years,B.Tech,2019,34225.0,34225.0,34225.0,0.0,2019
IIT,IIT-Delhi,Electrical Engineering,GEN-EWS,AI,Female-Only,1,4 Years,B.Tech,2021,442.0,450.0,450.0,0.0,2021
IIT,IIT-Madras,Naval Architecture and Ocean Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,1236.0,1391.0,1391.0,0.0,2021
IIT,IIT-Delhi,Energy Engineering,GEN-EWS,AI,Gender-Neutral,2,4 Years,B.Tech,2021,466.0,517.0,517.0,0.0,2021
IIT,IIT-Kanpur,Aerospace Engineering,GEN-EWS,AI,Gender-Neutral,2,4 Years,B.Tech,2021,519.0,621.0,621.0,0.0,2021
IIT,IIT-Madras,Civil Engineering,OBC-NCL,AI,Female-Only,1,4 Years,B.Tech,2021,3455.0,4541.0,4541.0,0.0,2021
IIT,IIT-Indore,Mechanical Engineering,OBC-NCL,AI,Female-Only,1,4 Years,B.Tech,2021,4472.0,5858.0,5858.0,0.0,2021
IIT,IIT-Bombay,Computer Science and Engineering,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,107.0,361.0,361.0,0.0,2021
IIT,IIT-Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,GEN,AI,Female-Only,1,5 Years,B.Tech + M.Tech (IDD),2021,3729.0,4476.0,4476.0,0.0,2021
IIT,IIT-Kanpur,Civil Engineering,GEN,AI,Gender-Neutral,1,4 Years,B.Tech,2021,3684.0,5093.0,5093.0,0.0,2021
IIT,IIT-Bhubaneswar,Computer Science and Engineering,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,3221.0,5005.0,5005.0,0.0,2021
IIT,IIT-Patna,Civil Engineering,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,19093.0,19325.0,19325.0,0.0,2021
IIT,IIT-Dharwad,Computer Science and Engineering,GEN,AI,Gender-Neutral,1,4 Years,B.Tech,2021,3533.0,4571.0,4571.0,0.0,2021
NIT,NIT-Jalandhar,Mechanical Engineering,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,14435.0,15326.0,15326.0,0.0,2021
NIT,NIT-Durgapur,Chemical Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,10833.0,20969.0,20969.0,0.0,2021
NIT,NIT-Sikkim,Computer Science and Engineering,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,10742.0,12095.0,12095.0,0.0,2021
NIT,NIT-Manipur,Electrical Engineering,OBC-NCL,OS,Gender-Neutral,1,4 Years,B.Tech,2021,9822.0,10040.0,10040.0,0.0,2021
NIT,NIT-Rourkela,Industrial Design,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,14970.0,17565.0,17565.0,0.0,2021
NIT,NIT-Allahabad,Electronics and Communication Engineering,GEN,HS,Female-Only,1,4 Years,B.Tech,2021,9606.0,12440.0,12440.0,0.0,2021
NIT,NIT-Karnataka-Surathkal,Information Technology,GEN,OS,Gender-Neutral,1,4 Years,B.Tech,2021,694.0,1650.0,1650.0,0.0,2021
NIT,NIT-Puducherry,Computer Science and Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,11510.0,51754.0,51754.0,0.0,2021
IIT,IIT-Hyderabad,Mechanical Engineering,SC,AI,Female-Only,1,4 Years,B.Tech,2021,1689.0,2147.0,2147.0,0.0,2021
IIT,IIT-Bhubaneswar,Mechanical Engineering,SC,AI,Female-Only,1,4 Years,B.Tech,2021,2821.0,2821.0,2821.0,0.0,2021
IIT,IIT-(BHU) Varanasi,Electronics Engineering,SC,AI,Gender-Neutral,1,4 Years,B.Tech,2021,426.0,715.0,715.0,0.0,2021
IIT,IIT-Bombay,Chemistry,SC,AI,Gender-Neutral,2,4 Years,BSc,2021,1255.0,2074.0,2074.0,0.0,2021
IIT,IIT-Bombay,Electrical Engineering,SC,AI,Gender-Neutral,2,5 Years,B.Tech + M.Tech (IDD),2021,176.0,275.0,275.0,0.0,2021
IIT,IIT-Bombay,Civil Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,1871.0,5464.0,5464.0,0.0,2019
IIT,IIT-Mandi,Electrical Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,3768.0,5366.0,5366.0,0.0,2019
IIT,IIT-Tirupati,Civil Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,9406.0,11814.0,11814.0,0.0,2019
NIT,NIT-Durgapur,Bio Technology,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,36576.0,47851.0,47851.0,0.0,2019
NIT,NIT-Kurukshetra,Civil Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,22133.0,32138.0,32138.0,0.0,2019
NIT,NIT-Rourkela,Chemical Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,13543.0,18067.0,18067.0,0.0,2019
NIT,NIT-Warangal,Electronics and Communication Engineering,GEN,AP,Female-Only,7,4 Years,B.Tech,2019,8540.0,8540.0,8540.0,0.0,2019
IIT,IIT-Guwahati,Electronics and Electrical Engineering,GEN-EWS,AI,Female-Only,1,4 Years,B.Tech,2021,915.0,915.0,915.0,0.0,2021
IIT,IIT-Palakkad,Civil Engineering,GEN-EWS,AI,Female-Only,1,4 Years,B.Tech,2021,4022.0,4022.0,4022.0,0.0,2021
IIT,IIT-(BHU) Varanasi,Computer Science and Engineering,GEN-EWS,AI,Gender-Neutral,1,5 Years,B.Tech + M.Tech (IDD),2021,126.0,128.0,128.0,0.0,2021
IIT,IIT-(ISM) Dhanbad,Applied Geology,GEN-EWS,AI,Female-Only,1,5 Years,Int M.Tech,2021,4067.0,4067.0,4067.0,0.0,2021
IIT,IIT-Kanpur,Civil Engineering,GEN-EWS,AI,Gender-Neutral,2,4 Years,B.Tech,2021,691.0,806.0,806.0,0.0,2021
IIT,IIT-Delhi,Biotechnology and Biochemical Engineering,OBC-NCL,AI,Female-Only,1,4 Years,B.Tech,2021,5455.0,6264.0,6264.0,0.0,2021
IIT,IIT-Roorkee,Civil Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,1625.0,2551.0,2551.0,0.0,2021
IIT,IIT-Roorkee,Metallurgical and Materials Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,2625.0,3078.0,3078.0,0.0,2021
IIT,IIT-Ropar,Mechanical Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,2578.0,3226.0,3226.0,0.0,2021
IIT,IIT-Jodhpur,Chemical Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,3111.0,4309.0,4309.0,0.0,2021
IIT,IIT-(ISM) Dhanbad,Applied Geology,OBC-NCL,AI,Female-Only,1,5 Years,Int M.Tech,2021,8993.0,8993.0,8993.0,0.0,2021
IIT,IIT-Hyderabad,Artificial Intelligence,GEN,AI,Gender-Neutral,1,4 Years,B.Tech,2021,330.0,676.0,676.0,0.0,2021
NIT,NIT-Calicut,Mechanical Engineering,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,9547.0,11458.0,11458.0,0.0,2021
NIT,NIT-Goa,Computer Science and Engineering,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,6691.0,6691.0,6691.0,0.0,2021
NIT,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,OBC-NCL,OS,Gender-Neutral,1,4 Years,B.Tech,2021,1698.0,2686.0,2686.0,0.0,2021
NIT,NIT-Karnataka-Surathkal,Electronics and Communication Engineering,OBC-NCL,OS,Gender-Neutral,1,4 Years,B.Tech,2021,938.0,1355.0,1355.0,0.0,2021
NIT,NIT-Raipur,Bio Technology,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,15580.0,16598.0,16598.0,0.0,2021
NIT,NIT-Rourkela,Computer Science and Engineering,OBC-NCL,OS,Gender-Neutral,1,4 Years,B.Tech,2021,331.0,543.0,543.0,0.0,2021
NIT,NIT-Patna,Architecture,GEN,HS,Gender-Neutral,1,5 Years,B.Arch,2021,1605.0,2100.0,2100.0,0.0,2021
NIT,NIT-Arunachal-Pradesh,Computer Science and Engineering,GEN,OS,Gender-Neutral,1,4 Years,B.Tech,2021,11063.0,23657.0,23657.0,0.0,2021
IIT,IIT-Kharagpur,Industrial and Systems Engineering,SC,AI,Gender-Neutral,1,4 Years,B.Tech,2021,711.0,1303.0,1303.0,0.0,2021
IIT,IIT-Madras,Engineering Design,SC,AI,Female-Only,1,5 Years,B.Tech + M.Tech (IDD),2021,2186.0,2854.0,2854.0,0.0,2021
IIT,IIT-Mandi,Bio Engineering,SC,AI,Gender-Neutral,1,5 Years,B.Tech + M.Tech (IDD),2021,2254.0,2656.0,2656.0,0.0,2021
IIT,IIT-Jammu,Mechanical Engineering,SC,AI,Female-Only,1,4 Years,B.Tech,2021,3268.0,3268.0,3268.0,0.0,2021
NIT,NIT-Durgapur,Chemical Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,27593.0,36573.0,36573.0,0.0,2019
NIT,NIT-Patna,Civil Engineering,GEN,HS,Female-Only,7,4 Years,B.Tech,2019,35048.0,40497.0,40497.0,0.0,2019
NIT,NIT-Raipur,Bio Medical Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,37628.0,45781.0,45781.0,0.0,2019
NIT,NIT-Sikkim,Civil Engineering,GEN,OS,Female-Only,7,4 Years,B.Tech,2019,50674.0,50674.0,50674.0,0.0,2019
IIT,IIT-Kharagpur,Exploration Geophysics,GEN-EWS,AI,Female-Only,1,4 Years,BSc,2021,3833.0,3833.0,3833.0,0.0,2021
IIT,IIT-Kharagpur,Manufacturing Science and Engineering,GEN-EWS,AI,Female-Only,1,4 Years,B.Tech,2021,2842.0,2842.0,2842.0,0.0,2021
IIT,IIT-Madras,Biological Engineering,GEN-EWS,AI,Female-Only,1,5 Years,B.Tech + M.Tech (IDD),2021,2853.0,2853.0,2853.0,0.0,2021
IIT,IIT-Bhilai,Data Science and Artificial Intelligence,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,723.0,723.0,723.0,0.0,2021
IIT,IIT-Goa,Computer Science and Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,527.0,547.0,547.0,0.0,2021
IIT,IIT-(ISM) Dhanbad,Mineral and Metallurgical Engineering,GEN-EWS,AI,Female-Only,1,4 Years,B.Tech,2021,3246.0,3246.0,3246.0,0.0,2021
IIT,IIT-Kanpur,Chemistry,OBC-NCL,AI,Female-Only,1,4 Years,BSc,2021,7939.0,7963.0,7963.0,0.0,2021
IIT,IIT-Hyderabad,Computational Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,660.0,771.0,771.0,0.0,2021
IIT,IIT-Kharagpur,Mathematics and Computing,OBC-NCL,AI,Gender-Neutral,2,4 Years,BSc,2021,301.0,715.0,715.0,0.0,2021
IIT,IIT-Madras,Metallurgical and Materials Engineering,OBC-NCL,AI,Female-Only,2,4 Years,B.Tech,2021,4923.0,5349.0,5349.0,0.0,2021
IIT,IIT-Madras,Metallurgical and Materials Engineering,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,8603.0,11644.0,11644.0,0.0,2021
IIT,IIT-Tirupati,Mechanical Engineering,GEN,AI,Gender-Neutral,1,4 Years,B.Tech,2021,8068.0,9696.0,9696.0,0.0,2021
IIT,IIT-(BHU) Varanasi,Metallurgical Engineering,GEN,AI,Female-Only,1,5 Years,B.Tech + M.Tech (IDD),2021,18014.0,19046.0,19046.0,0.0,2021
IIT,IIT-Bombay,Electrical Engineering,GEN,AI,Female-Only,2,5 Years,B.Tech + M.Tech (IDD),2021,1319.0,2686.0,2686.0,0.0,2021
IIT,IIT-Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,GEN,AI,Gender-Neutral,2,5 Years,B.Tech + M.Tech (IDD),2021,1290.0,1609.0,1609.0,0.0,2021
NIT,NIT-Arunachal-Pradesh,Civil Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,79989.0,79989.0,79989.0,0.0,2021
NIT,NIT-Bhopal,Architecture,GEN,OS,Gender-Neutral,1,5 Years,B.Arch,2021,464.0,813.0,813.0,0.0,2021
NIT,NIT-Jamshedpur,Electronics and Communication Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,11721.0,17377.0,17377.0,0.0,2021
NIT,NIT-Mizoram,Electronics and Communication Engineering,GEN,OS,Female-Only,1,4 Years,B.Tech,2021,39314.0,39314.0,39314.0,0.0,2021
IIT,IIT-Delhi,Chemical Engineering,SC,AI,Gender-Neutral,1,5 Years,B.Tech + M.Tech (IDD),2021,728.0,966.0,966.0,0.0,2021
IIT,IIT-Guwahati,Chemical Science and Technology,SC,AI,Female-Only,1,4 Years,B.Tech,2021,3169.0,3203.0,3203.0,0.0,2021
IIT,IIT-Hyderabad,Computational Engineering,SC,AI,Gender-Neutral,1,4 Years,B.Tech,2021,297.0,297.0,297.0,0.0,2021
IIT,IIT-Delhi,Textile Technology,SC,AI,Female-Only,2,4 Years,B.Tech,2021,3002.0,3369.0,3369.0,0.0,2021
IIT,IIT-Kharagpur,Ocean Engineering and Naval Architecture,SC,AI,Female-Only,2,5 Years,B.Tech + M.Tech (IDD),2021,3023.0,3023.0,3023.0,0.0,2021
IIT,IIT-Kanpur,Economics,GEN,AI,Female-Only,7,4 Years,BSc,2019,4936.0,5722.0,5722.0,0.0,2019
IIT,IIT-Roorkee,Civil Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,3433.0,5261.0,5261.0,0.0,2019
NIT,NIT-Jaipur,Electronics and Communication Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,7445.0,9208.0,9208.0,0.0,2019
NIT,NIT-Mizoram,Civil Engineering,GEN,OS,Female-Only,7,4 Years,B.Tech,2019,52821.0,52821.0,52821.0,0.0,2019
NIT,NIT-Silchar,Computer Science and Engineering,GEN,OS,Female-Only,7,4 Years,B.Tech,2019,14751.0,18947.0,18947.0,0.0,2019
IIT,IIT-Hyderabad,Materials Science and Metallurgical Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,1208.0,1234.0,1234.0,0.0,2021
IIT,IIT-Kharagpur,Biotechnology and Biochemical Engineering,GEN-EWS,AI,Gender-Neutral,2,4 Years,B.Tech,2021,988.0,1187.0,1187.0,0.0,2021
IIT,IIT-Bombay,Aerospace Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,389.0,1123.0,1123.0,0.0,2021
IIT,IIT-Roorkee,Biosciences and Bioengineering,OBC-NCL,AI,Female-Only,1,4 Years,B.Tech,2021,5119.0,7564.0,7564.0,0.0,2021
IIT,IIT-Indore,Electrical Engineering,OBC-NCL,AI,Female-Only,1,4 Years,B.Tech,2021,2685.0,4232.0,4232.0,0.0,2021
IIT,IIT-(BHU) Varanasi,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology,OBC-NCL,AI,Female-Only,1,5 Years,B.Tech + M.Tech (IDD),2021,8385.0,8385.0,8385.0,0.0,2021
IIT,IIT-Tirupati,Electrical Engineering,GEN,AI,Gender-Neutral,1,4 Years,B.Tech,2021,4348.0,6586.0,6586.0,0.0,2021
IIT,IIT-Bhilai,Mechanical Engineering,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,16926.0,19148.0,19148.0,0.0,2021
IIT,IIT-(BHU) Varanasi,Architecture,GEN,AI,Gender-Neutral,1,5 Years,B.Arch,2021,16533.0,17747.0,17747.0,0.0,2021
NIT,NIT-Jalandhar,Information Technology,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,5309.0,6282.0,6282.0,0.0,2021
NIT,NIT-Patna,Architecture,OBC-NCL,OS,Gender-Neutral,1,5 Years,B.Arch,2021,428.0,498.0,498.0,0.0,2021
NIT,NIT-Bhopal,Architecture,GEN,HS,Gender-Neutral,1,5 Years,B.Arch,2021,325.0,2209.0,2209.0,0.0,2021
NIT,NIT-Bhopal,Electrical Engineering,GEN,OS,Gender-Neutral,1,4 Years,B.Tech,2021,13698.0,15565.0,15565.0,0.0,2021
NIT,NIT-Agartala,Biotechnology and Biochemical Engineering,GEN,OS,Female-Only,1,4 Years,B.Tech,2021,43844.0,45951.0,45951.0,0.0,2021
NIT,NIT-Agartala,Production Engineering,GEN,HS,Female-Only,1,4 Years,B.Tech,2021,145224.0,172546.0,172546.0,0.0,2021
NIT,NIT-Karnataka-Surathkal,Metallurgical and Materials Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,15371.0,22626.0,22626.0,0.0,2021
NIT,NIT-Patna,Electrical Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,21946.0,25958.0,25958.0,0.0,2021
NIT,NIT-Mizoram,Electrical and Electronics Engineering,GEN,OS,Gender-Neutral,1,4 Years,B.Tech,2021,32185.0,39611.0,39611.0,0.0,2021
IIT,IIT-Ropar,Mathematics and Computing,SC,AI,Female-Only,1,4 Years,B.Tech,2021,1856.0,1856.0,1856.0,0.0,2021
IIT,IIT-Delhi,Mechanical Engineering,SC,AI,Female-Only,2,4 Years,B.Tech,2021,885.0,1345.0,1345.0,0.0,2021
IIT,IIT-Kharagpur,Civil Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,3593.0,4955.0,4955.0,0.0,2019
IIT,IIT-(ISM) Dhanbad,Mineral Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,18642.0,19237.0,19237.0,0.0,2019
IIT,IIT-Bhubaneswar,Mechanical Engineering and M. Tech. in Thermal Science & Engineering,GEN,AI,Female-Only,7,5 Years,B.Tech + M.Tech (IDD),2019,15293.0,15293.0,15293.0,0.0,2019
IIT,IIT-Mandi,Engineering Physics,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,13757.0,14137.0,14137.0,0.0,2019
IIT,IIT-Bhilai,Electrical Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,7072.0,8424.0,8424.0,0.0,2019
NIT,NIT-Tiruchirappalli,Mechanical Engineering,GEN,OS,Female-Only,7,4 Years,B.Tech,2019,9591.0,12533.0,12533.0,0.0,2019
IIT,IIT-Bombay,Economics,GEN-EWS,AI,Gender-Neutral,1,4 Years,BSc,2021,271.0,429.0,429.0,0.0,2021
IIT,IIT-Bombay,Economics,GEN-EWS,AI,Female-Only,1,4 Years,BSc,2021,868.0,868.0,868.0,0.0,2021
IIT,IIT-Madras,Electrical Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,111.0,219.0,219.0,0.0,2021
IIT,IIT-Hyderabad,Chemical Engineering,GEN-EWS,AI,Female-Only,1,4 Years,B.Tech,2021,2541.0,2541.0,2541.0,0.0,2021
IIT,IIT-Bhubaneswar,Electrical Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,587.0,851.0,851.0,0.0,2021
IIT,IIT-Bombay,Aerospace Engineering,OBC-NCL,AI,Female-Only,1,4 Years,B.Tech,2021,1618.0,2505.0,2505.0,0.0,2021
IIT,IIT-Bombay,Metallurgical Engineering and Materials Science,OBC-NCL,AI,Female-Only,1,4 Years,B.Tech,2021,3940.0,5007.0,5007.0,0.0,2021
IIT,IIT-Bhilai,Electrical Engineering,OBC-NCL,AI,Female-Only,1,4 Years,B.Tech,2021,5927.0,6320.0,6320.0,0.0,2021
IIT,IIT-(ISM) Dhanbad,Electrical Engineering,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,10161.0,13014.0,13014.0,0.0,2021
IIT,IIT-(ISM) Dhanbad,Mechanical Engineering,GEN,AI,Gender-Neutral,1,4 Years,B.Tech,2021,5756.0,7784.0,7784.0,0.0,2021
IIT,IIT-Roorkee,Chemical Sciences,GEN,AI,Gender-Neutral,2,5 Years,BS + MS (IDD),2021,5347.0,10235.0,10235.0,0.0,2021
NIT,NIT-Allahabad,Electronics and Communication Engineering,OBC-NCL,OS,Gender-Neutral,1,4 Years,B.Tech,2021,2133.0,2649.0,2649.0,0.0,2021
NIT,NIT-Calicut,Bio Technology,OBC-NCL,OS,Gender-Neutral,1,4 Years,B.Tech,2021,9293.0,9926.0,9926.0,0.0,2021
NIT,NIT-Raipur,Chemical Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,16531.0,19197.0,19197.0,0.0,2021
NIT,NIT-Manipur,Mechanical Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,169281.0,178662.0,178662.0,0.0,2021
NIT,NIT-Rourkela,Metallurgical and Materials Engineering,OBC-NCL,OS,Gender-Neutral,1,5 Years,Btech + M.Tech (IDD),2021,9423.0,10123.0,10123.0,0.0,2021
NIT,NIT-Bhopal,Chemical Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,11335.0,27371.0,27371.0,0.0,2021
NIT,NIT-Agartala,Civil Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,39172.0,140672.0,140672.0,0.0,2021
NIT,NIT-Calicut,Architecture,GEN,HS,Gender-Neutral,1,5 Years,B.Arch,2021,181.0,433.0,433.0,0.0,2021
IIT,IIT-Bombay,Metallurgical Engineering and Materials Science,SC,AI,Female-Only,1,4 Years,B.Tech,2021,1557.0,1749.0,1749.0,0.0,2021
IIT,IIT-Bhubaneswar,Mechanical Engineering with M.Tech. in Manufacturing Engineering,SC,AI,Gender-Neutral,1,5 Years,B.Tech + M.Tech (IDD),2021,2000.0,2033.0,2033.0,0.0,2021
IIT,IIT-Kharagpur,Mining Engineering,SC,AI,Gender-Neutral,2,4 Years,B.Tech,2021,1741.0,1992.0,1992.0,0.0,2021
