SNo,Rank,Allotted Quota,Institute,Course,Allotted Category,Candidate Category,Remarks
10629,18985,-,-,-,-,All India,Government Medical
10630,18990,All India,GOVERNMENT,MBBS,Reported,All India,Karwar Institute of
10631,18991,All India,Government Medical,MBBS,Not,All India,Goverment Medical
10632,18992,All India,Jhargram,MBBS,Not,All India,Government Medical
10633,18999,All India,GOVERNMENT,MBBS,Not,All India,ACSR Govt Medical
10634,19000,All India,Govt Medical College,MBBS,Reported,All India,Baba Kinaram
10635,19006,Open Seat,AIIMS Bilaspur,MBBS,Reported,-,-
10636,19007,-,-,-,-,All India,Government Medical
10637,19012,-,-,-,-,All India,Government Medical
10638,19014,-,-,-,-,All India,Goverment Medical
10639,19017,-,-,-,-,All India,Govt. Medical College
10640,19020,-,-,-,-,All India,ASSAM MEDICAL
10641,19022,All India,Government Medical,MBBS,Not,All India,SHEIKH BHIKHARI
10642,19026,All India,Government Medical,MBBS,Not,All India,UNS AUTONOMOUS
10643,19027,All India,Goverment Medical,MBBS,Not,-,-
10644,19028,All India,Diphu Medical,MBBS,Not,All India,Government Medical
10645,19030,-,-,-,-,All India,Government Medical
10646,19032,-,-,-,-,All India,Barasat Government
10647,19035,-,-,-,-,All India,Government Medical
10648,19038,All India,Government Medical,MBBS,Not,All India,Government Medical
10649,19041,-,-,-,-,All India,Autonomous state
10650,19042,-,-,-,-,All India,Govt. Medical College
10651,19043,All India,Government Medical,MBBS,Not,All India,Goverment Medical
10652,19044,All India,Saheed Rendo Majhi,MBBS,Not,-,-
10653,19046,Employees SLBS Govt. Medical,MBBS,Reported,-,-,-
10654,19047,All India,Goverment Medical,MBBS,Not,-,-
10655,19049,All India,GOVT MEDICAL,MBBS,Not,All India,Government Medical
10656,19051,All India,Tomo Riba Institute,MBBS,Not,-,-
10657,19054,All India,Sarat Chandra,MBBS,Reported,All India,BANKURA
10658,19056,All India,Government Medical,MBBS,Not,All India,Autonomous State
10659,19057,All India,GOVERNMENT,MBBS,Not,All India,Government Medical
10660,19058,All India,Government Medical,MBBS,Reported,All India,CHIKKABALLAPURA
10661,19061,All India,GOVERNMENT,MBBS,Not,All India,Government Medical
10662,19063,Employees Government Medical,MBBS,Not,-,-,-
10663,19066,-,-,-,-,All India,Government Medical
10664,19067,All India,Government Medical,MBBS,Not,All India,Government Medical
10665,19068,-,-,-,-,All India,Government Medical
10666,19071,All India,GMERS Medical,MBBS,Not,-,-
10667,19074,All India,Government Medical,MBBS,Not,-,-
10668,19077,-,-,-,-,All India,Gadag Institute of
10669,19079,All India,Government Medical,MBBS,Not,All India,SH VASANT RAO
10670,19086,-,-,-,-,All India,Government of
10671,19089,-,-,-,-,All India,Government Medical
10672,19092,-,-,-,-,All India,Chandulal
10673,19097,All India,Jorhat Medical,MBBS,Not,All India,Goverment Medical
10674,19099,-,-,-,-,All India,GOVERMENT
10675,19100,All India,"GMC,",MBBS,Not,-,-
10676,19107,-,-,-,-,All India,Government Medical
10677,19110,All India,Government Medical,MBBS,Not,-,-
10678,19112,-,-,-,-,All India,GOVERNMENT
10679,19113,-,-,-,-,All India,Sri Venkateswara
10680,19116,All India,Government Medical,MBBS,Not,All India,Government Medical
10681,19118,All India,Goverment Medical,MBBS,Not,All India,Autonomous State
10682,19124,-,-,-,-,All India,Govt. Medical College
10683,19125,All India,Government Medical,MBBS,Not,All India,Goverment Medical
10684,19127,-,-,-,-,All India,GOVERNMENT
10685,19131,-,-,-,-,All India,Autonomous State
10686,19132,-,-,-,-,All India,Government Medical
10687,19137,All India,ACSR Govt Medical,MBBS,Not,-,-
10688,19139,-,-,-,-,All India,MG Inst. of Medical
10689,19142,-,-,-,-,All India,Jannayak Karpoori
10690,19143,-,-,-,-,All India,DR.S.C.GOVT
10691,19150,All India,Goverment Medical,MBBS,Not,All India,UNS AUTONOMOUS
10692,19151,-,-,-,-,All India,Autonomous State
10693,19154,All India,Government Medical,MBBS,Not,All India,Karwar Institute of
10694,19155,All India,GOVERNMENT,MBBS,Not,All India,Government Medical
10695,19157,-,-,-,-,All India,Autonomous State
10696,19158,-,-,-,-,All India,Government Medical
10697,19161,All India,"JLN IMS, IMPHAL",MBBS,Not,All India,GOVT.MEDICAL
10698,19162,-,-,-,-,All India,Lt. B R K Government
10699,19164,All India,Government Medical,MBBS,Seat,-,-
10700,19165,-,-,-,-,All India,Baba Kinaram
10701,19166,All India,Govt Medical College,MBBS,Not,-,-
10702,19169,-,-,-,-,All India,Pt. Raghunath Murmu
10703,19170,All India,Government Medical,MBBS,Not,All India,Government Medical
10704,19173,All India,Government Medical,MBBS,Not,All India,Goverment Medical
10705,19176,Open Seat,AIIMS Bathinda,MBBS,Reported,-,-
10706,19179,-,-,-,-,All India,VIJAYNAGAR INST
10707,19180,All India,Government Medical,MBBS,Not,All India,Andaman and
10708,19183,-,-,-,-,All India,Chandulal
10709,19184,All India,GOVERNMENT,MBBS,Not,All India,Kakatiya Medical
10710,19185,All India,GOVERNMENT,MBBS,Not,All India,C. Institute of Medical
10711,19191,All India,Jhargram,MBBS,Not,-,-
10712,19196,All India,GOVERNMENT,MBBS,Not,All India,Jannayak Karpoori
10713,19199,-,-,-,-,All India,PRAGJYOTISHPUR
10714,19203,-,-,-,-,All India,Autonomous state
10715,19210,-,-,-,-,All India,Government Medical
10716,19211,All India,MALDA MED.,MBBS,Not,-,-
10717,19217,-,-,-,-,All India,PRAGJYOTISHPUR
10718,19219,All India,GOVT. DENTAL,BDS,Not,-,-
10719,19221,Internal -,JIPMER,MBBS,Reported,-,-
10720,19222,All India Government Medical,MBBS,Not,All India,Autonomous state,MBBS
10721,19228,All India,KANYAKUMARI,MBBS,Not,All India,GOVT. MEDICAL
10722,19230,-,-,-,-,All India,Govt. Medical
10723,19232,"Employees ESI-MC&PGIMS&R,",MBBS,Not,"Employees ESI-MC&PGIMS&R,",MBBS,Open
10724,19233,-,-,-,-,All India Government Medical,MBBS
10725,19238,-,-,-,-,All India Government Medcial,MBBS
10726,19241,All India,"MEDICAL COLLEGE,",MBBS,Reported,-,-
10727,19244,All India,Saheed Rendo Majhi,MBBS,Not,-,-
10728,19248,All India,Govt. Medical,MBBS,Not,All India,Autonomous State
10729,19249,All India,Govt. Medical College,MBBS,Not,All India,Autonomous State
10730,19257,All India,Government Medical,MBBS,Reported,All India,Kodagu Institute of
10731,19258,All India,Government Medical,MBBS,Not,-,-
10732,19259,-,-,-,-,All India,Government Medical
10733,19261,All India,Sarat Chandra,MBBS,Seat,-,-
10734,19265,-,-,-,-,All India,RUHS College of
10735,19267,-,-,-,-,All India,Government Medical
10736,19268,All India,Government Medical,MBBS,Not,All India,MG Inst. of Medical
10737,19269,All India,Government Medical,MBBS,Reported,All India,Chandulal
10738,19271,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,All India,Dr. B.S.A. Medical
10739,19272,All India,Tomo Riba Institute,MBBS,Not,All India,Government Medcial
10740,19273,All India,Medinirai Medical,MBBS,Not,All India,Medinirai Medical
10741,19276,-,-,-,-,All India,Government Medical
10742,19277,All India,Government Medical,MBBS,Not,All India,Lt. L A M Govt.
10743,19278,All India,Government Medical,MBBS,Not,All India,BANKURA
10744,19281,All India,Jhargram,MBBS,Not,All India,MIDNAPORE
10745,19283,All India,"JLN IMS, IMPHAL",MBBS,Not,-,-
10746,19284,-,-,-,-,All India,PRAGJYOTISHPUR
10747,19289,All India,Andaman and,MBBS,Not,All India,Kodagu Institute of
10748,19292,-,-,-,-,All India,GOVERMENT
10749,19293,All India,Andaman and,MBBS,Not,-,-
10750,19303,All India,GOVERNMENT,MBBS,Not,All India,Kodagu Institute of
10751,19304,All India,GMC Kamareddy,MBBS,Not,All India,RAJIV GANDHI
10752,19306,-,-,-,-,All India,VIJAYNAGAR INST
10753,19307,-,-,-,-,All India,Autonomous State
10754,19308,-,-,-,-,All India,Government Medical
10755,19309,Deemed/Pa,Kasturba Medical,MBBS,Reported,-,-
10756,19310,-,-,-,-,All India,ASSAM MEDICAL
10757,19314,-,-,-,-,All India,Government Medcial
10758,19315,All India,Dr Ram Manohar,MBBS,Not,-,-
10759,19317,All India,Lakhimpur Medical,MBBS,Not,All India,GOVERMENT
10760,19319,-,-,-,-,All India,GMERS Medical
10761,19321,All India,Government Medical,MBBS,Not,All India,Government Medical
10762,19322,-,-,-,-,All India,Jannayak Karpoori
10763,19326,All India,Saheed Rendo Majhi,MBBS,Not,-,-
10764,19331,-,-,-,-,All India,Govt. Medical College
10765,19334,-,-,-,-,All India,MIDNAPORE
10766,19335,All India,"GMC,",MBBS,Not,All India,Government Medical
10767,19336,All India,Tinsukia Medical,MBBS,Reported,All India,Autonomous State
10768,19342,-,-,-,-,All India,Government Medcial
10769,19347,All India,MALDA MED.,MBBS,Not,All India,Diamond Harbour
10770,19348,-,-,-,-,All India,Autonomous State
10771,19350,All India,"GMC,",MBBS,Not,Employees ESIC Medical College,MBBS
10772,19353,All India,S.C.B. MEDICAL,MBBS,Reported,-,-
10773,19354,-,-,-,-,All India,BIDAR INSTITUTE
10774,19355,All India,Government Medical,MBBS,Not,All India,Government Medical
10775,19356,Delhi,Maulana Azad,BDS,Not,-,-
10776,19360,-,-,-,-,All India,VIJAYNAGAR INST
10777,19364,All India,Jhargram,MBBS,Not,All India,Government Medical
10778,19366,-,-,-,-,All India,NAIR HOSP DENTAL
10779,19367,-,-,-,-,All India,Govt. Medical College
10780,19370,All India,Government Medical,MBBS,Not,-,-
10781,19371,Open Seat,AIIMS Rajkot,MBBS,Reported,Open Seat,"AIIMS Bathinda ,"
10782,19372,All India,Government Medical,MBBS,Not,All India,ACSR Govt Medical
10783,19373,-,-,-,-,All India,Government Medical
10784,19375,-,-,-,-,All India,Government Medical
10785,19379,-,-,-,-,All India,VIJAYNAGAR INST
10786,19380,-,-,-,-,All India,BIDAR INSTITUTE
10787,19381,All India,Jhargram,MBBS,Not,All India,GOVERNMENT
10788,19383,All India,Tezpur Medical,MBBS,Not,All India,MG Inst. of Medical
10789,19385,-,-,-,-,All India,Autonomous State
10790,19387,Open Seat,"AIIMS, Gorakhpur",MBBS,Not,-,-
10791,19389,-,-,-,-,All India,MANDYA INST. OF
10792,19390,All India,Government Medical,MBBS,Not,All India,BANKURA
10793,19394,All India,Government Medical,MBBS,Not,-,-
10794,19396,-,-,-,-,Employees,SLBS Govt. Medical
10795,19398,All India,GOVERNMENT,MBBS,Not,All India,VIJAYNAGAR INST
10796,19403,All India,Government Medical,MBBS,Not,All India,Autonomous State
10797,19404,-,-,-,-,All India,Autonomous state
10798,19405,All India,Sarat Chandra,MBBS,Not,-,-
10799,19406,All India,GMC Kamareddy,MBBS,Not,All India,Gulbarga Institute of
10800,19408,-,-,-,-,All India,C. Institute of Medical
10801,19411,-,-,-,-,All India,Government Medcial
10802,19416,-,-,-,-,All India,Government Medcial
10803,19417,All India,GOVERNMENT,MBBS,Not,All India,Government Medical
10804,19425,All India,RAMPURHAT GOVT,MBBS,Not,-,-
10805,19428,-,-,-,-,All India,Govt. Medical College
10806,19432,-,-,-,-,All India,MALDA MED.
10807,19434,-,-,-,-,All India,Government Medcial
10808,19435,All India,DR.S.N. MEDICAL,MBBS,Not,-,-
10809,19438,All India,"JLN IMS, IMPHAL",MBBS,Not,All India Government Medcial,MBBS
10810,19439,-,-,-,-,All India,Autonomous State
10811,19440,"Employees ESIC PGIMSR, Joka,",MBBS,Reported,Employees,SLBS Govt. Medical,MBBS
10812,19444,-,-,-,-,All India,Autonomous State
10813,19446,-,-,-,-,All India,Government Medcial
10814,19448,All India,Government Medical,MBBS,Not,All India,Government Medcial
10815,19449,All India,Deben Mahata,MBBS,Not,All India,Lakhimpur Medical
10816,19450,All India,Government Medical,MBBS,Not,All India,Government Medical
10817,19452,All India,Kokrajhar Medical,MBBS,Not,-,-
10818,19453,All India,AGARTALA GOVT.,MBBS,Not,All India,Rangaraya Medical
10819,19456,All India,Government Medical,MBBS,Not,All India,Government Medical
10820,19457,-,-,-,-,All India,GOVERNMENT
10821,19458,All India,Government Medical,MBBS,Not,All India,Government Medcial
10822,19461,All India,Government Medical,MBBS,Not,-,-
10823,19466,All India,Deben Mahata,MBBS,Not,All India,BANKURA
10824,19470,-,-,-,-,All India,GOVT. VELLORE
10825,19471,-,-,-,-,All India,MIDNAPORE
10826,19473,Open Seat,"AIIMS, Deogarh",MBBS,Not,-,-
10827,19478,-,-,-,-,All India,Gulbarga Institute of
10828,19481,All India,Government Medical,MBBS,Not,-,-
10829,19482,-,-,-,-,All India,Lt. L A M Govt.
10830,19484,-,-,-,-,All India,Government Medical
10831,19485,-,-,-,-,All India,Government Medical
10832,19489,All India,B.J. Government,MBBS,Reported,-,-
10833,19490,All India,GOVERNMENT,MBBS,Not,-,-
10834,19494,All India,Tinsukia Medical,MBBS,Not,All India,Karwar Institute of
10835,19496,-,-,-,-,All India,Kodagu Institute of
10836,19497,-,-,-,-,All India,Government Medical
10837,19498,-,-,-,-,All India,Government Medical
10838,19507,-,-,-,-,All India,C. Institute of Medical
10839,19510,All India,Government Medical,MBBS,Not,-,-
10840,19513,All India,Rajmata shrimati,MBBS,Reported,-,-
10841,19515,Employees SLBS Govt. Medical,MBBS,Not,Employees,ESIC MEDICAL,MBBS
10842,19522,All India,Government Medical,MBBS,Not,-,-
10843,19524,All India,GMERS Medical,MBBS,Not,-,-
10844,19526,All India,Government Medical,MBBS,Reported,All India,Autonomous State
10845,19528,All India,Government Medical,MBBS,Not,-,-
10846,19531,All India,"GMC,",MBBS,Not,-,-
10847,19532,All India,Deben Mahata,MBBS,Not,-,-
10848,19533,All India,Government Medical,MBBS,Not,All India,BANKURA
10849,19536,"Employees ESI-MC&PGIMS&R,",MBBS,Reported,Employees Government Medical,MBBS,Open
10850,19537,-,-,-,-,All India Government Medical,MBBS
10851,19538,-,-,-,-,All India,MIDNAPORE
10852,19540,-,-,-,-,All India Government Medical,MBBS
10853,19543,All India,Prafulla Chandra Sen,MBBS,Not,-,-
10854,19550,-,-,-,-,All India,Autonomous State
10855,19552,All India,Prafulla Chandra Sen,MBBS,Not,All India,BANKURA
10856,19553,All India,Tezpur Medical,MBBS,Not,All India,Gulbarga Institute of
10857,19558,All India,Deben Mahata,MBBS,Not,-,-
10858,19559,All India,Government Medical,MBBS,Not,All India,Baba Kinaram
10859,19562,All India,GMC Kamareddy,MBBS,Not,All India,Gulbarga Institute of
10860,19563,All India,Government Medical,MBBS,Not,-,-
10861,19567,All India,GMERS Medical,MBBS,Not,-,-
10862,19568,All India,Lakhimpur Medical,MBBS,Reported,-,-
10863,19571,All India,GRANT MEDICAL,MBBS,Reported,-,-
10864,19572,-,-,-,-,All India,Government Medical
10865,19573,-,-,-,-,All India,Government Medical
10866,19577,-,-,-,-,All India,Medinirai Medical
10867,19578,All India,COIMBATORE,MBBS,Not,-,-
10868,19581,-,-,-,-,All India,CHIKKABALLAPURA
10869,19584,All India,Government Medical,MBBS,Not,All India,Government Medical
10870,19586,All India,Government Medical,MBBS,Reported,All India,Rajiv Gandhi Institute
10871,19587,All India,Prafulla Chandra Sen,MBBS,Not,All India,SHEIKH BHIKHARI
10872,19588,All India,Government Medical,MBBS,Not,-,-
10873,19595,All India,Government Medical,MBBS,Seat,-,-
10874,19599,All India,Prafulla Chandra Sen,MBBS,Not,-,-
10875,19600,All India,GOVERNMENT,MBBS,Not,All India,Government Medical
10876,19602,-,-,-,-,All India,Autonomous State
10877,19604,All India,GOVERNMENT,MBBS,Not,All India,Kodagu Institute of
10878,19605,All India,Government Medical,MBBS,Not,All India,Autonomous State
10879,19606,All India,GMC Jangaon,MBBS,Not,-,-
10880,19607,All India,GMC Kamareddy,MBBS,Not,All India,GMERS Medical
10881,19610,All India,Tamralipto,MBBS,Not,All India,BANKURA
10882,19611,-,-,-,-,All India,Government Medical
10883,19612,All India,GOVERNMENT,MBBS,Not,All India,Government Medical
10884,19616,All India,GOVT MEDICAL,MBBS,Reported,All India,VIJAYNAGAR INST
10885,19617,All India,THANJAVUR,MBBS,Not,-,-
10886,19618,All India,Nalbari Medical,MBBS,Not,All India,Diamond Harbour
10887,19619,All India,Tamralipto,MBBS,Not,-,-
10888,19621,All India,Government Medical,MBBS,Not,-,-
10889,19625,All India,"JLN IMS, IMPHAL",MBBS,Not,All India,Government Medical
10890,19629,-,-,-,-,All India,Government Medical
10891,19630,-,-,-,-,All India,Autonomous State
10892,19632,-,-,-,-,All India,SHEIKH BHIKHARI
10893,19639,-,-,-,-,Employees,SLBS Govt. Medical
10894,19641,All India,Kokrajhar Medical,MBBS,Not,All India,ASSAM MEDICAL
10895,19642,-,-,-,-,All India,Baba Kinaram
10896,19649,All India,Tamralipto,MBBS,Not,-,-
10897,19652,All India,Jhargram,MBBS,Reported,All India,Baba Kinaram
10898,19653,-,-,-,-,All India,ASSAM MEDICAL
10899,19655,All India,GMC Kamareddy,MBBS,Not,All India,Government Medical
10900,19660,-,-,-,-,All India,GOVERMENT
10901,19661,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
10902,19665,All India,Tamralipto,MBBS,Not,-,-
10903,19668,All India,"JLN IMS, IMPHAL",MBBS,Not,All India,GOVERMENT
10904,19672,-,-,-,-,All India,Government Medical
10905,19677,-,-,-,-,All India,Rajiv Gandhi Institute
10906,19686,Employees SLBS Govt. Medical,MBBS,Reported,-,-,-
10907,19687,All India,Jhargram,MBBS,Not,-,-
10908,19688,All India,Rajiv Gandhi Institute,MBBS,Not,-,-
10909,19694,-,-,-,-,All India,Phulo Jhano Medical
10910,19695,All India,Government Medical,MBBS,Reported,All India,ACSR Govt Medical
10911,19696,All India,Government Medical,MBBS,Not,All India,Government Medical
10912,19700,All India,Nalbari Medical,MBBS,Not,-,-
10913,19701,-,-,-,-,All India,GOVERMENT
10914,19704,-,-,-,-,All India,GMERS Medical
10915,19708,-,-,-,-,All India,ACSR Govt Medical
10916,19709,All India,Government Medical,MBBS,Not,-,-
10917,19710,All India,"MEDICAL COLLEGE,",MBBS,Reported,-,-
10918,19711,"Employees ESI-MC&PGIMS&R,",MBBS,Reported,-,-,-
10919,19712,All India Government Medical,MBBS,Not,-,-,-
10920,19714,-,-,-,-,All India,RAICHUR INST. OF
10921,19716,All India,GMERS Medical,MBBS,Reported,All India,Autonomous State
10922,19717,-,-,-,-,All India,VIJAYNAGAR INST
10923,19721,All India,Government Medical,MBBS,Not,All India,Bhima Bhoi Medical
10924,19722,All India,Dhubri Medical,MBBS,Not,All India,GMERS Medical
10925,19724,Internal -,JIPMER,MBBS,Reported,-,-
10926,19728,-,-,-,-,All India,C. Institute of Medical
10927,19730,All India,Dhubri Medical,MBBS,Not,-,-
10928,19731,-,-,-,-,All India,GOVERMENT
10929,19734,All India,GMERS Medical,MBBS,Not,All India,GOVERNMENT
10930,19735,All India,Govt. Medical,MBBS,Not,All India,Goverment Medical
10931,19738,All India,Chandulal,MBBS,Not,All India,GOVERNMENT
10932,19739,-,-,-,-,All India,"RIMS, Ongole ,"
10933,19741,All India,Government Medical,MBBS,Not,-,-
10934,19744,-,-,-,-,All India,Government Medical
10935,19747,-,-,-,-,All India,Government Medical
10936,19749,-,-,-,-,All India,SHEIKH BHIKHARI
10937,19762,-,-,-,-,All India,VIJAYNAGAR INST
10938,19763,All India,Government Medical,MBBS,Not,-,-
10939,19764,All India,Government Medical,MBBS,Not,All India,GOVERNMENT
10940,19765,All India,GOVERNMENT,MBBS,Not,-,-
10941,19771,-,-,-,-,All India,C. Institute of Medical
10942,19774,Open Seat,"AIIMS, Patna",MBBS,Reported,-,-
10943,19775,All India,Nalbari Medical,MBBS,Not,-,-
10944,19777,All India,Lakhimpur Medical,MBBS,Not,All India,MIDNAPORE
10945,19785,All India,Gandhi Medical,MBBS,Reported,-,-
10946,19786,All India,Dhubri Medical,MBBS,Not,-,-
10947,19788,-,-,-,-,All India,"RIMS, Ongole ,"
10948,19789,-,-,-,-,All India,RAICHUR INST. OF
10949,19790,All India,Government Medical,MBBS,Not,All India,CHIKKABALLAPURA
10950,19791,All India,GOVERNMENT,MBBS,Not,All India,Government Medical
10951,19795,-,-,-,-,All India,Lt. B R K Government
10952,19796,All India,GOVERNMENT,MBBS,Not,All India,MG Inst. of Medical
10953,19799,All India,Government Medical,MBBS,Not,All India,Rajiv Gandhi Institute
10954,19801,Open Seat,"AIIMS, Madurai",MBBS,Not,-,-
10955,19803,-,-,-,-,All India,Government Medical
10956,19804,-,-,-,-,All India,Kodagu Institute of
10957,19805,-,-,-,-,All India,Sarat Chandra
10958,19808,-,-,-,-,All India,Government Medical
10959,19810,-,-,-,-,All India,VIJAYNAGAR INST
10960,19811,All India,GOVERNMENT,MBBS,Reported,All India,Government Medical
10961,19812,All India,Dhubri Medical,MBBS,Not,-,-
10962,19813,-,-,-,-,All India,Rangaraya Medical
10963,19814,All India,Government Medical,MBBS,Not,All India,GOVERNMENT
10964,19815,-,-,-,-,All India,Sri Venkateswara
10965,19817,All India,Government Medical,MBBS,Not,All India,Government Medical
10966,19819,Open Seat,"AIIMS, Patna",MBBS,Reported,-,-
10967,19824,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
10968,19826,All India,Andaman and,MBBS,Not,All India,Rajiv Gandhi Institute
10969,19827,All India,GMC Jangaon,MBBS,Not,All India,Medinirai Medical
10970,19828,-,-,-,-,All India,MIDNAPORE
10971,19830,All India,RAMPURHAT GOVT,MBBS,Not,-,-
10972,19833,-,-,-,-,All India,Chandulal
10973,19834,All India,GMC Jangaon,MBBS,Not,-,-
10974,19836,All India,GOVT. DENTAL,BDS,Not,-,-
10975,19838,All India,GOVERNMENT,MBBS,Not,-,-
10976,19840,All India,Government Medical,MBBS,Not,All India,CHIKKABALLAPURA
10977,19841,Deemed/Pa,Kasturba Medical,MBBS,Not,-,-
10978,19842,-,-,-,-,All India,Government Medical
10979,19843,-,-,-,-,All India,Gulbarga Institute of
10980,19850,-,-,-,-,All India,GOVERNMENT
10981,19854,All India,Government Medical,MBBS,Not,-,-
10982,19855,-,-,-,-,All India,Government Medical
10983,19856,All India,Government Medical,MBBS,Not,All India,Barasat Government
10984,19858,-,-,-,-,All India,GOVERNMENT
10985,19860,-,-,-,-,All India,GMERS Medical
10986,19861,-,-,-,-,All India,MIDNAPORE
10987,19862,All India,GOVT MEDICAL,MBBS,Not,-,-
10988,19871,Open Seat,AIIMS Rajkot,MBBS,Reported,-,-
10989,19875,All India,Government Medical,MBBS,Not,All India,Goverment Medical
10990,19877,-,-,-,-,All India,Phulo Jhano Medical
10991,19879,-,-,-,-,All India,Government Medical
10992,19880,-,-,-,-,All India,GOVERNMENT
10993,19884,All India,GOVERNMENT,MBBS,Not,All India,MALDA MED.
10994,19886,-,-,-,-,All India,Government Medical
10995,19893,-,-,-,-,All India,Government Medical
10996,19894,-,-,-,-,All India,Chikkamagaluru
10997,19896,All India,Kokrajhar Medical,MBBS,Not,-,-
10998,19897,All India,REGIONAL INST OF,MBBS,Reported,-,-
10999,19898,-,-,-,-,Employees,SLBS Govt. Medical
11000,19899,-,-,-,-,All India,Lt. L A M Govt.
11001,19900,-,-,-,-,All India Government Medical,MBBS
11002,19901,-,-,-,-,All India Government Medical,MBBS
11003,19904,Open Seat,AIIMS Bilaspur,MBBS,Not,-,-
11004,19905,Employees Government Medical,MBBS,Not,Employees Government Medical,MBBS,Open
11005,19909,All India,GMC Kamareddy,MBBS,Not,All India,Chikkamagaluru
11006,19912,All India,Government Medical,MBBS,Not,All India Government Medical,MBBS
11007,19916,-,-,-,-,All India,Government Medical
11008,19917,Open Seat,AIIMS Rajkot,MBBS,Not,-,-
11009,19919,-,-,-,-,All India,GOVERNMENT
11010,19924,-,-,-,-,All India,RAICHUR INST. OF
11011,19928,-,-,-,-,All India,Government Medical
11012,19931,Open Seat,"AIIMS, Madurai",MBBS,Not,-,-
11013,19936,-,-,-,-,All India,MIDNAPORE
11014,19937,All India,TOPIWALA,MBBS,Reported,-,-
11015,19938,All India,GMERS Medical,MBBS,Not,-,-
11016,19940,-,-,-,-,All India,GOVERNMENT
11017,19941,All India,GOVERNMENT,MBBS,Not,-,-
11018,19944,-,-,-,-,All India,Government Medical
11019,19945,All India,GOVT. MEDICAL,MBBS,Not,All India,Rajarshee
11020,19947,All India,Fakhruddin Ali Ahmed,MBBS,Not,All India,Lt. B R K Government
11021,19948,All India,AGARTALA GOVT.,MBBS,Not,All India,Barasat Government
11022,19949,All India,Government Medical,MBBS,Not,-,-
11023,19954,All India,Tezpur Medical,MBBS,Reported,All India,GOVERNMENT
11024,19955,All India,SVIMS - Sri,MBBS,Not,-,-
11025,19957,-,-,-,-,All India,Karwar Institute of
11026,19958,-,-,-,-,All India,Government Medical
11027,19962,-,-,-,-,All India,Chitradurga Medical
11028,19965,-,-,-,-,All India,CHIKKABALLAPURA
11029,19966,-,-,-,-,All India,Chandulal
11030,19972,All India,GMC Kamareddy,MBBS,Reported,All India,SVIMS - Sri
11031,19976,-,-,-,-,All India,Government Medical
11032,19977,All India,Government Medical,MBBS,Not,All India,Autonomous State
11033,19979,All India,Dr Ram Manohar,MBBS,Not,-,-
11034,19984,All India,GMERS Medical,MBBS,Not,-,-
11035,19985,All India,Government Medical,MBBS,Not,All India,GMERS Medical
11036,19988,-,-,-,-,All India,Government Medical
11037,19991,All India,Government Medical,MBBS,Not,All India,Government Medical
11038,19993,All India,Government Medical,MBBS,Not,All India,Government Medical
11039,20002,All India,Govt Medical College,MBBS,Not,All India,Government Medical
11040,20004,Open Seat,AIIMS Bilaspur,MBBS,Reported,-,-
11041,20010,All India,Maharaja Jitendra,MBBS,Not,All India,Goverment Medical
11042,20015,All India,Government Medical,MBBS,Not,All India,Goverment Medical
11043,20018,-,-,-,-,All India,Lt. L A M Govt.
11044,20020,All India,Fakhruddin Ali Ahmed,MBBS,Not,-,-
11045,20021,All India,Prafulla Chandra Sen,MBBS,Not,All India,Mursidabad M C &
11046,20022,All India,GOVERNMENT,MBBS,Not,All India,Maharaja Jitendra
11047,20024,-,-,-,-,All India,Chandulal
11048,20025,-,-,-,-,All India,GOVERNMENT
11049,20032,-,-,-,-,All India,Government Medical
11050,20036,All India,AGARTALA GOVT.,MBBS,Not,All India,Rangaraya Medical
11051,20045,-,-,-,-,All India,GMERS Medical
11052,20049,All India,Diphu Medical,MBBS,Not,All India,Government Medical
11053,20050,-,-,-,-,All India,Government Medical
11054,20051,-,-,-,-,All India,Government Medical
11055,20058,All India,Government Medical,MBBS,Not,All India,BIDAR INSTITUTE
11056,20060,-,-,-,-,All India,Government Medical
11057,20061,Open Seat,"AIIMS, Deogarh",MBBS,Not,-,-
11058,20062,-,-,-,-,All India,Chandulal
11059,20063,All India,Government Medical,MBBS,Not,All India,RAJIV GANDHI
11060,20064,All India,GOVT MEDICAL,MBBS,Not,All India,Government Medical
11061,20065,All India,Government Medical,MBBS,Not,All India,RAICHUR INST. OF
11062,20073,All India,Bhima Bhoi Medical,MBBS,Not,-,-
11063,20074,-,-,-,-,All India,Gadag Institute of
11064,20077,-,-,-,-,All India,Pt. Raghunath Murmu
11065,20078,-,-,-,-,All India,Barasat Government
11066,20080,All India,K.A.P.,MBBS,Reported,All India,Sri Venkateswara
11067,20083,-,-,-,-,All India,Rajiv Gandhi Institute
11068,20089,Employees,ESIC Medical,MBBS,Reported,-,-
11069,20090,All India,Lakhimpur Medical,MBBS,Reported,All India,Lt. B R K Government
11070,20091,All India,GOVT MEDICAL,MBBS,Not,-,-
11071,20092,-,-,-,-,All India,Government Medical
11072,20100,-,-,-,-,All India,GMERS Medical
11073,20103,-,-,-,-,All India,Medinirai Medical
11074,20104,All India,GOVT MEDICAL,MBBS,Reported,All India,Government Medical
11075,20107,-,-,-,-,All India,ACSR Govt Medical
11076,20108,-,-,-,-,All India,Government Medical
