SNo,Rank,Allotted Quota,Institute,Course,Allotted Category,Candidate Category,Remarks
76,76,Delhi,Maulana Azad,MBBS,Reported,-,-
77,77,All India,Maulana Azad,MBBS,Reported,-,-
78,78,Open Seat,JIPMER,MBBS,Reported,-,-
79,79,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
80,80,Open Seat,JIPMER,MBBS,Reported,-,-
81,81,All India,Vardhman Mahavir,MBBS,Reported,-,-
82,82,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
83,83,All India,Maulana Azad,MBBS,Reported,-,-
84,84,Open Seat,JIPMER,MBBS,Reported,-,-
85,85,All India,Vardhman Mahavir,MBBS,Reported,-,-
86,86,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
87,87,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
88,88,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
89,89,All India,Maulana Azad,MBBS,Reported,-,-
90,90,All India,Maulana Azad,MBBS,Reported,-,-
91,91,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
92,92,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
93,93,Open Seat,AIIMS Rajkot,MBBS,Reported,-,-
94,94,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
95,95,All India,Vardhman Mahavir,MBBS,Reported,-,-
96,96,All India SETH G.S. MEDICAL,MBBS,Reported,-,-,-
97,97,All India,Maulana Azad,MBBS,Reported,-,-
98,98,All India,GOVERNMENT,MBBS,Reported,-,-
99,99,All India,Maulana Azad,MBBS,Reported,-,-
100,100,All India,Maulana Azad,MBBS,Reported,-,-
101,101,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
102,102,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
103,103,All India,Maulana Azad,MBBS,Reported,-,-
104,104,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
105,105,All India,Vardhman Mahavir,MBBS,Reported,-,-
106,106,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
107,107,Delhi,Maulana Azad,MBBS,Reported,-,-
108,108,Open Seat,JIPMER,MBBS,Reported,-,-
109,109,Open Seat,JIPMER,MBBS,Reported,-,-
110,110,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
111,111,All India,Vardhman Mahavir,MBBS,Reported,-,-
112,112,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
113,113,All India,SETH G.S. MEDICAL,MBBS,Reported,-,-
114,114,Open Seat,JIPMER,MBBS,Reported,-,-
115,115,Delhi,Maulana Azad,MBBS,Reported,-,-
116,116,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
117,117,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
118,118,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
119,119,All India,SETH G.S. MEDICAL,MBBS,Reported,-,-
120,120,Open Seat,JIPMER,MBBS,Reported,-,-
121,121,Open Seat,JIPMER,MBBS,Reported,-,-
122,122,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
123,123,Open Seat,JIPMER,MBBS,Reported,-,-
124,124,Delhi,Maulana Azad,MBBS,Reported,-,-
125,125,Delhi,Maulana Azad,MBBS,Reported,-,-
126,126,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
127,127,Open Seat,JIPMER,MBBS,Reported,-,-
128,128,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
129,129,Open Seat,JIPMER,MBBS,Reported,-,-
130,130,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
131,131,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
132,132,All India,Vardhman Mahavir,MBBS,Reported,-,-
133,133,Open Seat,JIPMER,MBBS,Reported,-,-
134,134,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
135,135,Open Seat,JIPMER,MBBS,Reported,-,-
136,136,Open Seat,"AIIMS, Nagpur",MBBS,Reported,-,-
137,137,IP,Vardhman Mahavir,MBBS,Reported,-,-
138,138,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
139,139,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
140,140,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
141,141,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
142,142,Open Seat,JIPMER,MBBS,Reported,-,-
143,143,Open Seat,JIPMER,MBBS,Reported,-,-
144,144,Open Seat,JIPMER,MBBS,Reported,-,-
145,145,All India,Atal Bihari Vajpayee,MBBS,Reported,-,-
146,146,All India,Atal Bihari Vajpayee,MBBS,Reported,-,-
147,147,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
148,148,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,IP University,Atal Bihari Vajpayee
149,149,Delhi,Maulana Azad,MBBS,Reported,-,-
150,150,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
151,151,All India,Atal Bihari Vajpayee,MBBS,Reported,-,-
152,152,All India,SETH G.S. MEDICAL,MBBS,Reported,-,-
153,153,Open Seat,JIPMER,MBBS,Reported,-,-
154,154,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
155,155,All India,GOVERNMENT,MBBS,Reported,-,-
156,156,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
157,157,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
158,158,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
159,159,Open Seat,JIPMER,MBBS,Reported,-,-
160,160,Open Seat,JIPMER,MBBS,Reported,-,-
161,161,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
162,162,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
163,163,All India,Atal Bihari Vajpayee,MBBS,Reported,-,-
164,164,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
165,165,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
166,166,Open Seat,JIPMER,MBBS,Reported,-,-
167,167,IP,Vardhman Mahavir,MBBS,Reported,-,-
168,168,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
169,169,All India,GOVERNMENT,MBBS,Reported,-,-
170,170,IP,Vardhman Mahavir,MBBS,Reported,-,-
171,171,Open Seat,JIPMER,MBBS,Reported,-,-
172,172,Open Seat,JIPMER,MBBS,Reported,-,-
173,173,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
174,174,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
175,175,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
176,176,Open Seat,JIPMER,MBBS,Reported,-,-
177,177,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
178,178,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
179,179,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
180,180,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
181,181,Open Seat,JIPMER,MBBS,Reported,-,-
182,182,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
183,183,IP,Vardhman Mahavir,MBBS,Reported,-,-
184,184,Open Seat,JIPMER,MBBS,Reported,-,-
185,185,Open Seat,JIPMER,MBBS,Reported,-,-
186,186,Open Seat,JIPMER,MBBS,Reported,-,-
187,187,Delhi,Maulana Azad,MBBS,Reported,-,-
188,188,All India,"KGMC, LUCKNOW",MBBS,Reported,-,-
189,189,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
190,190,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
191,191,Open Seat,JIPMER,MBBS,Reported,-,-
192,192,Open Seat,JIPMER,MBBS,Reported,-,-
193,193,Open Seat,JIPMER,MBBS,Reported,-,-
194,194,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
195,195,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
196,196,IP,Vardhman Mahavir,MBBS,Reported,-,-
197,197,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
198,198,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
199,199,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
200,200,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
201,201,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
202,202,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
203,203,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
204,204,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
205,205,Open Seat,JIPMER,MBBS,Reported,-,-
206,206,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
207,207,Open Seat,JIPMER,MBBS,Reported,Open Seat,"AIIMS, New Delhi ,"
208,208,Open Seat,JIPMER,MBBS,Reported,-,-
209,209,All India,Vardhman Mahavir,MBBS,Reported,-,-
210,210,All India,Vardhman Mahavir,MBBS,Reported,-,-
211,211,Open Seat,JIPMER,MBBS,Reported,-,-
212,212,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
213,213,All India,GOVT.MEDICAL,MBBS,Reported,-,-
214,214,Open Seat,JIPMER,MBBS,Reported,-,-
215,215,All India Atal Bihari Vajpayee,MBBS,Reported,-,-,-
216,216,Delhi,Maulana Azad,MBBS,Reported,-,-
217,217,All India University College of,MBBS,Reported,-,-,-
218,218,Open Seat,JIPMER,MBBS,Reported,-,-
219,219,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
220,220,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
221,221,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
222,222,Open Seat,JIPMER,MBBS,Reported,-,-
223,223,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
224,224,All India,Vardhman Mahavir,MBBS,Reported,-,-
225,225,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
226,226,Open Seat,JIPMER,MBBS,Reported,-,-
227,227,All India,Vardhman Mahavir,MBBS,Reported,-,-
228,228,Open Seat,JIPMER,MBBS,Reported,-,-
229,229,All India,B.J. MEDICAL,MBBS,Reported,-,-
230,230,Open Seat,"AIIMS, Rishikesh",MBBS,Reported,-,-
231,231,Open Seat,JIPMER,MBBS,Reported,-,-
232,232,All India,Vardhman Mahavir,MBBS,Reported,-,-
233,233,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
234,234,Open Seat,JIPMER,MBBS,Reported,-,-
235,235,Open Seat,INST.OF,MBBS,Reported,-,-
236,236,Delhi,Maulana Azad,MBBS,Reported,-,-
237,237,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
238,238,Open Seat,JIPMER,MBBS,Reported,-,-
239,239,All India,University College of,MBBS,Reported,-,-
240,240,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
241,241,Open Seat,JIPMER,MBBS,Reported,-,-
242,242,All India,University College of,MBBS,Reported,-,-
243,243,Delhi,Maulana Azad,MBBS,Reported,-,-
244,244,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
245,245,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
246,246,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
247,247,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
248,248,IP,Vardhman Mahavir,MBBS,Reported,-,-
249,249,Open Seat,JIPMER,MBBS,Reported,-,-
250,251,All India,Maulana Azad,MBBS,Reported,-,-
251,252,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
252,253,Open Seat,JIPMER,MBBS,Reported,-,-
253,254,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
254,255,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
255,256,Open Seat,JIPMER,MBBS,Reported,-,-
256,257,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
257,258,Open Seat,JIPMER,MBBS,Reported,-,-
258,259,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
259,260,All India,MADRAS MEDICAL,MBBS,Reported,Open Seat,JIPMER
260,261,All India,Maulana Azad,MBBS,Reported,-,-
261,262,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
262,263,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
263,264,Open Seat,"AIIMS, Nagpur",MBBS,Reported,-,-
264,265,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
265,266,All India,Vardhman Mahavir,MBBS,Reported,-,-
266,267,All India,Maulana Azad,MBBS,Reported,-,-
267,268,IP,Vardhman Mahavir,MBBS,Reported,-,-
268,269,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
269,270,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
270,271,Open Seat,"AIIMS, Nagpur",MBBS,Reported,-,-
271,272,Open Seat,INST.OF,MBBS,Reported,-,-
272,273,IP,Vardhman Mahavir,MBBS,Reported,-,-
273,274,Open Seat,"AIIMS-Bhopal,",MBBS,Not,-,-
274,275,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
275,276,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
276,277,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
277,278,All India,Lady Hardinge,MBBS,Reported,-,-
278,279,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
279,280,Delhi,Maulana Azad,MBBS,Reported,-,-
280,281,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
281,282,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
282,284,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
283,285,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
284,286,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
285,287,All India,Lady Hardinge,MBBS,Reported,-,-
286,288,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,All India,S.M.S. MEDICAL
287,289,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
288,290,Open Seat,"AIIMS, Bhubaneswar",MBBS,Seat,-,-
289,291,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
290,292,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
291,293,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
292,294,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,Open Seat,"AIIMS Mangalagiri ,"
293,295,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
294,296,IP,Vardhman Mahavir,MBBS,Reported,-,-
295,297,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
296,298,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
297,299,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
298,300,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
299,301,All India,Maulana Azad,MBBS,Reported,-,-
300,302,Open Seat,"AIIMS, Nagpur",MBBS,Reported,-,-
301,303,All India,MADURAI MEDICAL,MBBS,Not,-,-
302,304,Open Seat,"AIIMS, Rishikesh",MBBS,Reported,-,-
303,305,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
304,306,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
305,307,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,Open Seat,"AIIMS, Bhubaneswar"
306,308,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
307,309,All India,GOVT. MEDICAL,MBBS,Reported,-,-
308,311,All India,University College of,MBBS,Reported,-,-
309,312,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
310,313,Delhi,Maulana Azad,MBBS,Reported,-,-
311,314,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
312,315,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
313,316,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
314,317,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,Open Seat,"AIIMS, Bhubaneswar"
315,318,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
316,319,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
317,320,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
318,321,Open Seat,JIPMER,MBBS,Reported,-,-
319,322,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
320,323,Open Seat,JIPMER,MBBS,Reported,-,-
321,324,IP,Vardhman Mahavir,MBBS,Reported,-,-
322,325,All India,"KGMC, LUCKNOW",MBBS,Reported,-,-
323,326,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
324,327,All India,Maulana Azad,MBBS,Reported,-,-
325,328,IP,Vardhman Mahavir,MBBS,Reported,-,-
326,329,IP,Vardhman Mahavir,MBBS,Reported,-,-
327,330,All India,"MEDICAL COLLEGE,",MBBS,Reported,-,-
328,331,All India,S.M.S. MEDICAL,MBBS,Reported,-,-
329,332,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
330,333,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
331,334,All India,MADRAS MEDICAL,MBBS,Reported,Open Seat,"AIIMS, Jodhpur ,"
332,335,All India,Lady Hardinge,MBBS,Reported,-,-
333,336,Open Seat,JIPMER,MBBS,Reported,-,-
334,337,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
335,338,All India SETH G.S. MEDICAL,MBBS,Reported,-,-,-
336,339,Delhi,Maulana Azad,MBBS,Reported,-,-
337,340,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
338,341,All India,Vardhman Mahavir,MBBS,Reported,-,-
339,342,"All India MEDICAL COLLEGE,",MBBS,Reported,-,-,-
340,343,Open Seat,JIPMER,MBBS,Reported,-,-
341,344,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
342,345,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,All India,Bangalore Medical
343,346,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
344,347,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
345,348,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
346,349,All India,B.J. MEDICAL,MBBS,Reported,-,-
347,350,All India,University College of,MBBS,Reported,-,-
348,351,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
349,352,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
350,353,IP,Vardhman Mahavir,MBBS,Reported,-,-
351,354,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
352,356,Delhi,Maulana Azad,MBBS,Reported,-,-
353,357,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
354,358,Open Seat,JIPMER,MBBS,Reported,-,-
355,359,Open Seat,"AIIMS, Rishikesh",MBBS,Reported,-,-
356,360,All India,Maulana Azad,MBBS,Reported,-,-
357,361,Delhi,Maulana Azad,MBBS,Reported,-,-
358,362,All India,MADRAS MEDICAL,MBBS,Reported,-,-
359,363,IP,Vardhman Mahavir,MBBS,Reported,-,-
360,364,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
361,365,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
362,366,All India,Maulana Azad,MBBS,Reported,-,-
363,367,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
364,368,All India,Maulana Azad,MBBS,Reported,-,-
365,369,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
366,370,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
367,371,Open Seat,"AIIMS, Rishikesh",MBBS,Reported,-,-
368,372,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
369,373,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
370,374,Open Seat,AIIMS Rajkot,MBBS,Reported,-,-
371,375,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
372,376,Open Seat,JIPMER,MBBS,Reported,-,-
373,377,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
374,378,Open Seat,"AIIMS-Bhopal,",MBBS,Seat,All India,GANDHI MEDICAL
375,379,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
376,380,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
377,381,All India,Maulana Azad,MBBS,Reported,-,-
378,382,Open Seat,"AIIMS, Nagpur",MBBS,Reported,-,-
379,383,Open Seat,"AIIMS, Rishikesh",MBBS,Reported,-,-
380,384,Open Seat,JIPMER,MBBS,Reported,-,-
381,385,All India,University College of,MBBS,Reported,-,-
382,386,Open Seat,"AIIMS, Rishikesh",MBBS,Reported,Open Seat,"AIIMS, Jodhpur ,"
383,387,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
384,388,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,Open Seat,"AIIMS Mangalagiri ,"
385,389,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
386,390,Open Seat,"AIIMS, Rishikesh",MBBS,Reported,-,-
387,391,Open Seat,JIPMER,MBBS,Reported,-,-
388,392,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
389,393,Open Seat,"AIIMS, Rishikesh",MBBS,Reported,-,-
390,394,IP,Vardhman Mahavir,MBBS,Reported,-,-
391,395,Delhi,Maulana Azad,MBBS,Reported,-,-
392,396,All India University College of,MBBS,Reported,-,-,-
393,397,All India,GOVERNMENT,MBBS,Reported,-,-
394,398,All India,Bangalore Medical,MBBS,Not,-,-
395,399,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
396,400,IP,Vardhman Mahavir,MBBS,Reported,-,-
397,401,All India,Osmania Medical,MBBS,Reported,-,-
398,402,All India,Atal Bihari Vajpayee,MBBS,Reported,-,-
399,403,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
400,404,Open Seat,"AIIMS, Rishikesh",MBBS,Reported,-,-
401,405,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
402,406,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
403,407,All India,B.J. MEDICAL,MBBS,Reported,-,-
404,408,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
405,409,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
406,410,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
407,411,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
