SNo,Rank,Allotted Quota,Institute,Course,Allotted Category,Candidate Category,Remarks
75,77,All India,Maulana Azad,MBBS,Reported,-,-
76,78,All India,Vardhman Mahavir,MBBS,Reported,-,-
77,79,Open Seat,JIPMER,MBBS,Reported,-,-
78,80,All India,Maulana Azad,MBBS,Reported,-,-
79,81,All India,Maulana Azad,MBBS,Reported,-,-
80,82,All India SETH G.S. MEDICAL,MBBS,Reported,-,-,-
81,83,All India,Maulana Azad,MBBS,Reported,-,-
82,84,Open Seat,JIPMER,MBBS,Reported,-,-
83,85,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
84,86,All India,Maulana Azad,MBBS,Reported,-,-
85,87,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
86,88,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
87,89,Open Seat,JIPMER,MBBS,Reported,-,-
88,90,All India,Maulana Azad,MBBS,Reported,-,-
89,91,All India,Maulana Azad,MBBS,Reported,All India,GOVERNMENT
90,92,All India,Vardhman Mahavir,MBBS,Reported,-,-
91,93,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
92,94,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
93,95,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
94,96,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
95,97,All India,GOVT.MEDICAL,MBBS,Reported,-,-
96,98,Delhi,Maulana Azad,MBBS,Reported,All India,Maulana Azad
97,99,All India,Vardhman Mahavir,MBBS,Reported,-,-
98,100,Delhi,Maulana Azad,MBBS,Reported,-,-
99,101,Delhi,Maulana Azad,MBBS,Reported,-,-
100,102,Open Seat,JIPMER,MBBS,Reported,-,-
101,103,Delhi,Maulana Azad,MBBS,Reported,-,-
102,104,All India,Vardhman Mahavir,MBBS,Reported,-,-
103,105,Delhi,Maulana Azad,MBBS,Reported,-,-
104,106,All India,B.J. MEDICAL,MBBS,Reported,-,-
105,107,Delhi,Maulana Azad,MBBS,Reported,All India,Maulana Azad
106,108,All India,Vardhman Mahavir,MBBS,Reported,-,-
107,109,All India,Vardhman Mahavir,MBBS,Reported,-,-
108,110,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
109,111,Delhi,Maulana Azad,MBBS,Reported,-,-
110,112,Open Seat,JIPMER,MBBS,Reported,-,-
111,113,All India SETH G.S. MEDICAL,MBBS,Reported,-,-,-
112,114,All India,SETH G.S. MEDICAL,MBBS,Reported,-,-
113,115,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
114,116,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
115,117,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
116,118,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
117,119,Open Seat,"AIIMS, Rishikesh",MBBS,Seat,-,-
118,120,All India,Vardhman Mahavir,MBBS,Reported,-,-
119,121,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
120,122,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
121,123,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
122,124,All India,Vardhman Mahavir,MBBS,Reported,-,-
123,125,All India,Vardhman Mahavir,MBBS,Reported,-,-
124,126,All India,MADRAS MEDICAL,MBBS,Reported,-,-
125,127,Foreign,"AIIMS, New Delhi",MBBS,Reported,-,-
126,128,Open Seat,"AIIMS, Rishikesh",MBBS,Reported,-,-
127,129,All India,Vardhman Mahavir,MBBS,Reported,-,-
128,130,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
129,131,Open Seat,JIPMER,MBBS,Reported,-,-
130,132,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
131,133,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
132,134,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
133,135,Open Seat,"AIIMS, New Delhi",MBBS,Seat,-,-
134,136,All India Atal Bihari Vajpayee,MBBS,Reported,-,-,-
135,137,Delhi,Maulana Azad,MBBS,Reported,-,-
136,138,Open Seat,JIPMER,MBBS,Reported,-,-
137,139,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
138,140,Delhi,Maulana Azad,MBBS,Reported,-,-
139,141,Delhi,Maulana Azad,MBBS,Reported,-,-
140,142,All India Atal Bihari Vajpayee,MBBS,Reported,-,-,-
141,143,All India University College of,MBBS,Reported,-,-,-
142,144,All India University College of,MBBS,Reported,-,-,-
143,145,Open Seat,JIPMER,MBBS,Reported,-,-
144,146,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
145,147,Open Seat,INST.OF,MBBS,Reported,-,-
146,148,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
147,149,All India,University College of,MBBS,Reported,-,-
148,150,Open Seat,JIPMER,MBBS,Reported,-,-
149,151,All India,University College of,MBBS,Reported,-,-
150,153,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
151,154,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
152,155,Open Seat,JIPMER,MBBS,Reported,-,-
153,156,All India,Atal Bihari Vajpayee,MBBS,Reported,-,-
154,157,All India,Atal Bihari Vajpayee,MBBS,Reported,-,-
155,158,Open Seat,JIPMER,MBBS,Reported,-,-
156,159,Foreign,"AIIMS, New Delhi",MBBS,Reported,-,-
157,160,IP,Vardhman Mahavir,MBBS,Reported,-,-
158,161,Delhi,Maulana Azad,MBBS,Reported,-,-
159,162,All India,Lady Hardinge,MBBS,Reported,-,-
160,163,All India University College of,MBBS,Reported,-,-,-
161,164,Delhi,Maulana Azad,MBBS,Reported,-,-
162,165,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
163,166,Delhi,Maulana Azad,MBBS,Reported,-,-
164,167,All India,University College of,MBBS,Reported,Open Seat,"AIIMS-Bhopal, ,"
165,168,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
166,169,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
167,170,All India,University College of,MBBS,Not,All India,University College of
168,171,Delhi,Maulana Azad,MBBS,Reported,-,-
169,172,All India University College of,MBBS,Reported,-,-,-
170,173,All India Atal Bihari Vajpayee,MBBS,Reported,-,-,-
171,174,Open Seat,JIPMER,MBBS,Reported,-,-
172,175,Open Seat,JIPMER,MBBS,Reported,-,-
173,176,All India,BAHIRAMJEE,MBBS,Reported,-,-
174,177,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
175,178,Open Seat,JIPMER,MBBS,Reported,-,-
176,179,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
177,180,All India University College of,MBBS,Reported,-,-,-
178,181,Delhi,Maulana Azad,MBBS,Reported,-,-
179,182,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
180,183,Delhi,Maulana Azad,MBBS,Reported,-,-
181,184,Open Seat,JIPMER,MBBS,Reported,-,-
182,185,Open Seat,JIPMER,MBBS,Reported,-,-
183,186,Open Seat,JIPMER,MBBS,Reported,-,-
184,187,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
185,188,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
186,189,All India,B.J. MEDICAL,MBBS,Reported,-,-
187,190,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
188,191,All India,University College of,MBBS,Reported,-,-
189,192,Open Seat,JIPMER,MBBS,Reported,-,-
190,193,Open Seat,JIPMER,MBBS,Reported,-,-
191,194,All India,Lady Hardinge,MBBS,Reported,-,-
192,195,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
193,196,-,-,-,-,All India,BELGAUM INST. OF
194,197,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
195,198,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
196,199,Open Seat,JIPMER,MBBS,Reported,-,-
197,200,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
198,201,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
199,202,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
200,203,All India,Maulana Azad,MBBS,Not,-,-
201,205,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
202,206,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
203,207,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
204,208,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
205,209,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
206,210,Open Seat,JIPMER,MBBS,Reported,-,-
207,211,Open Seat,JIPMER,MBBS,Reported,-,-
208,212,All India,Lady Hardinge,MBBS,Reported,-,-
209,213,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
210,214,All India,Lady Hardinge,MBBS,Reported,-,-
211,215,Delhi,Maulana Azad,MBBS,Reported,-,-
212,216,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
213,217,-,-,-,-,All India,University College of
214,218,All India,GOVERNMENT,MBBS,Reported,-,-
215,219,All India,Lady Hardinge,MBBS,Reported,-,-
216,220,All India,"KGMC, LUCKNOW",MBBS,Reported,-,-
217,221,All India,GOVERNMENT,MBBS,Reported,-,-
218,222,Delhi,Maulana Azad,MBBS,Reported,-,-
219,223,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
220,225,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
221,226,Open Seat,JIPMER,MBBS,Reported,-,-
222,227,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
223,228,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
224,229,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
225,230,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
226,231,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
227,232,Open Seat,"AIIMS-Bhopal,",MBBS,Not,-,-
228,233,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
229,234,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
230,235,Open Seat,JIPMER,MBBS,Reported,-,-
231,236,All India SETH G.S. MEDICAL,MBBS,Reported,-,-,-
232,237,All India,GOVERNMENT,MBBS,Reported,-,-
233,238,Open Seat,JIPMER,MBBS,Reported,-,-
234,239,All India,Lady Hardinge,MBBS,Reported,-,-
235,240,All India,GOVERNMENT,MBBS,Reported,-,-
236,241,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
237,242,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
238,243,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
239,244,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
240,245,Open Seat,"AIIMS-Bhopal,",MBBS,Not,-,-
241,246,Open Seat,JIPMER,MBBS,Reported,-,-
242,247,All India,Vardhman Mahavir,MBBS,Reported,Open Seat,"AIIMS, New Delhi ,"
243,248,All India GOVERNMENT,MBBS,Reported,-,-,-
244,249,Open Seat,JIPMER,MBBS,Reported,-,-
245,250,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
246,251,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
247,252,Open Seat,JIPMER,MBBS,Reported,-,-
248,253,All India,Maulana Azad,MBBS,Reported,Open Seat,"AIIMS, Rishikesh ,"
249,254,Open Seat,JIPMER,MBBS,Reported,-,-
250,255,All India,Maulana Azad,MBBS,Reported,-,-
251,256,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
252,257,Open Seat,INST.OF,MBBS,Reported,-,-
253,258,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
254,259,All India,Maulana Azad,MBBS,Reported,-,-
255,260,Open Seat,JIPMER,MBBS,Reported,-,-
256,261,Open Seat,JIPMER,MBBS,Reported,-,-
257,262,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
258,263,Open Seat,JIPMER,MBBS,Reported,-,-
259,264,Open Seat,JIPMER,MBBS,Reported,-,-
260,265,Open Seat,JIPMER,MBBS,Reported,-,-
261,266,All India,Maulana Azad,MBBS,Reported,-,-
262,267,Open Seat,JIPMER,MBBS,Reported,-,-
263,268,Open Seat,JIPMER,MBBS,Reported,-,-
264,269,All India,GOVERNMENT,MBBS,Seat,Open Seat,"AIIMS Bathinda ,"
265,270,Open Seat,JIPMER,MBBS,Reported,-,-
266,271,Open Seat,JIPMER,MBBS,Reported,-,-
267,272,All India,SETH G.S. MEDICAL,MBBS,Reported,-,-
268,273,Open Seat,JIPMER,MBBS,Reported,-,-
269,274,Delhi,Maulana Azad,MBBS,Reported,-,-
270,275,Open Seat,JIPMER,MBBS,Reported,-,-
271,276,All India,S.M.S. MEDICAL,MBBS,Reported,-,-
272,277,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
273,278,All India GOVERNMENT,MBBS,Reported,-,-,-
274,279,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
275,280,All India,Maulana Azad,MBBS,Reported,-,-
276,281,Open Seat,JIPMER,MBBS,Reported,-,-
277,282,Delhi,Maulana Azad,MBBS,Reported,-,-
278,283,All India,GOVERNMENT,MBBS,Reported,-,-
279,284,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
280,285,All India,Maulana Azad,MBBS,Reported,-,-
281,286,Open Seat,JIPMER,MBBS,Reported,-,-
282,287,Delhi,Maulana Azad,MBBS,Reported,-,-
283,288,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
284,289,All India,GOVT. MEDICAL,MBBS,Reported,-,-
285,290,All India,Maulana Azad,MBBS,Reported,-,-
286,291,Open Seat,INST.OF,MBBS,Reported,-,-
287,292,Open Seat,JIPMER,MBBS,Reported,-,-
288,293,All India,Maulana Azad,MBBS,Not,All India,Maulana Azad
289,294,IP,Vardhman Mahavir,MBBS,Reported,-,-
290,295,All India,Maulana Azad,MBBS,Reported,-,-
291,296,Open Seat,JIPMER,MBBS,Reported,-,-
292,297,Open Seat,JIPMER,MBBS,Reported,-,-
293,298,All India,"MEDICAL COLLEGE,",MBBS,Reported,-,-
294,299,All India,GRANT MEDICAL,MBBS,Reported,-,-
295,300,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
296,301,Delhi,Maulana Azad,MBBS,Reported,-,-
297,302,Open Seat,JIPMER,MBBS,Reported,-,-
298,303,All India,B.J. MEDICAL,MBBS,Reported,-,-
299,304,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
300,305,All India,Maulana Azad,MBBS,Reported,-,-
301,306,Open Seat,JIPMER,MBBS,Reported,-,-
302,307,Delhi,Maulana Azad,MBBS,Reported,-,-
303,308,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
304,309,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
305,310,Open Seat,"AIIMS, Bhubaneswar",MBBS,Not,-,-
306,311,All India,Maulana Azad,MBBS,Reported,-,-
307,312,All India,Maulana Azad,MBBS,Reported,-,-
308,313,All India,GOVERNMENT,MBBS,Reported,-,-
309,314,Open Seat,JIPMER,MBBS,Reported,-,-
310,315,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
311,316,Foreign,"AIIMS, New Delhi",MBBS,Reported,-,-
312,317,Delhi,Maulana Azad,MBBS,Reported,-,-
313,318,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
314,319,Open Seat,JIPMER,MBBS,Reported,-,-
315,320,All India,GOVT. MEDICAL,MBBS,Reported,-,-
316,321,All India,Lady Hardinge,MBBS,Reported,-,-
317,322,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
318,323,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
319,324,Foreign,"AIIMS, New Delhi",MBBS,Reported,-,-
320,325,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
321,326,Open Seat,JIPMER,MBBS,Reported,-,-
322,327,Open Seat,JIPMER,MBBS,Reported,-,-
323,328,Delhi,Maulana Azad,MBBS,Reported,-,-
324,329,All India,Lady Hardinge,MBBS,Reported,Open Seat,"AIIMS-Bhopal, ,"
325,330,All India,Vardhman Mahavir,MBBS,Reported,-,-
326,331,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
327,332,Open Seat,INST.OF,MBBS,Reported,-,-
328,333,All India,Vardhman Mahavir,MBBS,Reported,-,-
329,334,All India,B.J. MEDICAL,MBBS,Reported,-,-
330,335,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
331,336,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
332,338,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
333,339,Delhi,Maulana Azad,MBBS,Reported,-,-
334,340,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
335,341,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
336,342,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
337,343,Open Seat,JIPMER,MBBS,Reported,-,-
338,344,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
339,345,Open Seat,INST.OF,MBBS,Reported,-,-
340,346,All India,Vardhman Mahavir,MBBS,Reported,All India,Maulana Azad
341,347,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
342,348,Delhi,Maulana Azad,MBBS,Reported,-,-
343,349,All India,Vardhman Mahavir,MBBS,Reported,-,-
344,350,Delhi,Maulana Azad,MBBS,Reported,-,-
345,351,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
346,352,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
347,353,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
348,354,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
349,355,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
350,356,Delhi,Maulana Azad,MBBS,Reported,-,-
351,357,All India,Lady Hardinge,MBBS,Reported,Open Seat,"AIIMS Bathinda ,"
352,358,Open Seat,AIIMS Bathinda,MBBS,Reported,-,-
353,359,Open Seat,JIPMER,MBBS,Reported,-,-
354,360,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
355,361,Open Seat,INST.OF,MBBS,Reported,-,-
356,362,All India,B.J. MEDICAL,MBBS,Reported,-,-
357,363,All India,Dr. B.S.A. Medical,MBBS,Reported,-,-
358,364,All India,Vardhman Mahavir,MBBS,Reported,-,-
359,365,Open Seat,JIPMER,MBBS,Reported,-,-
360,366,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
361,367,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
362,368,Delhi,Maulana Azad,MBBS,Reported,-,-
363,369,Delhi,Maulana Azad,MBBS,Reported,-,-
364,370,Open Seat,JIPMER,MBBS,Reported,-,-
365,371,Open Seat,INST.OF,MBBS,Reported,-,-
366,372,All India,Vardhman Mahavir,MBBS,Reported,All India,Maulana Azad
367,373,Open Seat,JIPMER,MBBS,Not,Open Seat,JIPMER
368,374,All India,B.J. MEDICAL,MBBS,Reported,-,-
369,375,All India,Vardhman Mahavir,MBBS,Reported,IP University,Vardhman Mahavir
370,376,Delhi,Maulana Azad,MBBS,Reported,-,-
371,377,Open Seat,JIPMER,MBBS,Reported,-,-
372,378,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
373,379,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
374,380,All India,Vardhman Mahavir,MBBS,Reported,-,-
375,381,Open Seat,JIPMER,MBBS,Reported,-,-
376,382,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
377,383,Open Seat,AIIMS Bathinda,MBBS,Not,-,-
378,384,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
379,385,All India,Lady Hardinge,MBBS,Reported,-,-
380,386,Open Seat,JIPMER,MBBS,Reported,-,-
381,387,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
382,388,All India,BELGAUM INST. OF,MBBS,Reported,-,-
383,389,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
384,390,IP,Vardhman Mahavir,MBBS,Reported,-,-
385,391,Delhi,Maulana Azad,MBBS,Reported,-,-
386,392,All India,Lady Hardinge,MBBS,Reported,-,-
387,393,All India,Vardhman Mahavir,MBBS,Reported,-,-
388,394,All India,MADRAS MEDICAL,MBBS,Reported,-,-
389,395,All India,Lady Hardinge,MBBS,Reported,-,-
390,396,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
391,398,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
392,399,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
393,400,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
394,401,Open Seat,JIPMER,MBBS,Reported,-,-
395,402,All India,University College of,MBBS,Reported,All India,Vardhman Mahavir
396,403,Open Seat,JIPMER,MBBS,Reported,-,-
397,404,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
398,405,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
399,406,All India,MADRAS MEDICAL,MBBS,Reported,-,-
400,408,All India,GOVT.MEDICAL,MBBS,Reported,Open Seat,"AIIMS-Bhopal, ,"
401,409,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
402,410,All India,Atal Bihari Vajpayee,MBBS,Reported,-,-
403,411,-,-,-,-,Open Seat,JIPMER
404,412,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
405,413,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
406,414,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
407,415,Open Seat,"AIIMS, Rishikesh",MBBS,Reported,-,-
408,416,All India,S.M.S. MEDICAL,MBBS,Reported,-,-
409,417,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
410,419,Open Seat,JIPMER,MBBS,Reported,-,-
411,420,Delhi,Maulana Azad,MBBS,Reported,-,-
412,421,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
413,422,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
414,423,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
415,424,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
416,425,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
417,426,All India,University College of,MBBS,Reported,All India,Vardhman Mahavir
