SNo,Rank,Allotted Quota,Institute,Course,Allotted Category,Candidate Category,Remarks
2025,2252,Delhi,Maulana Azad,MBBS,Reported,-,-
2026,2255,Delhi,University College of,MBBS,Reported,-,-
2027,2256,Delhi,University College of,MBBS,Reported,-,-
2028,2257,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2029,2258,Open Seat,"AIIMS, Bibi Nagar,",MBBS,Reported,-,-
2030,2259,All India,S.C.B. MEDICAL,MBBS,Reported,-,-
2031,2260,-,-,-,-,All India,"MEDICAL COLLEGE,"
2032,2261,All India,SETH G.S. MEDICAL,MBBS,Not,Open Seat,Jawaharlal Nehru
2033,2262,All India,GOVT. MEDICAL,MBBS,Not,All India,GOVT. MEDICAL
2034,2263,All India,RUHS College of,MBBS,Not,Open Seat,"AIIMS, Patna ,"
2035,2264,Open Seat,"AIIMS, Nagpur",MBBS,Reported,-,-
2036,2265,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2037,2266,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2038,2267,All India,R.N.T. MEDICAL,MBBS,Not,All India,R.N.T. MEDICAL
2039,2269,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2040,2271,Open Seat,AIIMS Bilaspur,MBBS,Reported,-,-
2041,2274,All India,RUHS College of,MBBS,Not,-,-
2042,2275,All India,GOVERNMENT,MBBS,Not,-,-
2043,2276,Open Seat,AIIMS Bilaspur,MBBS,Reported,Open Seat,"AIIMS, Patna ,"
2044,2277,-,-,-,-,All India,"KGMC, LUCKNOW ,"
2045,2279,Open Seat,Jawaharlal Nehru,MBBS,Not,-,-
2046,2280,All India,PT. B.D. SHARMA,MBBS,Not,-,-
2047,2281,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,Open Seat,"AIIMS, Gorakhpur ,"
2048,2284,Delhi,University College of,MBBS,Reported,-,-
2049,2285,Delhi,University College of,MBBS,Reported,-,-
2050,2286,All India,NDMC Medical,MBBS,Not,-,-
2051,2287,All India,GOVT. MEDICAL,MBBS,Not,-,-
2052,2288,Open Seat,AIIMS Bilaspur,MBBS,Reported,-,-
2053,2289,Open Seat,"AIIMS, Bibi Nagar,",MBBS,Reported,Open Seat,"AIIMS, Gorakhpur ,"
2054,2290,All India,"MEDICAL COLLEGE,",MBBS,Not,-,-
2055,2291,Open Seat,"AIIMS, Raipur",MBBS,Reported,Open Seat,"AIIMS, Patna ,"
2056,2292,All India,GOVT.MEDICAL,MBBS,Not,-,-
2057,2293,Open Seat,"AIIMS, Nagpur",MBBS,Reported,-,-
2058,2294,Open Seat,JIPMER KARAIKAL,MBBS,Reported,-,-
2059,2295,Delhi,University College of,MBBS,Reported,-,-
2060,2296,Open Seat,JIPMER,MBBS,Reported,-,-
2061,2297,Open Seat,Jawaharlal Nehru,MBBS,Not,-,-
2062,2299,Open Seat,AIIMS Bathinda,MBBS,Reported,-,-
2063,2300,Open Seat,Jawaharlal Nehru,MBBS,Reported,-,-
2064,2301,Delhi,University College of,MBBS,Reported,-,-
2065,2302,All India,NDMC Medical,MBBS,Not,Open Seat,"AIIMS, Gorakhpur ,"
2066,2304,Open Seat,AIIMS Rajkot,MBBS,Reported,-,-
2067,2305,All India,S.C.B. MEDICAL,MBBS,Reported,Open Seat,"AIIMS, Gorakhpur ,"
2068,2306,Open Seat,"AIIMS, Rai Bareli",MBBS,Not,-,-
2069,2307,All India,TOPIWALA,MBBS,Not,-,-
2070,2308,Open Seat,"AIIMS, Gorakhpur",MBBS,Not,Open Seat,"AIIMS, Kalyani , NH-"
2071,2309,Open Seat,"AIIMS, Raipur",MBBS,Reported,-,-
2072,2313,Delhi,Lady Hardinge,MBBS,Reported,-,-
2073,2314,Delhi,University College of,MBBS,Reported,-,-
2074,2315,All India,M.G.M. MEDICAL,MBBS,Reported,All India,GRANT MEDICAL
2075,2316,All India,B.J. MEDICAL,MBBS,Reported,-,-
2076,2319,"All India Govt Medical College,",MBBS,Reported,-,-,-
2077,2320,Open Seat,AIIMS Bathinda,MBBS,Not,-,-
2078,2321,Delhi,Maulana Azad,MBBS,Reported,-,-
2079,2322,Open Seat,"AIIMS, Deogarh",MBBS,Not,-,-
2080,2323,Deemed/Pa,Kasturba Medical,MBBS,Reported,-,-
2081,2324,Open Seat,AIIMS Rajkot,MBBS,Not,-,-
2082,2325,Open Seat,AIIMS Bathinda,MBBS,Reported,-,-
2083,2326,Open Seat,"AIIMS, Bibi Nagar,",MBBS,Not,-,-
2084,2327,Delhi,Lady Hardinge,MBBS,Reported,-,-
2085,2329,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,Open Seat,"AIIMS Bathinda ,"
2086,2330,All India,PATNA MEDICAL,MBBS,Reported,Open Seat,"AIIMS, Gorakhpur ,"
2087,2331,All India,PATNA MEDICAL,MBBS,Reported,-,-
2088,2333,Open Seat,"AIIMS, Bibi Nagar,",MBBS,Reported,-,-
2089,2336,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2090,2338,Open Seat,AIIMS Bathinda,MBBS,Reported,All India,"KGMC, LUCKNOW ,"
2091,2339,Open Seat,"AIIMS, Jodhpur",MBBS,Not,-,-
2092,2340,Open Seat,AIIMS Rajkot,MBBS,Reported,-,-
2093,2341,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,Open Seat,"AIIMS, Gorakhpur ,"
2094,2342,Open Seat,AIIMS Bathinda,MBBS,Not,All India,B.J. MEDICAL
2095,2343,Open Seat,"AIIMS, Raipur",MBBS,Reported,-,-
2096,2344,All India,B.J. MEDICAL,MBBS,Not,-,-
2097,2345,All India,B.J. MEDICAL,MBBS,Reported,Open Seat,"AIIMS Bathinda ,"
2098,2347,Delhi,University College of,MBBS,Reported,-,-
2099,2349,Open Seat,"AIIMS, Raipur",MBBS,Reported,-,-
2100,2350,All India,MYSORE MED.&,MBBS,Reported,All India,B.J. Government
2101,2351,All India,Dr. B.R. Ambedkar,MBBS,Not,Open Seat,"AIIMS, Deogarh ,"
2102,2352,Open Seat,"AIIMS, Bibi Nagar,",MBBS,Reported,Open Seat,"AIIMS, Gorakhpur ,"
2103,2354,All India,RUHS College of,MBBS,Not,-,-
2104,2355,-,-,-,-,All India,"KGMC, LUCKNOW ,"
2105,2357,All India,MYSORE MED.&,MBBS,Reported,-,-
2106,2358,Open Seat,"AIIMS, Bibi Nagar,",MBBS,Reported,-,-
2107,2359,All India,Hinduhridayasamrat,MBBS,Reported,-,-
2108,2360,Delhi,Maulana Azad,MBBS,Reported,-,-
2109,2362,Delhi,University College of,MBBS,Reported,-,-
2110,2363,Open Seat,AIIMS Mangalagiri,MBBS,Not,-,-
2111,2365,Open Seat,Jawaharlal Nehru,MBBS,Reported,-,-
2112,2366,Open Seat,AIIMS Bilaspur,MBBS,Reported,-,-
2113,2369,All India,B.J. MEDICAL,MBBS,Reported,-,-
2114,2371,Open Seat,"AIIMS, Gorakhpur",MBBS,Not,All India,"KGMC, LUCKNOW ,"
2115,2373,All India,GOVT. MEDICAL,MBBS,Reported,-,-
2116,2374,-,-,-,-,All India,GRANT MEDICAL
2117,2375,Open Seat,"AIIMS, Nagpur",MBBS,Not,-,-
2118,2376,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2119,2377,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,Open Seat,"AIIMS Rajkot , MBBS"
2120,2378,Open Seat,"AIIMS, Kalyani",MBBS,Reported,-,-
2121,2379,-,-,-,-,Open Seat,"AIIMS, Gorakhpur ,"
2122,2381,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
2123,2382,Delhi,University College of,MBBS,Reported,-,-
2124,2383,All India,RUHS College of,MBBS,Reported,All India,"KGMC, LUCKNOW ,"
2125,2384,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,-,-
2126,2385,All India,INDIRA GANDHI,MBBS,Reported,Open Seat,"AIIMS, Gorakhpur ,"
2127,2386,Open Seat,"AIIMS, Raipur",MBBS,Not,-,-
2128,2387,Open Seat,Jawaharlal Nehru,MBBS,Reported,-,-
2129,2389,All India,SETH G.S. MEDICAL,MBBS,Not,-,-
2130,2391,Delhi,University College of,MBBS,Reported,-,-
2131,2392,All India,M.G.M. MEDICAL,MBBS,Not,-,-
2132,2393,Open Seat,"AIIMS, Bibi Nagar,",MBBS,Reported,-,-
2133,2394,All India,GRANT MEDICAL,MBBS,Not,-,-
2134,2395,All India,GAJRA RAJA,MBBS,Reported,-,-
2135,2396,Open Seat,"AIIMS, Bibi Nagar,",MBBS,Reported,-,-
2136,2397,All India,TOPIWALA,MBBS,Not,-,-
2137,2398,All India,NILRATAN SIRKAR,MBBS,Not,-,-
2138,2399,Open Seat,AIIMS Jammu,MBBS,Reported,-,-
2139,2400,Open Seat,JIPMER,MBBS,Reported,-,-
2140,2401,All India,NILRATAN SIRKAR,MBBS,Reported,Open Seat,"AIIMS, Gorakhpur ,"
2141,2402,All India,Dr Ram Manohar,MBBS,Reported,Open Seat,"AIIMS, Gorakhpur ,"
2142,2403,Open Seat,JIPMER KARAIKAL,MBBS,Not,-,-
2143,2404,All India,GOVT. KILPAUK,MBBS,Not,-,-
2144,2405,Open Seat,AIIMS Bilaspur,MBBS,Reported,-,-
2145,2406,All India SETH G.S. MEDICAL,MBBS,Reported,-,-,-
2146,2408,"All India MEDICAL COLLEGE,",MBBS,Reported,-,-,-
2147,2409,Open Seat,"AIIMS, Bibi Nagar,",MBBS,Reported,-,-
2148,2410,All India,STANLEY MEDICAL,MBBS,Not,-,-
2149,2411,Delhi,University College of,MBBS,Reported,-,-
2150,2412,Open Seat,Jawaharlal Nehru,MBBS,Reported,-,-
2151,2413,Delhi,University College of,MBBS,Reported,-,-
2152,2414,Open Seat,JIPMER KARAIKAL,MBBS,Reported,-,-
2153,2415,All India,PATNA MEDICAL,MBBS,Reported,All India,M.G.M. MEDICAL
2154,2416,All India,GOVT.MEDICAL,MBBS,Not,-,-
2155,2417,Open Seat,AIIMS Bathinda,MBBS,Seat,-,-
2156,2418,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,-,-
2157,2420,Open Seat,AIIMS Bathinda,MBBS,Reported,-,-
2158,2421,Open Seat,"AIIMS, Bibi Nagar,",MBBS,Reported,-,-
2159,2423,All India,S.C.B. MEDICAL,MBBS,Reported,Open Seat,"AIIMS, Gorakhpur ,"
2160,2424,Open Seat,Jawaharlal Nehru,MBBS,Not,-,-
2161,2425,Open Seat,JIPMER KARAIKAL,MBBS,Not,-,-
2162,2427,All India,SETH G.S. MEDICAL,MBBS,Reported,-,-
2163,2428,All India,T.D. MEDICAL,MBBS,Not,-,-
2164,2429,All India,STANLEY MEDICAL,MBBS,Not,-,-
2165,2430,Open Seat,Jawaharlal Nehru,MBBS,Reported,All India,NDMC Medical
2166,2431,Open Seat,Jawaharlal Nehru,MBBS,Reported,-,-
2167,2432,All India,RUHS College of,MBBS,Not,-,-
2168,2433,Delhi,University College of,MBBS,Reported,-,-
2169,2435,All India,GOVT.MEDICAL,MBBS,Reported,-,-
2170,2436,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
2171,2437,Open Seat,AIIMS Rajkot,MBBS,Reported,-,-
2172,2438,Delhi,University College of,MBBS,Reported,-,-
2173,2440,All India,Atal Bihari Vajpayee,MBBS,Reported,-,-
2174,2441,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
2175,2443,Open Seat,Jawaharlal Nehru,MBBS,Reported,-,-
2176,2444,Open Seat,"AIIMS, Gorakhpur",MBBS,Not,-,-
2177,2445,Open Seat,"AIIMS, Kalyani",MBBS,Reported,-,-
2178,2446,Delhi,Maulana Azad,MBBS,Reported,-,-
2179,2447,All India,RUHS College of,MBBS,Not,-,-
2180,2448,Delhi,Lady Hardinge,MBBS,Reported,-,-
2181,2450,Open Seat,"AIIMS, Kalyani",MBBS,Reported,-,-
2182,2451,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2183,2453,Open Seat,"AIIMS, Bibi Nagar,",MBBS,Reported,-,-
2184,2455,Open Seat,Jawaharlal Nehru,MBBS,Reported,-,-
2185,2456,Open Seat,AIIMS Bathinda,MBBS,Reported,-,-
2186,2457,Aligarh,Jawaharlal Nehru,MBBS,Reported,-,-
2187,2460,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,Open Seat,"AIIMS, Gorakhpur ,"
2188,2461,All India,GOVT.MEDICAL,MBBS,Not,-,-
2189,2462,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,Open Seat,"AIIMS, Gorakhpur ,"
2190,2463,All India,LOKMANYA TILAK,MBBS,Reported,All India,B.J. Government
2191,2464,Aligarh,Jawaharlal Nehru,MBBS,Reported,-,-
2192,2466,Open Seat,"AIIMS, Bibi Nagar,",MBBS,Reported,-,-
2193,2467,Open Seat,"AIIMS, Rai Bareli",MBBS,Not,-,-
2194,2468,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
2195,2470,Open Seat,AIIMS Rajkot,MBBS,Reported,-,-
2196,2471,All India,LOKMANYA TILAK,MBBS,Reported,-,-
2197,2472,Open Seat,"AIIMS, Rai Bareli",MBBS,Not,-,-
2198,2475,Delhi,University College of,MBBS,Reported,-,-
2199,2476,Open Seat,"AIIMS, Rai Bareli",MBBS,Not,-,-
2200,2477,Open Seat,AIIMS Bathinda,MBBS,Seat,-,-
2201,2478,IP,Vardhman Mahavir,MBBS,Reported,-,-
2202,2479,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2203,2481,All India,GOVT.MEDICAL,MBBS,Not,-,-
2204,2483,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,Open Seat,"AIIMS, Gorakhpur ,"
2205,2484,Open Seat,"AIIMS, Gorakhpur",MBBS,Not,Open Seat,"AIIMS, Kalyani , NH-"
2206,2485,All India,RUHS College of,MBBS,Not,-,-
2207,2486,Open Seat,JIPMER,MBBS,Reported,-,-
2208,2487,Open Seat,AIIMS Guahawti,MBBS,Reported,Open Seat,"AIIMS, Rai Bareli , All"
2209,2488,Delhi,University College of,MBBS,Reported,-,-
2210,2489,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
2211,2492,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2212,2494,All India,Govt. Medical,MBBS,Reported,-,-
2213,2496,All India,Dr Ram Manohar,MBBS,Not,-,-
2214,2497,All India,Dr Ram Manohar,MBBS,Not,-,-
2215,2499,Open Seat,"AIIMS, Rai Bareli",MBBS,Not,-,-
2216,2500,All India,Osmania Medical,MBBS,Not,-,-
2217,2501,Delhi,University College of,MBBS,Reported,-,-
2218,2502,All India,LOKMANYA TILAK,MBBS,Not,-,-
2219,2503,All India,"MEDICAL COLLEGE,",MBBS,Reported,All India,B.J. Government
2220,2504,Open Seat,AIIMS Bilaspur,MBBS,Reported,-,-
2221,2506,All India,LOKMANYA TILAK,MBBS,Reported,-,-
2222,2508,All India,LOKMANYA TILAK,MBBS,Not,All India,GRANT MEDICAL
2223,2509,Open Seat,"AIIMS, Deogarh",MBBS,Reported,-,-
2224,2510,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2225,2511,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
2226,2512,Open Seat,"AIIMS, Bibi Nagar,",MBBS,Reported,-,-
2227,2513,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2228,2514,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
2229,2515,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,-,-
2230,2516,All India,INDIRA GANDHI,MBBS,Reported,-,-
2231,2517,All India,GOVT. MEDICAL,MBBS,Not,Open Seat,"AIIMS Mangalagiri ,"
2232,2518,Delhi,University College of,MBBS,Reported,-,-
2233,2519,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
2234,2521,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
2235,2524,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2236,2525,All India,MADRAS MEDICAL,MBBS,Reported,-,-
2237,2528,Delhi,University College of,MBBS,Reported,-,-
2238,2529,All India,MADURAI MEDICAL,MBBS,Reported,-,-
2239,2530,All India,GOVT.MEDICAL,MBBS,Not,-,-
2240,2531,All India,Bangalore Medical,MBBS,Not,-,-
2241,2532,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
2242,2534,Delhi,Lady Hardinge,MBBS,Reported,-,-
2243,2535,Open Seat,AIIMS Bilaspur,MBBS,Reported,-,-
2244,2536,Open Seat,"AIIMS, Nagpur",MBBS,Reported,-,-
2245,2537,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
2246,2538,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2247,2540,-,-,-,-,All India,Osmania Medical
2248,2542,Open Seat,AIIMS Bilaspur,MBBS,Not,Open Seat,"AIIMS, Bibi Nagar,"
2249,2547,Open Seat,JIPMER KARAIKAL,MBBS,Reported,-,-
2250,2548,Open Seat,"AIIMS, Nagpur",MBBS,Reported,-,-
2251,2549,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,-,-
2252,2551,Open Seat,AIIMS Rajkot,MBBS,Reported,Open Seat,"AIIMS Bathinda ,"
2253,2552,All India,GOVT. KILPAUK,MBBS,Not,-,-
2254,2553,Open Seat,AIIMS Bilaspur,MBBS,Not,-,-
2255,2554,All India,SARDAR PATEL,MBBS,Reported,-,-
2256,2556,All India,GAJRA RAJA,MBBS,Reported,-,-
2257,2557,Open Seat,"AIIMS, Nagpur",MBBS,Reported,Open Seat,"AIIMS, Patna ,"
2258,2558,Open Seat,"AIIMS, Rai Bareli",MBBS,Not,-,-
2259,2559,All India,LOKMANYA TILAK,MBBS,Seat,-,-
2260,2561,Open Seat,AIIMS Bathinda,MBBS,Reported,-,-
2261,2562,All India,S.C.B. MEDICAL,MBBS,Reported,Open Seat,"AIIMS Rajkot , MBBS"
2262,2563,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,Open Seat,"AIIMS, Patna ,"
2263,2564,Open Seat,Jawaharlal Nehru,MBBS,Reported,-,-
2264,2566,All India,GOVT. MEDICAL,MBBS,Not,-,-
2265,2567,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
2266,2568,Open Seat,AIIMS Bilaspur,MBBS,Not,-,-
2267,2569,-,-,-,-,Open Seat,"AIIMS, Gorakhpur ,"
2268,2570,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
2269,2571,All India,Osmania Medical,MBBS,Not,Open Seat,"AIIMS, Bibi Nagar,"
2270,2572,Open Seat,AIIMS Guahawti,MBBS,Reported,-,-
2271,2573,All India,GOVT. KILPAUK,MBBS,Seat,-,-
2272,2574,All India,GOVT. MEDICAL,MBBS,Not,-,-
2273,2578,-,-,-,-,Open Seat,"AIIMS Mangalagiri ,"
2274,2579,Open Seat,AIIMS Bilaspur,MBBS,Seat,Open Seat,"AIIMS, Rai Bareli , All"
2275,2580,Open Seat,AIIMS Bilaspur,MBBS,Reported,-,-
2276,2581,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2277,2582,All India,LOKMANYA TILAK,MBBS,Not,-,-
2278,2583,Delhi,Lady Hardinge,MBBS,Reported,-,-
2279,2584,Delhi,University College of,MBBS,Reported,-,-
2280,2585,All India,Shri Atal Bihari,MBBS,Not,-,-
2281,2586,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2282,2587,Open Seat,Jawaharlal Nehru,MBBS,Reported,-,-
2283,2589,-,-,-,-,Open Seat,"AIIMS Rajkot , MBBS"
2284,2590,All India,GOVT.MEDICAL,MBBS,Not,-,-
2285,2593,Open Seat,"AIIMS, Nagpur",MBBS,Reported,-,-
2286,2594,Open Seat,AIIMS Bilaspur,MBBS,Not,-,-
2287,2595,Open Seat,"AIIMS, Gorakhpur",MBBS,Not,-,-
2288,2597,Open Seat,AIIMS Bilaspur,MBBS,Reported,-,-
2289,2598,Open Seat,AIIMS Bathinda,MBBS,Not,All India,Dr. B.S.A. Medical
2290,2599,All India,Siddartha Medical,MBBS,Not,All India,Siddartha Medical
2291,2600,Open Seat,AIIMS Guahawti,MBBS,Reported,-,-
2292,2602,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
2293,2603,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2294,2604,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
2295,2605,Delhi,Maulana Azad,MBBS,Reported,-,-
2296,2608,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,-,-
2297,2609,Open Seat,AIIMS Bathinda,MBBS,Reported,-,-
2298,2610,-,-,-,-,Open Seat,"AIIMS, Bibi Nagar,"
2299,2611,Delhi,Lady Hardinge,MBBS,Reported,-,-
2300,2612,All India,CALCUTTA,MBBS,Not,Open Seat,"AIIMS, Gorakhpur ,"
2301,2613,Open Seat,"AIIMS, Rai Bareli",MBBS,Not,-,-
2302,2614,-,-,-,-,Open Seat,"AIIMS, Gorakhpur ,"
2303,2615,All India,"MEDICAL COLLEGE,",MBBS,Not,-,-
2304,2616,Delhi,University College of,MBBS,Reported,-,-
2305,2617,All India,Osmania Medical,MBBS,Reported,-,-
2306,2619,Open Seat,AIIMS Bilaspur,MBBS,Reported,Open Seat,"AIIMS Rajkot , MBBS"
2307,2620,Open Seat,AIIMS Bathinda,MBBS,Reported,-,-
2308,2622,Open Seat,AIIMS Rajkot,MBBS,Not,-,-
2309,2623,Open Seat,AIIMS Bilaspur,MBBS,Reported,-,-
2310,2624,All India,SARDAR PATEL,MBBS,Not,-,-
2311,2625,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
2312,2628,All India,"MEDICAL COLLEGE,",MBBS,Not,-,-
2313,2629,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
2314,2630,-,-,-,-,All India,GOVERNMENT
2315,2632,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,Open Seat,"AIIMS, Raipur ,"
2316,2633,Delhi,University College of,MBBS,Reported,-,-
2317,2634,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,-,-
2318,2636,Open Seat,AIIMS Bilaspur,MBBS,Reported,-,-
2319,2637,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
2320,2639,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,All India,Dr. B.S.A. Medical
2321,2641,All India,ESIC Medical,MBBS,Reported,-,-
2322,2642,-,-,-,-,Open Seat,"AIIMS, Bibi Nagar,"
2323,2643,All India,University College of,MBBS,Reported,-,-
2324,2644,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
2325,2645,All India,DR.S.N. MEDICAL,MBBS,Reported,-,-
2326,2647,All India,JAWAHAR LAL,MBBS,Reported,-,-
2327,2648,All India,STANLEY MEDICAL,MBBS,Not,-,-
2328,2649,All India,TOPIWALA,MBBS,Not,-,-
2329,2650,All India,Osmania Medical,MBBS,Not,Open Seat,"AIIMS, Bibi Nagar,"
2330,2651,Open Seat,"AIIMS, Rai Bareli",MBBS,Not,-,-
2331,2652,All India,GOA MEDICAL,MBBS,Not,-,-
2332,2653,All India,SETH G.S. MEDICAL,MBBS,Reported,-,-
2333,2654,All India,Dr Ram Manohar,MBBS,Reported,-,-
2334,2655,All India,PATNA MEDICAL,MBBS,Not,-,-
2335,2656,All India,"ESI-MC&PGIMS&R,",MBBS,Reported,-,-
2336,2658,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
2337,2659,Open Seat,AIIMS Bilaspur,MBBS,Reported,-,-
2338,2661,All India NILRATAN SIRKAR,MBBS,Not,-,-,-
2339,2664,Open Seat,"AIIMS, Kalyani",MBBS,Not,-,-
2340,2665,All India,COIMBATORE,MBBS,Not,-,-
2341,2666,Open Seat JIPMER KARAIKAL,MBBS,Not,-,-,-
2342,2667,All India,INDIRA GANDHI,MBBS,Reported,All India,GRANT MEDICAL
2343,2668,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
2344,2669,All India,PATNA MEDICAL,MBBS,Not,All India,PATNA MEDICAL
2345,2670,All India,PATNA MEDICAL,MBBS,Reported,Open Seat,"AIIMS, Bibi Nagar,"
2346,2671,All India,TOPIWALA,MBBS,Not,-,-
2347,2672,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
2348,2673,Delhi,University College of,MBBS,Reported,-,-
2349,2674,Delhi,Maulana Azad,MBBS,Reported,-,-
2350,2675,Open Seat,"AIIMS, Rai Bareli",MBBS,Not,-,-
2351,2676,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
2352,2677,-,-,-,-,Open Seat,"AIIMS, Nagpur ,"
2353,2678,All India,GRANT MEDICAL,MBBS,Reported,-,-
2354,2679,Open Seat,JIPMER KARAIKAL,MBBS,Not,Open Seat,"AIIMS, Rai Bareli , All"
2355,2681,IP,Vardhman Mahavir,MBBS,Reported,-,-
2356,2682,Open Seat,AIIMS Bathinda,MBBS,Reported,-,-
2357,2683,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,-,-
2358,2684,Open Seat,Jawaharlal Nehru,MBBS,Reported,-,-
2359,2685,Open Seat,"AIIMS, Kalyani",MBBS,Reported,-,-
2360,2686,Delhi,Lady Hardinge,MBBS,Reported,-,-
2361,2687,Open Seat,AIIMS Bathinda,MBBS,Reported,-,-
2362,2688,Open Seat,"AIIMS, Gorakhpur",MBBS,Reported,-,-
2363,2689,All India,MYSORE MED.&,MBBS,Not,Open Seat,"AIIMS, Bibi Nagar,"
2364,2690,All India,SARDAR PATEL,MBBS,Not,-,-
2365,2692,All India,PATNA MEDICAL,MBBS,Reported,-,-
2366,2693,All India,B.J. Government,MBBS,Reported,-,-
2367,2694,All India,GOVT. KILPAUK,MBBS,Not,-,-
2368,2695,All India,GOVT. MEDICAL,MBBS,Not,Open Seat,"AIIMS, Bibi Nagar,"
2369,2697,Delhi,University College of,MBBS,Reported,-,-
2370,2698,Open Seat,AIIMS Bathinda,MBBS,Reported,-,-
2371,2699,All India,M.G.M. MEDICAL,MBBS,Reported,-,-
2372,2702,All India,DR.S.N. MEDICAL,MBBS,Reported,-,-
2373,2703,Delhi,Maulana Azad,MBBS,Reported,-,-
2374,2704,All India,G.S.V.M. MEDICAL,MBBS,Reported,-,-
2375,2705,All India,Dr Ram Manohar,MBBS,Seat,-,-
2376,2706,All India,MAHARAJA K.C.,MBBS,Reported,-,-
2377,2708,Delhi,University College of,MBBS,Reported,-,-
2378,2709,Open Seat,"AIIMS, Kalyani",MBBS,Reported,-,-
2379,2710,Delhi,University College of,MBBS,Reported,-,-
2380,2712,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,-,-
2381,2713,All India,M.G.M. MEDICAL,MBBS,Reported,-,-
2382,2716,Open Seat,AIIMS Bathinda,MBBS,Not,Open Seat,"AIIMS, Nagpur ,"
2383,2717,Open Seat,AIIMS Bilaspur,MBBS,Reported,-,-
2384,2719,Open Seat,Jawaharlal Nehru,MBBS,Not,-,-
2385,2721,Open Seat,JIPMER,MBBS,Not,-,-
2386,2722,Open Seat,"AIIMS, Kalyani",MBBS,Reported,-,-
2387,2723,All India,GOVT.MEDICAL,MBBS,Not,-,-
2388,2725,All India,GUNTUR MEDICAL,MBBS,Reported,All India,STANLEY MEDICAL
2389,2726,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,-,-
2390,2727,All India Indira Gandhi Medical,MBBS,Not,-,-,-
2391,2728,Open Seat,AIIMS Guahawti,MBBS,Reported,-,-
2392,2730,Open Seat,"AIIMS, Rai Bareli",MBBS,Reported,-,-
2393,2731,Open Seat,JIPMER KARAIKAL,MBBS,Not,-,-
