SNo,Rank,Allotted Quota,Institute,Course,Allotted Category,Candidate Category,Remarks
351,352,Open Seat,JIPMER,MBBS,Reported,-,-
352,353,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
353,354,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
354,355,Open Seat,JIPMER,MBBS,Reported,-,-
355,356,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
356,357,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
357,358,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
358,359,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
359,360,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
360,361,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
361,362,All India,GOVT.MEDICAL,MBBS,Reported,-,-
362,363,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
363,364,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
364,365,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
365,366,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
366,367,Deemed/Pa,Kasturba Medical,MBBS,Reported,-,-
367,368,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
368,369,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
369,370,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
370,371,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
371,372,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
372,373,Open Seat,JIPMER,MBBS,Reported,-,-
373,374,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
374,375,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
375,376,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
376,377,Delhi,Maulana Azad,MBBS,Reported,-,-
377,378,All India,Maulana Azad,MBBS,Reported,-,-
378,379,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
379,380,All India,Lady Hardinge,MBBS,Reported,-,-
380,381,All India,Maulana Azad,MBBS,Reported,Open Seat,"AIIMS, Nagpur ,"
381,382,Delhi,Maulana Azad,MBBS,Reported,-,-
382,383,Open Seat,INST.OF,MBBS,Reported,-,-
383,384,All India,Lady Hardinge,MBBS,Reported,-,-
384,385,Delhi,Maulana Azad,MBBS,Reported,-,-
385,386,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
386,387,All India,B.J. MEDICAL,MBBS,Reported,-,-
387,388,Open Seat,JIPMER,MBBS,Reported,-,-
388,389,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
389,390,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
390,391,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
391,392,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
392,393,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
393,394,Open Seat,JIPMER,MBBS,Reported,-,-
394,395,All India Atal Bihari Vajpayee,MBBS,Reported,-,-,-
395,396,Delhi,Maulana Azad,MBBS,Reported,-,-
396,397,All India,Maulana Azad,MBBS,Reported,-,-
397,398,All India,Lady Hardinge,MBBS,Reported,-,-
398,399,Delhi,Maulana Azad,MBBS,Reported,-,-
399,400,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
400,401,All India,GOVERNMENT,MBBS,Reported,All India,Atal Bihari Vajpayee
401,402,Delhi,Maulana Azad,MBBS,Reported,-,-
402,404,All India,Vardhman Mahavir,MBBS,Reported,All India,Maulana Azad
403,405,Delhi,Maulana Azad,MBBS,Reported,-,-
404,406,All India,SETH G.S. MEDICAL,MBBS,Reported,-,-
405,407,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
406,408,All India,GOVT. MEDICAL,MBBS,Reported,-,-
407,409,Internal -,JIPMER,MBBS,Reported,-,-
408,410,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
409,411,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
410,412,Delhi,Maulana Azad,MBBS,Reported,-,-
411,413,Open Seat,JIPMER,MBBS,Reported,-,-
412,414,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
