SNo,Rank,Allotted Quota,Institute,Course,Allotted Category,Candidate Category,Remarks
7508,12130,Delhi,University College of,MBBS,Reported,-,-
7509,12131,Delhi,University College of,MBBS,Reported,-,-
7510,12133,All India,DR.S.C.GOVT,MBBS,Reported,-,-
7511,12134,All India Gulbarga Institute of,MBBS,Not,All India,Government Medical,MBBS
7512,12135,-,-,-,-,All India,"Govt Medical College,"
7513,12136,All India,Government Medcial,MBBS,Reported,All India,MANDYA INST. OF
7514,12137,All India,SHIMOGA INST. OF,MBBS,Reported,-,-
7515,12138,-,-,-,-,All India,Govt Medical College
7516,12142,All IndiaC. Institute of Medical,MBBS,Not,All India,Govt Medical College,MBBS
7517,12143,Open Seat,AIIMS Mangalagiri,MBBS,Reported,-,-
7518,12145,All India,GOVERNMENT,MBBS,Reported,All India,Rajarshee
7519,12146,All India,Govt. Medical College,MBBS,Not,-,-
7520,12148,All India,SHRI BHAUSAHEB,MBBS,Reported,-,-
7521,12149,-,-,-,-,All India,Goverment Medical
7522,12152,-,-,-,-,All India,CHHATTISGARH
7523,12153,-,-,-,-,All India,DR.S.C.GOVT
7524,12155,All India,Govt. Medical College,MBBS,Reported,-,-
7525,12159,All India,Siddartha Medical,MBBS,Not,-,-
7526,12161,All India,Government Medical,MBBS,Not,All India,GOVT. MOHAN
7527,12162,All India,Autonomous State,MBBS,Not,-,-
7528,12165,All India,RAMPURHAT GOVT,MBBS,Not,All India,MIDNAPORE
7529,12171,-,-,-,-,All India,VIJAYNAGAR INST
7530,12172,All India,SH VASANT RAO,MBBS,Reported,All India,Rani Durgavati
7531,12175,All India,Government Medical,MBBS,Not,-,-
7532,12176,All India,SVIMS - Sri,MBBS,Reported,All India,Sri Venkateswara
7533,12177,All India,Sri Venkateswara,MBBS,Not,All India,"NEIGRIHMS,"
7534,12178,All India,Sri Jagannath,MBBS,Not,All India,V.S.S. MEDICAL
7535,12180,All India,Kodagu Institute of,MBBS,Not,All India,"Govt Medical College,"
7536,12181,-,-,-,-,All India,BANKURA
7537,12183,-,-,-,-,All India,CHHATTISGARH
7538,12185,-,-,-,-,All India,MAHARAJA K.C.
7539,12188,-,-,-,-,All India,SHRI BHAUSAHEB
7540,12190,All India,GOVERNMENT,MBBS,Reported,-,-
7541,12192,All India,MIDNAPORE,MBBS,Not,-,-
7542,12193,All India,Autonomous State,MBBS,Not,All India,Shri Vinobha Bhave
7543,12197,All India,Govt. Medical College,MBBS,Not,All India,GOVERNMENT
7544,12198,All India,Government of,MBBS,Not,All India,V.S.S. MEDICAL
7545,12199,All India,RAMPURHAT GOVT,MBBS,Not,All India,Mursidabad M C &
7546,12200,All India,Andaman and,MBBS,Not,All India,Indira Gandhi Medical
7547,12201,All India,ZORAM MEDICAL,MBBS,Not,-,-
7548,12202,All India,Government Medical,MBBS,Not,All India,CHHATTISGARH
7549,12203,-,-,-,-,All India,Kakatiya Medical
7550,12204,All India,MALDA MED.,MBBS,Not,All India,Diamond Harbour
7551,12205,-,-,-,-,All India,GOVERNMENT
7552,12207,All India,Rajiv Gandhi Institute,MBBS,Not,All India,ESIC Medical College
7553,12209,Aligarh,Jawaharlal Nehru,MBBS,Reported,-,-
7554,12213,-,-,-,-,All India,GOVERNMENT
7555,12217,All India,Government Medical,MBBS,Not,All India,Indira Gandhi Medical
7556,12218,All India,"JLN IMS, IMPHAL",MBBS,Reported,-,-
7557,12221,All India,Kakatiya Medical,MBBS,Reported,-,-
7558,12222,All India,AGARTALA GOVT.,MBBS,Not,All India,Goverment Medical
7559,12226,All India,Andaman and,MBBS,Not,All India,ASSAM MEDICAL
7560,12228,All India,Deben Mahata,MBBS,Reported,-,-
7561,12230,All India,Mursidabad M C &,MBBS,Not,All India,Diamond Harbour
7562,12238,All India,ACSR Govt Medical,MBBS,Not,All India,MAHARAJA K.C.
7563,12239,All India,"RIMS, Ongole",MBBS,Reported,All India,"Govt Medical College,"
7564,12240,All India,Kodagu Institute of,MBBS,Reported,All India,CHENGALPATTU
7565,12242,All India,MADRAS MEDICAL,MBBS,Reported,-,-
7566,12243,All India,Siddartha Medical,MBBS,Not,All India,ATAL BIHARI
7567,12246,All India,Pt. Raghunath Murmu,MBBS,Not,All India,MAHARAJA K.C.
7568,12252,All India,Government Medical,MBBS,Not,All India,SHRI BHAUSAHEB
7569,12257,All India,SHRI BHAUSAHEB,MBBS,Not,All India,SHRI BHAUSAHEB
7570,12260,All India,Government Medcial,MBBS,Not,All India,GOVERNMENT
7571,12261,All India,Government Medical,MBBS,Reported,-,-
7572,12265,All India,Gadag Institute of,MBBS,Reported,All India,Kakatiya Medical
7573,12267,All India,Kodagu Institute of,MBBS,Not,All India,Govt Medical College
7574,12268,All India,Government Medcial,MBBS,Not,All India,GOVERNMENT
7575,12269,All India,Raiganj Government,MBBS,Not,-,-
7576,12270,All India,Govt. Medical College,MBBS,Not,All India,Govt Medical College
7577,12271,All India,Sri Venkateswara,MBBS,Reported,All India,SH VASANT RAO
7578,12272,All India,Autonomous State,MBBS,Not,All India,CHHATTISGARH
7579,12274,-,-,-,-,All India,Sri Venkateswara
7580,12276,All India,Government Medical,MBBS,Not,All India,"Govt Medical College,"
7581,12278,-,-,-,-,All India,GOVT. VELLORE
7582,12279,All India,MIDNAPORE,MBBS,Not,All India,Goverment Medical
7583,12281,All India,VIJAYNAGAR INST,MBBS,Not,-,-
7584,12283,All India,Deben Mahata,MBBS,Not,-,-
7585,12284,All India,Goverment Medical,MBBS,Reported,-,-
7586,12285,All India,Gulbarga Institute of,MBBS,Not,All India,Shri Vinobha Bhave
7587,12286,All India,Kakatiya Medical,MBBS,Reported,-,-
7588,12287,-,-,-,-,All India,Govt Medical College
7589,12289,All India,Deben Mahata,MBBS,Reported,All India,Autonomous State
7590,12293,-,-,-,-,All India,Autonomous State
7591,12294,All India,UNS AUTONOMOUS,MBBS,Not,-,-
7592,12297,Delhi,University College of,MBBS,Reported,-,-
7593,12298,All India,Karwar Institute of,MBBS,Not,-,-
7594,12300,All India,Govt. Medical College,MBBS,Not,All India,GOVT. VELLORE
7595,12301,-,-,-,-,All India,Govt Medical college
7596,12302,All India,Andaman and,MBBS,Not,-,-
7597,12303,All India,Govt. Pudukkottai,MBBS,Not,All India,"GMC, Manjeri, Kerala"
7598,12304,All India,Saheed Laxman,MBBS,Not,All India,Goverment Medical
7599,12308,All India,SHRI BHAUSAHEB,MBBS,Not,All India,Govt Medical College
7600,12309,-,-,-,-,All India,GHARWALE
7601,12310,-,-,-,-,All India,DR.S.C.GOVT
7602,12312,All India,Government Medical,MBBS,Not,-,-
7603,12315,All India,GOVERNMENT,MBBS,Reported,All India,NORTH BENGAL
7604,12318,All India,GOVERNMENT,MBBS,Reported,All India,DR.S.C.GOVT
7605,12325,All India RAMPURHAT GOVT,MBBS,Not,All India,Govt Medical college,MBBS
7606,12326,All India,Bhima Bhoi Medical,MBBS,Not,All India,Govt Medical College
7607,12329,All India,MIDNAPORE,MBBS,Not,All India,Govt Medical College
7608,12330,All India,BIDAR INSTITUTE,MBBS,Not,All India,GOVERNMENT
7609,12335,Open Seat,JIPMER,MBBS,Reported,-,-
7610,12336,All India,SWAMI RAMANAND,MBBS,Reported,All India,GOVERNMENT
7611,12341,All India,Kodagu Institute of,MBBS,Reported,All India,"Govt Medical College,"
7612,12344,All India,REGIONAL INST OF,MBBS,Not,All India,NORTH BENGAL
7613,12345,All India,Karwar Institute of,MBBS,Not,All India,Government of
7614,12346,All India,Government Medical,MBBS,Not,-,-
7615,12347,All India,Government Medical,MBBS,Not,-,-
7616,12348,-,-,-,-,All India,"Gmc, Bahraich"
7617,12349,All India,"JLN IMS, IMPHAL",MBBS,Not,All India,Chhindwara Institute
7618,12350,Delhi,Maulana Azad,BDS,Reported,-,-
7619,12352,All India,SWAMI RAMANAND,MBBS,Not,All India,GOVERNMENT
7620,12354,All India,HASSAN INST.,MBBS,Not,-,-
7621,12355,All India,Karwar Institute of,MBBS,Reported,All India,SOBAN SINGH
7622,12356,All India,Government Medical,MBBS,Reported,All India,Govt Medical College
7623,12358,All India,SWAMI RAMANAND,MBBS,Not,All India,GOVERNMENT
7624,12361,-,-,-,-,All India,Rangaraya Medical
7625,12369,-,-,-,-,All India,ESIC Medical College
7626,12371,All India,Autonomous State,MBBS,Not,-,-
7627,12372,All India,"RIMS, Ongole",MBBS,Reported,All India,Government Medical
7628,12377,All India,Government Medical,MBBS,Not,-,-
7629,12379,Open Seat,AIIMS Bathinda,MBBS,Not,-,-
7630,12385,All India,RIMS Srikakulam,MBBS,Not,-,-
7631,12386,All India,Raiganj Government,MBBS,Not,All India,CHHATTISGARH
7632,12387,All India,C. Institute of Medical,MBBS,Not,All India,HASSAN INST.
7633,12388,All India,Government Medical,MBBS,Not,-,-
7634,12391,All India,GOVERNMENT,MBBS,Reported,All India,Govt Medical college
7635,12393,All India,Govt Medical College,MBBS,Not,All India,CHENGALPATTU
7636,12394,All India,Government Medical,MBBS,Not,-,-
7637,12395,-,-,-,-,All India,MALDA MED.
7638,12397,All India,Rangaraya Medical,MBBS,Not,-,-
7639,12398,All India,BIDAR INSTITUTE,MBBS,Not,-,-
7640,12405,All India,SWAMI RAMANAND,MBBS,Not,All India,BELGAUM INST. OF
7641,12406,-,-,-,-,All India,Kakatiya Medical
7642,12407,All India,Gulbarga Institute of,MBBS,Not,-,-
7643,12409,All India,"JLN IMS, IMPHAL",MBBS,Not,-,-
7644,12410,All India,Government Medical,MBBS,Reported,All India,K.A.P.
7645,12411,All India,C. Institute of Medical,MBBS,Not,All India,CHENGALPATTU
7646,12412,All India,Koppal Institute of,MBBS,Not,All India,Indira Gandhi Medical
7647,12413,-,-,-,-,All India,"Gmc, Bahraich"
7648,12414,-,-,-,-,All India,BANKURA
7649,12416,-,-,-,-,All India,"GMC, Shahjhanpur"
7650,12419,All India,Raiganj Government,MBBS,Not,All India,Govt Medical college
7651,12421,All India,SH VASANT RAO,MBBS,Reported,All India,SHRI BHAUSAHEB
7652,12422,All India,GOVERNMENT,MBBS,Not,-,-
7653,12423,All India,Autonomous State,MBBS,Not,All India,Goverment Medical
7654,12424,All India,GOVERMENT,MBBS,Not,All India,Goverment Medical
7655,12425,All India,"Govt Medical College,",MBBS,Reported,-,-
7656,12426,-,-,-,-,All India,Goverment Medical
7657,12427,All India,Autonomous State,MBBS,Not,-,-
7658,12429,All India,Government Medical,MBBS,Not,-,-
7659,12430,-,-,-,-,All India,MALDA MED.
7660,12431,All India,UNS AUTONOMOUS,MBBS,Reported,-,-
7661,12435,-,-,-,-,All India,DR.S.C.GOVT
7662,12436,All India,Govt. Medical College,MBBS,Not,-,-
7663,12438,All India,Pt. Raghunath Murmu,MBBS,Not,All India,Mursidabad M C &
7664,12439,All India,Govt. Medical College,MBBS,Not,-,-
7665,12441,All India,"GMC, Manjeri, Kerala",MBBS,Not,All India,MG Inst. of Medical
7666,12443,All India,Karwar Institute of,MBBS,Not,All India,Kakatiya Medical
7667,12446,All India,SH VASANT RAO,MBBS,Not,All India,Govt Medical College
7668,12447,All India,GOVT. MEDICAL,MBBS,Not,-,-
7669,12448,-,-,-,-,All India,Lt. L A M Govt.
7670,12449,All India,SWAMI RAMANAND,MBBS,Reported,All India,DR.S.C.GOVT
7671,12450,All India,Saheed Laxman,MBBS,Not,All India,Sri Jagannath
7672,12454,All India,Government Medical,MBBS,Not,All India,MIDNAPORE
7673,12457,-,-,-,-,All India,Government Medical
7674,12458,All India,Fakhruddin Ali Ahmed,MBBS,Not,-,-
7675,12459,-,-,-,-,All India,Govt. Medical College
7676,12461,All India,Government Medical,MBBS,Not,-,-
7677,12462,All India,Government Medical,MBBS,Reported,All India,GOVT. MEDICAL
7678,12466,All India,"JLN IMS, IMPHAL",MBBS,Not,-,-
7679,12467,All India,Government Medical,MBBS,Not,All India,MADURAI MEDICAL
7680,12468,All India,Siddartha Medical,MBBS,Not,-,-
7681,12469,All India,Koppal Institute of,MBBS,Not,All India,Sri Venkateswara
7682,12471,All India,Kakatiya Medical,MBBS,Reported,-,-
7683,12472,-,-,-,-,All India,GOVERNMENT
7684,12473,All India,MIDNAPORE,MBBS,Not,-,-
7685,12474,All India,SHIMOGA INST. OF,MBBS,Not,All India,Govt. Medical College
7686,12475,All India,Autonomous State,MBBS,Not,-,-
7687,12477,-,-,-,-,All India,"GMC, Manjeri, Kerala"
7688,12478,All India,Tezpur Medical,MBBS,Not,All India,GOVERNMENT
7689,12481,-,-,-,-,All India,ASSAM MEDICAL
7690,12482,All India,Govt. Medical College,MBBS,Not,All India,Rajarshee
7691,12483,All India,Government Medical,MBBS,Not,All India,"Gmc, Bahraich"
7692,12484,All India,ZORAM MEDICAL,MBBS,Not,All India,Government Medical
7693,12485,All India,Jorhat Medical,MBBS,Not,All India,ESIC Medical College
7694,12486,-,-,-,-,All India,Govt. Medical College
7695,12487,-,-,-,-,All India,"Gmc, Bahraich"
7696,12488,All India,"JLN IMS, IMPHAL",MBBS,Not,All India,ESIC Medical College
7697,12489,All India,Government Medical,MBBS,Not,-,-
7698,12493,All India,Tezpur Medical,MBBS,Not,-,-
7699,12494,All India,SWAMI RAMANAND,MBBS,Not,All India,SWAMI RAMANAND
7700,12501,All India,Fakhruddin Ali Ahmed,MBBS,Not,-,-
7701,12504,-,-,-,-,All India,SHRI BHAUSAHEB
7702,12506,All India,Saheed Laxman,MBBS,Not,-,-
7703,12516,All India,Bhima Bhoi Medical,MBBS,Not,All India,Mursidabad M C &
7704,12518,-,-,-,-,All India,Siddartha Medical
7705,12520,All India,Sri Venkateswara,MBBS,Not,-,-
7706,12521,All India,Gadag Institute of,MBBS,Not,All India,"Gmc, Bahraich"
7707,12524,All India,Rangaraya Medical,MBBS,Not,All India,Kakatiya Medical
7708,12528,All India,Government Medical,MBBS,Not,All India,HASSAN INST.
7709,12529,-,-,-,-,All India,Indira Gandhi Medical
7710,12534,-,-,-,-,All India,MAHARSHI
7711,12537,-,-,-,-,All India,Govt Medical College
7712,12539,Delhi,University College of,MBBS,Reported,-,-
7713,12540,Deemed/Pa,Kasturba Medical,MBBS,Not,-,-
7714,12541,All India,Govt. Pudukkottai,MBBS,Not,All India,Government Medical
7715,12543,All India C. Institute of Medical,MBBS,Not,All India,Autonomous State,MBBS
7716,12545,All India,Goverment Medical,MBBS,Not,All India,GOVERNMENT
7717,12549,All India,GOVERMENT,MBBS,Not,All India,Autonomous State
7718,12551,-,-,-,-,All India,SOBAN SINGH
7719,12552,Delhi,University College of,MBBS,Reported,-,-
7720,12553,All India,AGARTALA GOVT.,MBBS,Seat,-,-
7721,12554,All India,Jorhat Medical,MBBS,Not,All India,Govt Medical College
7722,12555,All India,Government Medical,MBBS,Not,-,-
7723,12559,All India,Autonomous State,MBBS,Not,-,-
7724,12561,All India,Lt. B R K Government,MBBS,Not,-,-
7725,12563,All India,GOVERNMENT,MBBS,Not,All India,"SHKM GMC, Nalhar,"
7726,12564,Open Seat,"AIIMS, Jodhpur",MBBS,Not,-,-
7727,12566,Open Seat,JIPMER,MBBS,Not,-,-
7728,12568,All India,Fakhruddin Ali Ahmed,MBBS,Not,All India,MIDNAPORE
7729,12569,All India,Government of,MBBS,Not,-,-
7730,12570,All India,MIDNAPORE,MBBS,Not,-,-
7731,12572,All India,MIDNAPORE,MBBS,Reported,All India,BANKURA
7732,12573,All India,PB. GOVT. DENTAL,BDS,Not,All India,Goverment Medical
7733,12578,All India,Government Medical,MBBS,Reported,All India,Indira Gandhi Medical
7734,12579,All India,GOVERNMENT,MBBS,Not,All India,GOVERNMENT
7735,12580,All India,Autonomous State,MBBS,Not,-,-
7736,12581,All India,Pt. Raghunath Murmu,MBBS,Not,-,-
7737,12584,All India,Koppal Institute of,MBBS,Not,-,-
7738,12585,-,-,-,-,All India,Autonomous State
7739,12588,All India,Koppal Institute of,MBBS,Not,All India,Autonomous State
7740,12591,All India,SH VASANT RAO,MBBS,Not,All India,Rajarshee
7741,12594,All India,Government Medical,MBBS,Not,-,-
7742,12595,All India,REGIONAL INST OF,MBBS,Not,All India,"NEIGRIHMS,"
7743,12596,All India,Jorhat Medical,MBBS,Not,All India,BPS Govt. Med.
7744,12597,All India,MIDNAPORE,MBBS,Not,All India,NORTH BENGAL
7745,12599,All India,Fakhruddin Ali Ahmed,MBBS,Reported,All India,Chhindwara Institute
7746,12600,-,-,-,-,All India,V.S.S. MEDICAL
7747,12601,Delhi,Maulana Azad,BDS,Not,-,-
7748,12603,-,-,-,-,All India,ESIC Medical College
7749,12605,All India,Sri Venkateswara,MBBS,Not,All India,MADURAI MEDICAL
7750,12607,-,-,-,-,All India,BIDAR INSTITUTE
7751,12608,All India,Deben Mahata,MBBS,Reported,-,-
7752,12610,All India,Koppal Institute of,MBBS,Reported,All India,VIJAYNAGAR INST
7753,12611,All India,Autonomous State,MBBS,Not,-,-
7754,12613,All India,ACSR Govt Medical,MBBS,Not,-,-
7755,12614,All India,Deben Mahata,MBBS,Reported,-,-
7756,12615,All India,Govt Medical College,MBBS,Reported,All India,GOVERNMENT
7757,12616,All India,Siddartha Medical,MBBS,Reported,Open Seat,AIIMS Mangalagiri
7758,12617,All India,REGIONAL INST OF,MBBS,Not,All India,Autonomous State
7759,12622,All India,Government Medical,MBBS,Not,All India,Chhindwara Institute
7760,12624,-,-,-,-,All India,"GMC, Shahjhanpur"
7761,12625,All India,SVIMS - Sri,MBBS,Reported,-,-
7762,12633,All India,ACSR Govt Medical,MBBS,Reported,-,-
7763,12636,-,-,-,-,All India,BIDAR INSTITUTE
7764,12637,All India,Autonomous State,MBBS,Not,All India,Govt Medical College
7765,12638,All India,GOVERMENT,MBBS,Not,All India,"SHKM GMC, Nalhar,"
7766,12639,All India,Autonomous State,MBBS,Not,-,-
7767,12643,All India,Raiganj Government,MBBS,Reported,All India,BANKURA
7768,12644,All India,Government Medical,MBBS,Not,All India,V.S.S. MEDICAL
7769,12645,All India,GOVT. D.C. &,BDS,Not,All India,Government Medical
7770,12647,-,-,-,-,All India,HASSAN INST.
7771,12650,-,-,-,-,All India,Autonomous State
7772,12653,Delhi,University College of,MBBS,Not,-,-
7773,12654,All India,C. Institute of Medical,MBBS,Reported,All India,SWAMI RAMANAND
7774,12655,-,-,-,-,All India,SWAMI RAMANAND
7775,12656,All India,Government Medical,MBBS,Not,All India,"Gmc, Bahraich"
7776,12657,-,-,-,-,All India,VIJAYNAGAR INST
7777,12658,All India,Autonomous State,MBBS,Not,All India,"Gmc, Bahraich"
7778,12660,-,-,-,-,All India,Rangaraya Medical
7779,12661,-,-,-,-,All India,ESIC Medical
7780,12665,All India,Bhima Bhoi Medical,MBBS,Not,All India,"Gmc, Bahraich"
7781,12672,-,-,-,-,All India,MG Inst. of Medical
7782,12673,All India,Goverment Medical,MBBS,Not,All India,Goverment Medical
7783,12675,All India,Jorhat Medical,MBBS,Not,All India,CHHATTISGARH
7784,12677,All India,STANLEY MEDICAL,MBBS,Not,-,-
7785,12683,All India,Fakhruddin Ali Ahmed,MBBS,Not,All India,ESIC Medical College
7786,12685,All India,Autonomous State,MBBS,Not,-,-
7787,12686,All India,Saheed Laxman,MBBS,Not,All India,MIDNAPORE
7788,12687,All India,Government Medical,MBBS,Not,-,-
7789,12688,Delhi,Lady Hardinge,MBBS,Reported,-,-
7790,12691,All India,Koppal Institute of,MBBS,Not,-,-
7791,12692,All India,GOVERMENT,MBBS,Not,-,-
7792,12693,All India,RAMPURHAT GOVT,MBBS,Not,All India,Diamond Harbour
7793,12699,All India,Government Medical,MBBS,Not,All India,Gulbarga Institute of
7794,12700,All India,ASSAM MEDICAL,MBBS,Not,All India,CHHATTISGARH
7795,12701,All India,AGARTALA GOVT.,MBBS,Not,-,-
7796,12703,All India,Sri Venkateswara,MBBS,Not,-,-
7797,12706,-,-,-,-,All India,CHHATTISGARH
7798,12707,-,-,-,-,All India,Chhindwara Institute
7799,12709,All India,BIDAR INSTITUTE,MBBS,Not,All India,VIJAYNAGAR INST
7800,12710,All India,SH VASANT RAO,MBBS,Reported,-,-
7801,12711,All India,Maharaja Jitendra,MBBS,Reported,All India,MIDNAPORE
7802,12712,All India,Govt. Medical College,MBBS,Not,All India,VIJAYNAGAR INST
7803,12718,All India,Autonomous State,MBBS,Not,-,-
7804,12719,Delhi,Lady Hardinge,MBBS,Reported,-,-
7805,12720,All India,RIMS Srikakulam,MBBS,Not,-,-
7806,12722,All India,Pt. Raghunath Murmu,MBBS,Not,-,-
7807,12724,All India,Lt. B R K Government,MBBS,Reported,All India,CHHATTISGARH
7808,12726,All India,UNS AUTONOMOUS,MBBS,Not,-,-
7809,12728,All India,Koppal Institute of,MBBS,Not,All India,SHEIKH BHIKHARI
7810,12729,All India,C. Institute of Medical,MBBS,Not,-,-
7811,12732,-,-,-,-,All India,GOVERNMENT
7812,12733,All India,Andaman and,MBBS,Not,-,-
7813,12734,All India,THANJAVUR,MBBS,Not,-,-
7814,12736,-,-,-,-,All India,Goverment Medical
7815,12737,All India,Autonomous State,MBBS,Not,-,-
7816,12741,-,-,-,-,All India,Koppal Institute of
7817,12743,All India,Govt. Medical College,MBBS,Not,All India,Govt Medical College
7818,12744,All India,C. Institute of Medical,MBBS,Not,All India,Autonomous State
7819,12745,All India,Andaman and,MBBS,Not,-,-
7820,12748,-,-,-,-,All India,GUNTUR MEDICAL
7821,12749,All India,Diphu Medical,MBBS,Not,-,-
7822,12751,-,-,-,-,All India,GOVERNMENT
7823,12752,All India,Autonomous State,MBBS,Not,All India,BPS Govt. Med.
7824,12753,All India,Tezpur Medical,MBBS,Not,All India,SHRI BHAUSAHEB
7825,12754,Aligarh,Jawaharlal Nehru,MBBS,Reported,-,-
7826,12755,All India,RAJIV GANDHI,MBBS,Reported,All India,Rangaraya Medical
7827,12759,All India,Saheed Laxman,MBBS,Not,-,-
7828,12760,All India,RIMS Srikakulam,MBBS,Reported,All India,Siddartha Medical
7829,12761,All India,INDIRA GANDHI,MBBS,Reported,All India,GOVERNMENT
7830,12764,All India,GOVT. DENTAL,BDS,Not,-,-
7831,12765,-,-,-,-,All India,GOVERMENT
7832,12768,All India,Tezpur Medical,MBBS,Not,All India,Mursidabad M C &
7833,12769,All India,Government Medical,MBBS,Not,-,-
7834,12772,-,-,-,-,All India,Chhindwara Institute
7835,12774,All India,BIDAR INSTITUTE,MBBS,Reported,All India,BELGAUM INST. OF
7836,12775,All India,Kodagu Institute of,MBBS,Not,All India,"SHKM GMC, Nalhar,"
7837,12776,All India,Fakhruddin Ali Ahmed,MBBS,Not,-,-
7838,12779,All India,Government Medical,MBBS,Not,-,-
7839,12780,-,-,-,-,All India,Gulbarga Institute of
7840,12789,All India,Government Medical,MBBS,Not,-,-
7841,12792,-,-,-,-,All India,MAHARSHI
7842,12793,-,-,-,-,All India,Chhindwara Institute
7843,12794,-,-,-,-,All India,Lt. L A M Govt.
7844,12801,All India,MAHARSHI,MBBS,Not,-,-
7845,12802,All India,Maharaja Jitendra,MBBS,Not,-,-
7846,12804,All India,Sri Venkateswara,MBBS,Not,All India,GOVT. MOHAN
7847,12805,All India,Fakhruddin Ali Ahmed,MBBS,Not,All India,GOVT. MEDICAL
7848,12806,All India,Govt. Pudukkottai,MBBS,Not,-,-
7849,12807,-,-,-,-,All India,Goverment Medical
7850,12808,All India,Govt. Sivgangai M. C.,MBBS,Not,All India,"Govt Medical College,"
7851,12809,All India,University College of,MBBS,Reported,All India,Vardhman Mahavir
7852,12811,-,-,-,-,All India,Goverment Medical
7853,12815,All India,Government Medcial,MBBS,Not,-,-
7854,12816,All India,Govt. Medical College,MBBS,Not,All India,GOVT. MOHAN
7855,12817,All India,RAJIV GANDHI,MBBS,Not,All India,KANYAKUMARI
7856,12818,-,-,-,-,All India,Kakatiya Medical
7857,12820,All India,Government Medical,MBBS,Not,All India,GOVT. MEDICAL
7858,12822,All India,MAHARSHI,MBBS,Not,-,-
7859,12823,All India,RIMS Srikakulam,MBBS,Reported,All India,MIDNAPORE
7860,12825,All India,Government Medical,MBBS,Not,All India,K.A.P.
7861,12831,All India,GOVERNMENT,MBBS,Not,All India,Govt Medical College
7862,12833,Aligarh,Jawaharlal Nehru,MBBS,Reported,-,-
7863,12835,All India Fakhruddin Ali Ahmed,MBBS,Not,All India,MIDNAPORE,MBBS
7864,12836,All India,Kodagu Institute of,MBBS,Not,-,-
7865,12837,All India,Government Medcial,MBBS,Reported,All India,SHRI BHAUSAHEB
7866,12840,All India,Government Medical,MBBS,Reported,-,-
7867,12841,-,-,-,-,All India,MADURAI MEDICAL
7868,12843,All India,Goverment Medical,MBBS,Not,All India,GOVERNMENT
7869,12847,All India,Government Medical,MBBS,Not,-,-
7870,12848,All India,Government Medcial,MBBS,Reported,All India,Rajarshee
7871,12852,-,-,-,-,All India,GOVERNMENT
7872,12853,All India,Government Medical,MBBS,Not,-,-
7873,12855,-,-,-,-,All India,Govt. Medical College
7874,12856,All India,"RIMS, Ongole",MBBS,Not,All India,Government Medical
7875,12860,All India,Government Medcial,MBBS,Not,-,-
7876,12862,-,-,-,-,All India,GHARWALE
7877,12864,All India,STANLEY MEDICAL,MBBS,Not,-,-
7878,12865,-,-,-,-,All India,SWAMI RAMANAND
7879,12866,All India,Lt. B R K Government,MBBS,Not,All India,BPS Govt. Med.
7880,12867,All India,Government Medical,MBBS,Not,-,-
7881,12872,All India,Bangalore Medical,MBBS,Reported,-,-
7882,12874,All India,Raiganj Government,MBBS,Not,All India,Diamond Harbour
7883,12876,All India,SH VASANT RAO,MBBS,Not,All India,Govt Medical College
7884,12877,-,-,-,-,All India,Goverment Medical
7885,12878,All India,Sri Venkateswara,MBBS,Not,All India,GOVT. VELLORE
7886,12883,All India,Autonomous State,MBBS,Not,All India,Autonomous State
7887,12886,-,-,-,-,All India,GHARWALE
7888,12887,-,-,-,-,All India,GOVERNMENT
7889,12888,Open Seat,"AIIMS, Bibi Nagar,",MBBS,Reported,-,-
7890,12890,All India,GOVT. MEDICAL,MBBS,Not,-,-
7891,12893,All India,Tezpur Medical,MBBS,Not,All India,Goverment Medical
7892,12894,All India,Tezpur Medical,MBBS,Reported,All India,MG Inst. of Medical
7893,12895,All India,SH VASANT RAO,MBBS,Not,All India,Rajarshee
7894,12896,All India,GOVERNMENT,MBBS,Not,All India,BPS Govt. Med.
7895,12900,All India,Bhima Bhoi Medical,MBBS,Not,-,-
7896,12901,Delhi,Lady Hardinge,MBBS,Reported,-,-
7897,12904,Aligarh,Jawaharlal Nehru,MBBS,Reported,-,-
7898,12905,-,-,-,-,All India,BPS Govt. Med.
7899,12906,All India,Government Medcial,MBBS,Reported,All India,Chhindwara Institute
7900,12907,All India,Government Medical,MBBS,Not,All India,THENI GOVT.
7901,12908,All India,Govt. Medical College,MBBS,Not,-,-
7902,12911,All India,Maharaja Jitendra,MBBS,Not,-,-
7903,12913,All India,Rajiv Gandhi Institute,MBBS,Not,-,-
7904,12914,-,-,-,-,All India,ACSR Govt Medical
7905,12916,All India,Autonomous State,MBBS,Not,-,-
7906,12920,-,-,-,-,All India,SHRI BHAUSAHEB
7907,12922,All India,"Govt Medical College,",MBBS,Not,All India,MADURAI MEDICAL
7908,12924,All India,Maharaja Jitendra,MBBS,Not,-,-
7909,12925,All India,Diphu Medical,MBBS,Not,All India,Autonomous State
7910,12926,All India,Government Medical,MBBS,Not,-,-
7911,12929,All India,Diphu Medical,MBBS,Not,All India,SWAMI RAMANAND
7912,12930,All India,Government Medcial,MBBS,Not,All India,Government Medcial
7913,12934,-,-,-,-,All India,Gulbarga Institute of
7914,12936,All India,SVIMS - Sri,MBBS,Not,-,-
7915,12937,All India,Govt. Medical College,MBBS,Not,All India,"SHKM GMC, Nalhar,"
7916,12938,-,-,-,-,All India,ASSAM MEDICAL
7917,12939,-,-,-,-,All India,Goverment Medical
