SNo,Rank,Allotted Quota,Institute,Course,Allotted Category,Candidate Category,Remarks
78,79,Open Seat,JIPMER,MBBS,Reported,-,-
79,80,All India,Maulana Azad,MBBS,Reported,-,-
80,81,All India,Maulana Azad,MBBS,Reported,-,-
81,82,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
82,83,All India,"MEDICAL COLLEGE,",MBBS,Reported,-,-
83,84,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
84,85,All India,Maulana Azad,MBBS,Reported,-,-
85,86,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
86,87,All India,Maulana Azad,MBBS,Reported,-,-
87,88,Open Seat,JIPMER,MBBS,Reported,-,-
88,89,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
89,90,All India,Vardhman Mahavir,MBBS,Reported,-,-
90,91,Delhi,Maulana Azad,MBBS,Reported,-,-
91,92,All India,Vardhman Mahavir,MBBS,Reported,-,-
92,93,All India,Vardhman Mahavir,MBBS,Reported,-,-
93,94,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
94,95,All India,Vardhman Mahavir,MBBS,Reported,-,-
95,96,Open Seat,JIPMER,MBBS,Reported,-,-
96,97,All India,Vardhman Mahavir,MBBS,Not,-,-
97,98,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
98,99,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
99,100,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
100,101,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
101,102,Open Seat,JIPMER,MBBS,Reported,-,-
102,103,Open Seat,"AIIMS, Patna",MBBS,Reported,-,-
103,104,Open Seat,JIPMER,MBBS,Reported,-,-
104,105,All India,THOOTHUKUDI,MBBS,Reported,-,-
105,106,Open Seat,JIPMER,MBBS,Reported,-,-
106,107,All India,Vardhman Mahavir,MBBS,Reported,-,-
107,108,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
108,109,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
109,110,All India,Vardhman Mahavir,MBBS,Reported,-,-
110,111,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
111,112,Open Seat,JIPMER,MBBS,Reported,-,-
112,113,Delhi,Maulana Azad,MBBS,Reported,-,-
113,114,All India,SETH G.S. MEDICAL,MBBS,Not,-,-
114,115,Open Seat,JIPMER,MBBS,Reported,-,-
115,116,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
116,117,Open Seat,JIPMER,MBBS,Reported,-,-
117,118,Open Seat,AIIMS Rajkot,MBBS,Reported,-,-
118,119,All India,Vardhman Mahavir,MBBS,Reported,-,-
119,120,Open Seat,JIPMER,MBBS,Reported,-,-
120,121,Open Seat,JIPMER,MBBS,Not,-,-
121,122,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
122,123,Open Seat,JIPMER,MBBS,Reported,-,-
123,124,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
124,125,All India,Vardhman Mahavir,MBBS,Reported,-,-
125,126,Open Seat,JIPMER,MBBS,Reported,-,-
126,127,Open Seat,JIPMER,MBBS,Reported,-,-
127,128,All India,Vardhman Mahavir,MBBS,Reported,-,-
128,129,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
129,130,Open Seat,JIPMER,MBBS,Reported,-,-
130,131,Open Seat,AIIMS Jammu,MBBS,Reported,-,-
131,132,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
132,133,Open Seat,JIPMER,MBBS,Reported,-,-
133,134,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
134,135,Delhi,Maulana Azad,MBBS,Reported,-,-
135,136,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
136,137,Open Seat,JIPMER,MBBS,Not,Open Seat,JIPMER
137,138,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
138,139,Open Seat,JIPMER,MBBS,Reported,-,-
139,140,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
140,141,Open Seat,JIPMER,MBBS,Reported,-,-
141,142,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
142,143,All India,University College of,MBBS,Reported,All India,Vardhman Mahavir
143,144,All India,University College of,MBBS,Reported,-,-
144,145,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
145,146,All India University College of,MBBS,Reported,-,-,-
146,147,Delhi,Maulana Azad,MBBS,Reported,-,-
147,148,All India Atal Bihari Vajpayee,MBBS,Reported,-,-,-
148,149,Open Seat,JIPMER,MBBS,Reported,-,-
149,150,Delhi,Maulana Azad,MBBS,Reported,-,-
150,151,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
151,152,Open Seat,JIPMER,MBBS,Reported,-,-
152,153,All India,University College of,MBBS,Reported,-,-
153,154,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
154,155,Open Seat,JIPMER,MBBS,Reported,-,-
155,156,Delhi,Maulana Azad,MBBS,Reported,-,-
156,157,Open Seat,JIPMER,MBBS,Reported,-,-
157,158,Open Seat,JIPMER,MBBS,Reported,-,-
158,159,Open Seat,JIPMER,MBBS,Reported,-,-
159,160,All India,GOVT.MEDICAL,MBBS,Reported,-,-
160,161,All India,Atal Bihari Vajpayee,MBBS,Reported,-,-
161,162,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
162,163,Delhi,Maulana Azad,MBBS,Reported,-,-
163,164,All India,Lady Hardinge,MBBS,Reported,-,-
164,165,All India University College of,MBBS,Reported,-,-,-
165,166,Open Seat,JIPMER,MBBS,Not,-,-
166,167,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
167,168,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
168,169,Open Seat,JIPMER,MBBS,Reported,-,-
169,170,Open Seat,JIPMER,MBBS,Reported,-,-
170,171,Open Seat,JIPMER,MBBS,Reported,-,-
171,172,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
172,173,Open Seat,JIPMER,MBBS,Reported,-,-
173,174,Delhi,Maulana Azad,MBBS,Reported,-,-
174,175,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
175,176,Open Seat,JIPMER,MBBS,Reported,-,-
176,177,Open Seat,JIPMER,MBBS,Reported,-,-
177,178,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
178,179,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
179,180,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
180,181,Delhi,Maulana Azad,MBBS,Reported,-,-
181,182,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
182,183,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
183,184,All India,GOVT. MEDICAL,MBBS,Not,-,-
184,185,All India,University College of,MBBS,Reported,-,-
185,186,Open Seat,JIPMER,MBBS,Reported,-,-
186,187,Open Seat,JIPMER,MBBS,Reported,-,-
187,188,All India,University College of,MBBS,Reported,-,-
188,189,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
189,190,All India University College of,MBBS,Reported,-,-,-
190,191,Delhi,Maulana Azad,MBBS,Reported,-,-
191,192,Open Seat,"AIIMS, New Delhi",MBBS,Not,-,-
192,193,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
193,194,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
194,195,Open Seat,JIPMER,MBBS,Reported,-,-
195,196,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
196,197,Open Seat,JIPMER,MBBS,Reported,-,-
197,198,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
198,199,All India,University College of,MBBS,Reported,-,-
199,200,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
200,201,Delhi,Maulana Azad,MBBS,Reported,-,-
201,202,Open Seat,JIPMER,MBBS,Reported,-,-
202,203,All India,Atal Bihari Vajpayee,MBBS,Reported,-,-
203,204,Open Seat,JIPMER,MBBS,Reported,-,-
204,205,All India,B.J. MEDICAL,MBBS,Reported,-,-
205,206,Delhi,Maulana Azad,MBBS,Reported,-,-
206,207,All India Atal Bihari Vajpayee,MBBS,Reported,-,-,-
207,208,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
208,209,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
209,210,Open Seat,JIPMER,MBBS,Reported,-,-
210,211,All India,SETH G.S. MEDICAL,MBBS,Reported,-,-
211,212,Open Seat,JIPMER,MBBS,Reported,-,-
212,213,Open Seat,INST.OF,MBBS,Reported,-,-
213,214,Open Seat,JIPMER,MBBS,Reported,-,-
214,215,Open Seat,INST.OF,MBBS,Not,All India,University College of
215,216,Delhi,Maulana Azad,MBBS,Reported,-,-
216,217,All India,"MEDICAL COLLEGE,",MBBS,Reported,-,-
217,218,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
218,219,IP,Vardhman Mahavir,MBBS,Reported,-,-
219,220,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
220,221,Open Seat,INST.OF,MBBS,Reported,-,-
221,222,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
222,223,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,Open Seat,JIPMER
223,224,All India,Lady Hardinge,MBBS,Reported,-,-
224,225,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
225,226,IP,Vardhman Mahavir,MBBS,Reported,-,-
226,227,All India,GOVT. MEDICAL,MBBS,Reported,Open Seat,JIPMER
227,228,Delhi,Maulana Azad,MBBS,Reported,-,-
228,229,Open Seat,JIPMER,MBBS,Reported,-,-
229,230,All India,S.M.S. MEDICAL,MBBS,Reported,-,-
230,232,Delhi,Maulana Azad,MBBS,Reported,-,-
231,233,Open Seat,JIPMER,MBBS,Reported,-,-
232,234,All India,"MEDICAL COLLEGE,",MBBS,Reported,-,-
233,235,All India,S.M.S. MEDICAL,MBBS,Reported,-,-
234,236,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
235,237,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
236,238,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
237,239,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
238,240,Delhi,Maulana Azad,MBBS,Reported,-,-
239,241,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
240,242,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
241,243,Open Seat,"AIIMS, Nagpur",MBBS,Reported,-,-
242,244,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
243,245,All India,Atal Bihari Vajpayee,MBBS,Reported,-,-
244,246,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
245,247,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
246,248,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
247,249,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
248,250,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
249,251,Open Seat,"AIIMS, Rishikesh",MBBS,Reported,-,-
250,252,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
251,253,All India,Atal Bihari Vajpayee,MBBS,Reported,-,-
252,254,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
253,255,All India,MADRAS MEDICAL,MBBS,Reported,-,-
254,256,All India,Maulana Azad,MBBS,Reported,Open Seat,"AIIMS, New Delhi"
255,257,Open Seat,"AIIMS, Rishikesh",MBBS,Reported,-,-
256,258,All India,Atal Bihari Vajpayee,MBBS,Reported,-,-
257,259,IP,Vardhman Mahavir,MBBS,Reported,-,-
258,260,Open Seat,INST.OF,MBBS,Reported,-,-
259,261,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
260,262,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
261,263,Open Seat,JIPMER,MBBS,Reported,-,-
262,264,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
263,265,All India,Maulana Azad,MBBS,Reported,-,-
264,266,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
265,267,All India,SETH G.S. MEDICAL,MBBS,Not,-,-
266,268,All India,Maulana Azad,MBBS,Reported,-,-
267,269,Open Seat,JIPMER,MBBS,Reported,-,-
268,270,All India,Maulana Azad,MBBS,Reported,-,-
269,271,Open Seat,JIPMER,MBBS,Reported,-,-
270,272,All India,BAHIRAMJEE,MBBS,Reported,-,-
271,273,Open Seat,JIPMER,MBBS,Reported,-,-
272,274,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
273,275,All India,B.J. MEDICAL,MBBS,Reported,-,-
274,276,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
275,277,Delhi,Maulana Azad,MBBS,Reported,-,-
276,278,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
277,279,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
278,280,All India,Lady Hardinge,MBBS,Reported,-,-
279,281,Open Seat,JIPMER,MBBS,Reported,-,-
280,282,All India,Maulana Azad,MBBS,Reported,-,-
281,283,All India,Maulana Azad,MBBS,Reported,-,-
282,284,All India,MADRAS MEDICAL,MBBS,Reported,-,-
283,285,All India,S.M.S. MEDICAL,MBBS,Reported,-,-
284,286,Delhi,Maulana Azad,MBBS,Reported,-,-
285,287,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
286,288,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
287,289,Open Seat,INST.OF,MBBS,Reported,-,-
288,290,All India,Maulana Azad,MBBS,Reported,-,-
289,291,All India,SETH G.S. MEDICAL,MBBS,Reported,-,-
290,292,Delhi,Maulana Azad,MBBS,Reported,-,-
291,293,Open Seat,JIPMER,MBBS,Reported,-,-
292,294,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
293,295,All India,Lady Hardinge,MBBS,Reported,-,-
294,296,All India,Lady Hardinge,MBBS,Reported,-,-
295,297,Delhi,Maulana Azad,MBBS,Reported,-,-
296,298,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
297,299,All India,SETH G.S. MEDICAL,MBBS,Reported,-,-
298,300,IP,Vardhman Mahavir,MBBS,Reported,-,-
299,301,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
300,302,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
301,303,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
302,304,All India,Maulana Azad,MBBS,Reported,-,-
303,305,All India,MADRAS MEDICAL,MBBS,Reported,-,-
304,306,All India,MADRAS MEDICAL,MBBS,Reported,-,-
305,307,Open Seat,JIPMER,MBBS,Reported,-,-
306,308,Open Seat,"AIIMS-Bhopal,",MBBS,Not,-,-
307,309,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
308,311,All India,GOVERNMENT,MBBS,Reported,-,-
309,312,All India,Vardhman Mahavir,MBBS,Reported,-,-
310,313,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
311,314,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
312,315,"All India KGMC, LUCKNOW",MBBS,Reported,-,-,-
313,316,All India,Maulana Azad,MBBS,Reported,-,-
314,317,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
315,318,Open Seat,JIPMER,MBBS,Reported,-,-
316,319,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
317,320,Open Seat,JIPMER,MBBS,Reported,-,-
318,321,Open Seat,JIPMER,MBBS,Reported,-,-
319,322,All India,Maulana Azad,MBBS,Reported,-,-
320,323,Open Seat,JIPMER,MBBS,Reported,-,-
321,324,Delhi,Maulana Azad,MBBS,Reported,-,-
322,325,Open Seat,JIPMER,MBBS,Reported,-,-
323,326,All India,Maulana Azad,MBBS,Reported,-,-
324,327,All India,"MEDICAL COLLEGE,",MBBS,Not,-,-
325,328,All India,MADRAS MEDICAL,MBBS,Reported,-,-
326,329,Delhi,Maulana Azad,MBBS,Reported,-,-
327,330,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
328,331,Open Seat,INST.OF,MBBS,Reported,-,-
329,332,Open Seat,INST.OF,MBBS,Reported,-,-
330,333,Open Seat,JIPMER,MBBS,Reported,-,-
331,334,Delhi,Maulana Azad,MBBS,Reported,-,-
332,335,Open Seat,JIPMER,MBBS,Reported,-,-
333,336,All India,Maulana Azad,MBBS,Reported,-,-
334,337,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
335,338,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
336,339,Delhi,Maulana Azad,MBBS,Reported,-,-
337,340,Open Seat,"AIIMS, Jodhpur",MBBS,Not,-,-
338,341,All India,Maulana Azad,MBBS,Reported,-,-
339,342,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
340,343,Open Seat,JIPMER,MBBS,Reported,-,-
341,344,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
342,345,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
343,346,Open Seat,JIPMER,MBBS,Reported,-,-
344,347,Open Seat,"AIIMS, New Delhi",MBBS,Reported,-,-
345,348,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
346,349,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
347,350,All India,MADRAS MEDICAL,MBBS,Reported,-,-
348,351,All India,GOVERNMENT,MBBS,Reported,-,-
349,352,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
350,353,All India,BAHIRAMJEE,MBBS,Reported,-,-
351,354,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
352,355,All India,SETH G.S. MEDICAL,MBBS,Reported,-,-
353,356,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
354,357,Delhi,Maulana Azad,MBBS,Reported,-,-
355,358,Open Seat,"AIIMS-Bhopal,",MBBS,Not,Open Seat,"AIIMS-Bhopal,"
356,359,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
357,360,All India,MADRAS MEDICAL,MBBS,Reported,-,-
358,361,Open Seat,JIPMER,MBBS,Reported,-,-
359,362,Delhi,Maulana Azad,MBBS,Reported,-,-
360,363,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
361,364,All India,BAHIRAMJEE,MBBS,Reported,-,-
362,365,All India University College of,MBBS,Reported,-,-,-
363,366,All India,GOVERNMENT,MBBS,Reported,-,-
364,367,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
365,368,Open Seat,INST.OF,MBBS,Reported,-,-
366,369,All India,Maulana Azad,MBBS,Reported,-,-
367,370,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
368,371,All India,Vardhman Mahavir,MBBS,Reported,-,-
369,372,All India,Vardhman Mahavir,MBBS,Reported,All India,Maulana Azad
370,373,All India,SETH G.S. MEDICAL,MBBS,Reported,-,-
371,374,All India,Vardhman Mahavir,MBBS,Reported,-,-
372,375,All India,B.J. MEDICAL,MBBS,Reported,-,-
373,376,All India GOVERNMENT,MBBS,Reported,-,-,-
374,377,Open Seat,JIPMER,MBBS,Reported,-,-
375,378,Delhi,Maulana Azad,MBBS,Reported,-,-
376,379,Open Seat,JIPMER,MBBS,Reported,Open Seat,"AIIMS-Bhopal,"
377,380,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
378,381,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
379,382,Open Seat,JIPMER,MBBS,Reported,-,-
380,383,IP,Vardhman Mahavir,MBBS,Reported,-,-
381,384,Open Seat,INST.OF,MBBS,Reported,-,-
382,385,Open Seat,JIPMER,MBBS,Reported,-,-
383,386,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
384,387,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
385,388,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
386,389,All India,B.J. MEDICAL,MBBS,Reported,-,-
387,390,All India,University College of,MBBS,Reported,-,-
388,391,Open Seat,JIPMER,MBBS,Reported,-,-
389,392,Open Seat,JIPMER,MBBS,Reported,-,-
390,393,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
391,394,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
392,395,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
393,397,All India,SETH G.S. MEDICAL,MBBS,Not,-,-
394,398,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
395,399,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
396,400,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
397,401,All India,Vardhman Mahavir,MBBS,Reported,-,-
398,402,Delhi,Maulana Azad,MBBS,Reported,-,-
399,403,"Open Seat AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
400,404,Open Seat,INST.OF,MBBS,Reported,-,-
401,405,All India,GOVT. MEDICAL,MBBS,Reported,-,-
402,406,Open Seat,"AIIMS, Jodhpur",MBBS,Reported,-,-
403,407,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
404,408,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
405,410,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
406,411,Open Seat,Jawaharlal Nehru,MBBS,Reported,-,-
407,412,All India,Lady Hardinge,MBBS,Reported,-,-
408,413,Open Seat,JIPMER,MBBS,Reported,-,-
409,414,All India,S.M.S. MEDICAL,MBBS,Reported,All India,Lady Hardinge
410,415,All India,Atal Bihari Vajpayee,MBBS,Reported,-,-
411,416,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
412,417,All India,University College of,MBBS,Reported,-,-
413,418,All India,GOVT. MEDICAL,MBBS,Reported,-,-
414,419,Open Seat,"AIIMS-Bhopal,",MBBS,Reported,-,-
415,420,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
416,421,All India,BAHIRAMJEE,MBBS,Reported,-,-
417,422,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
418,423,Open Seat,"AIIMS, Bhubaneswar",MBBS,Reported,-,-
419,424,Open Seat,INST.OF,MBBS,Reported,-,-
420,425,All India,B.J. MEDICAL,MBBS,Reported,-,-
421,426,All India,GOVERNMENT,MBBS,Reported,-,-
