institute_type,institute_short,program_name,category,quota,pool,round_no,program_duration,degree_short,year,opening_rank,closing_rank,closing_rank_avg,closing_rank_std,latest_recorded_year
IIT,IIT-Delhi,Biotechnology and Biochemical Engineering,OBC-NCL,AI,Female-Only,2,4 Years,B.Tech,2021,5455.0,6264.0,6264.0,0.0,2021
IIT,IIT-Kharagpur,Chemical Engineering,OBC-NCL,AI,Gender-Neutral,2,5 Years,B.Tech + M.Tech (IDD),2021,2215.0,2473.0,2473.0,0.0,2021
IIT,IIT-Patna,Artificial Intelligence and Data Science,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,5822.0,7934.0,7934.0,0.0,2021
NIT,NIT-Jalandhar,Bio Technology,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,16513.0,16513.0,16513.0,0.0,2021
NIT,NIT-Rourkela,Bio Medical Engineering,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,13955.0,13955.0,13955.0,0.0,2021
NIT,NIT-Goa,Electronics and Communication Engineering,GEN,GO,Female-Only,1,4 Years,B.Tech,2021,26821.0,26821.0,26821.0,0.0,2021
NIT,NIT-Puducherry,Electronics and Communication Engineering,GEN,OS,Gender-Neutral,1,4 Years,B.Tech,2021,14981.0,18486.0,18486.0,0.0,2021
IIT,IIT-Hyderabad,Engineering Physics,SC,AI,Gender-Neutral,1,4 Years,B.Tech,2021,1415.0,1808.0,1808.0,0.0,2021
IIT,IIT-Bombay,Chemical Engineering,SC,AI,Gender-Neutral,2,4 Years,B.Tech,2021,468.0,831.0,831.0,0.0,2021
IIT,IIT-Bombay,Civil Engineering,SC,AI,Female-Only,2,4 Years,B.Tech,2021,975.0,1547.0,1547.0,0.0,2021
IIT,IIT-Kharagpur,Biotechnology and Biochemical Engineering,SC,AI,Gender-Neutral,2,5 Years,B.Tech + M.Tech (IDD),2021,1926.0,2195.0,2195.0,0.0,2021
IIT,IIT-Jammu,Materials Science and Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,11406.0,12931.0,12931.0,0.0,2019
IIT,IIT-Palakkad,Computer Science and Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,5263.0,8091.0,8091.0,0.0,2019
NIT,NIT-Agartala,Chemical Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,28078.0,38402.0,38402.0,0.0,2019
NIT,NIT-Goa,Civil Engineering,GEN,GO,Gender-Neutral,7,4 Years,B.Tech,2019,82709.0,146182.0,146182.0,0.0,2019
NIT,NIT-Patna,Physics,GEN,HS,Female-Only,7,5 Years,Int Msc.,2019,58857.0,60032.0,60032.0,0.0,2019
NIT,NIT-Puducherry,Civil Engineering,GEN,OS,Female-Only,7,4 Years,B.Tech,2019,33371.0,33371.0,33371.0,0.0,2019
NIT,NIT-Raipur,Mechanical Engineering,GEN,HS,Female-Only,7,4 Years,B.Tech,2019,55634.0,64112.0,64112.0,0.0,2019
NIT,NIT-Tiruchirappalli,Chemical Engineering,GEN,OS,Female-Only,7,4 Years,B.Tech,2019,12167.0,13292.0,13292.0,0.0,2019
IIT,IIT-(ISM) Dhanbad,Electronics and Communication Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,520.0,662.0,662.0,0.0,2021
IIT,IIT-Delhi,Electrical Engineering,GEN-EWS,AI,Gender-Neutral,2,4 Years,B.Tech,2021,119.0,148.0,148.0,0.0,2021
IIT,IIT-Bombay,Civil Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,759.0,1623.0,1623.0,0.0,2021
IIT,IIT-Indore,Electrical Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,941.0,1596.0,1596.0,0.0,2021
IIT,IIT-Madras,Chemical Engineering,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,5373.0,7696.0,7696.0,0.0,2021
IIT,IIT-Roorkee,Chemical Engineering,GEN,AI,Gender-Neutral,1,4 Years,B.Tech,2021,3472.0,4306.0,4306.0,0.0,2021
NIT,NIT-Allahabad,Civil Engineering,OBC-NCL,OS,Gender-Neutral,1,4 Years,B.Tech,2021,5770.0,7456.0,7456.0,0.0,2021
NIT,NIT-Goa,Electronics and Communication Engineering,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,10238.0,10238.0,10238.0,0.0,2021
NIT,NIT-Karnataka-Surathkal,Civil Engineering,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,9699.0,10408.0,10408.0,0.0,2021
NIT,NIT-Jalandhar,Industrial and Production Engineering,GEN,HS,Female-Only,1,4 Years,B.Tech,2021,52265.0,59284.0,59284.0,0.0,2021
NIT,NIT-Calicut,Computer Science and Engineering,GEN,OS,Female-Only,1,4 Years,B.Tech,2021,2646.0,4919.0,4919.0,0.0,2021
NIT,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,GEN,HS,Female-Only,1,4 Years,B.Tech,2021,10040.0,11279.0,11279.0,0.0,2021
NIT,NIT-Mizoram,Electronics and Communication Engineering,GEN,HS,Female-Only,1,4 Years,B.Tech,2021,550243.0,550243.0,550243.0,0.0,2021
NIT,NIT-Srinagar,Computer Science and Engineering,GEN,OS,Female-Only,1,4 Years,B.Tech,2021,20553.0,25231.0,25231.0,0.0,2021
IIT,IIT-Guwahati,Chemical Science and Technology,SC,AI,Gender-Neutral,1,4 Years,B.Tech,2021,1307.0,1790.0,1790.0,0.0,2021
IIT,IIT-Hyderabad,Engineering Physics,SC,AI,Female-Only,1,4 Years,B.Tech,2021,2531.0,2531.0,2531.0,0.0,2021
IIT,IIT-Kharagpur,Quality Engineering Design and Manufacturing,GEN,AI,Female-Only,7,5 Years,B.Tech + M.Tech (IDD),2019,11356.0,11356.0,11356.0,0.0,2019
IIT,IIT-Roorkee,Geological Technology,GEN,AI,Female-Only,7,5 Years,Int M.Tech,2019,16141.0,18037.0,18037.0,0.0,2019
IIT,IIT-Guwahati,Bio Technology,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,12132.0,12991.0,12991.0,0.0,2019
NIT,NIT-Jalandhar,Chemical Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,16533.0,31792.0,31792.0,0.0,2019
NIT,NIT-Jalandhar,Computer Science and Engineering,GEN,OS,Female-Only,7,4 Years,B.Tech,2019,10262.0,13987.0,13987.0,0.0,2019
NIT,NIT-Jalandhar,Electrical Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,15360.0,18057.0,18057.0,0.0,2019
NIT,NIT-Agartala,Production Engineering,GEN,OS,Female-Only,7,4 Years,B.Tech,2019,48371.0,53412.0,53412.0,0.0,2019
NIT,NIT-Rourkela,Electrical Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,4084.0,21534.0,21534.0,0.0,2019
IIT,IIT-(BHU) Varanasi,Bioengineering with M.Tech in Biomedical Technology,OBC-NCL,AI,Female-Only,1,5 Years,B.Tech + M.Tech (IDD),2021,8252.0,8252.0,8252.0,0.0,2021
IIT,IIT-Delhi,Textile Technology,OBC-NCL,AI,Female-Only,2,4 Years,B.Tech,2021,6559.0,7237.0,7237.0,0.0,2021
IIT,IIT-Kharagpur,Mining Safety Engineering,OBC-NCL,AI,Gender-Neutral,2,5 Years,B.Tech + M.Tech (IDD),2021,4221.0,4482.0,4482.0,0.0,2021
IIT,IIT-Roorkee,Civil Engineering,OBC-NCL,AI,Female-Only,2,4 Years,B.Tech,2021,4663.0,5716.0,5716.0,0.0,2021
IIT,IIT-Guwahati,Chemical Engineering,GEN,AI,Gender-Neutral,1,4 Years,B.Tech,2021,4063.0,5396.0,5396.0,0.0,2021
IIT,IIT-Guwahati,Chemical Science and Technology,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,10763.0,13966.0,13966.0,0.0,2021
IIT,IIT-Guwahati,Data Science and Artificial Intelligence,GEN,AI,Gender-Neutral,1,4 Years,B.Tech,2021,716.0,954.0,954.0,0.0,2021
IIT,IIT-Guwahati,Mechanical Engineering,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,8577.0,10787.0,10787.0,0.0,2021
IIT,IIT-Mandi,Computer Science and Engineering,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,4833.0,6741.0,6741.0,0.0,2021
IIT,IIT-Mandi,Engineering Physics,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,16216.0,16360.0,16360.0,0.0,2021
IIT,IIT-(ISM) Dhanbad,Electronics and Communication Engineering,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,7298.0,10539.0,10539.0,0.0,2021
NIT,NIT-Allahabad,Mechanical Engineering,OBC-NCL,OS,Gender-Neutral,1,4 Years,B.Tech,2021,4404.0,5852.0,5852.0,0.0,2021
NIT,NIT-Hamirpur,Electronics and Communication Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,21927.0,39370.0,39370.0,0.0,2021
NIT,NIT-Patna,Computer Science and Engineering,OBC-NCL,HS,Female-Only,1,4 Years,B.Tech,2021,5904.0,7720.0,7720.0,0.0,2021
NIT,NIT-Raipur,Computer Science and Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,3962.0,7873.0,7873.0,0.0,2021
NIT,NIT-Jalandhar,Textile Technology,GEN,OS,Gender-Neutral,1,4 Years,B.Tech,2021,7978.0,39969.0,39969.0,0.0,2021
NIT,NIT-Bhopal,Civil Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,19073.0,30473.0,30473.0,0.0,2021
NIT,NIT-Allahabad,Electrical Engineering,GEN,OS,Female-Only,1,4 Years,B.Tech,2021,15802.0,16248.0,16248.0,0.0,2021
NIT,NIT-Goa,Civil Engineering,GEN,OS,Female-Only,1,4 Years,B.Tech,2021,36321.0,40341.0,40341.0,0.0,2021
NIT,NIT-Nagaland,Civil Engineering,GEN,OS,Gender-Neutral,1,4 Years,B.Tech,2021,39716.0,42474.0,42474.0,0.0,2021
IIT,IIT-Kanpur,Electrical Engineering,SC,AI,Gender-Neutral,1,4 Years,B.Tech,2021,164.0,442.0,442.0,0.0,2021
IIT,IIT-Guwahati,Chemical Engineering,SC,AI,Gender-Neutral,1,4 Years,B.Tech,2021,1200.0,1441.0,1441.0,0.0,2021
IIT,IIT-Guwahati,Electronics and Electrical Engineering,SC,AI,Female-Only,1,4 Years,B.Tech,2021,1374.0,1402.0,1402.0,0.0,2021
IIT,IIT-(BHU) Varanasi,Mathematics and Computing,SC,AI,Gender-Neutral,1,5 Years,B.Tech + M.Tech (IDD),2021,324.0,733.0,733.0,0.0,2021
IIT,IIT-Delhi,Chemical Engineering,SC,AI,Gender-Neutral,2,4 Years,B.Tech,2021,411.0,736.0,736.0,0.0,2021
IIT,IIT-Kharagpur,Electrical Engineering,SC,AI,Female-Only,2,4 Years,B.Tech,2021,1005.0,1035.0,1035.0,0.0,2021
NIT,NIT-Bhopal,Electronics and Communication Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,8723.0,13274.0,13274.0,0.0,2019
NIT,NIT-Meghalaya,Mechanical Engineering,GEN,OS,Female-Only,7,4 Years,B.Tech,2019,47721.0,49493.0,49493.0,0.0,2019
NIT,NIT-Puducherry,Computer Science and Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,48027.0,134522.0,134522.0,0.0,2019
NIT,NIT-Srinagar,Information Technology,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,24123.0,29442.0,29442.0,0.0,2019
NIT,NIT-Warangal,Electronics and Communication Engineering,GEN,HS,Female-Only,7,4 Years,B.Tech,2019,5135.0,8838.0,8838.0,0.0,2019
IIT,IIT-Delhi,Electrical Engineering - Power and Automation,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,150.0,182.0,182.0,0.0,2021
IIT,IIT-Roorkee,Mechanical Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,493.0,554.0,554.0,0.0,2021
IIT,IIT-Delhi,Electrical Engineering - Power and Automation,GEN-EWS,AI,Female-Only,2,4 Years,B.Tech,2021,478.0,478.0,478.0,0.0,2021
IIT,IIT-Roorkee,Electronics and Communication Engineering,GEN-EWS,AI,Female-Only,2,4 Years,B.Tech,2021,637.0,737.0,737.0,0.0,2021
IIT,IIT-Kharagpur,Civil Engineering,OBC-NCL,AI,Female-Only,1,4 Years,B.Tech,2021,4532.0,5097.0,5097.0,0.0,2021
IIT,IIT-Delhi,Chemical Engineering,GEN,AI,Female-Only,2,5 Years,B.Tech + M.Tech (IDD),2021,6189.0,7142.0,7142.0,0.0,2021
IIT,IIT-Delhi,Mechanical Engineering,GEN,AI,Female-Only,2,4 Years,B.Tech,2021,1567.0,4577.0,4577.0,0.0,2021
NIT,NIT-Jaipur,Electrical Engineering,OBC-NCL,OS,Gender-Neutral,1,4 Years,B.Tech,2021,3905.0,4381.0,4381.0,0.0,2021
NIT,NIT-Agartala,Computational Mathematics,GEN,HS,Gender-Neutral,1,5 Years,Btech + M.Tech (IDD),2021,114455.0,189562.0,189562.0,0.0,2021
NIT,NIT-Puducherry,Mechanical Engineering,GEN,HS,Female-Only,1,4 Years,B.Tech,2021,168191.0,176079.0,176079.0,0.0,2021
NIT,NIT-Mizoram,Computer Science and Engineering,GEN,OS,Gender-Neutral,1,4 Years,B.Tech,2021,9776.0,24041.0,24041.0,0.0,2021
NIT,NIT-Silchar,Electronics and Communication Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,23944.0,35446.0,35446.0,0.0,2021
IIT,IIT-Delhi,Civil Engineering,SC,AI,Female-Only,1,4 Years,B.Tech,2021,1564.0,1570.0,1570.0,0.0,2021
IIT,IIT-Kharagpur,Metallurgical and Materials Engineering,SC,AI,Gender-Neutral,2,4 Years,B.Tech,2021,1368.0,1591.0,1591.0,0.0,2021
IIT,IIT-Madras,Civil Engineering,SC,AI,Gender-Neutral,2,4 Years,B.Tech,2021,897.0,1233.0,1233.0,0.0,2021
IIT,IIT-Delhi,Mathematics and Computing,GEN,AI,Female-Only,7,5 Years,B.Tech + M.Tech (IDD),2019,1035.0,1585.0,1585.0,0.0,2019
IIT,IIT-Kharagpur,Biotechnology and Biochemical Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,9424.0,9903.0,9903.0,0.0,2019
IIT,IIT-Kharagpur,Chemical Engineering,GEN,AI,Gender-Neutral,7,5 Years,B.Tech + M.Tech (IDD),2019,3651.0,4713.0,4713.0,0.0,2019
IIT,IIT-Roorkee,Chemistry,GEN,AI,Gender-Neutral,7,5 Years,Int MSc.,2019,8452.0,10541.0,10541.0,0.0,2019
IIT,IIT-(ISM) Dhanbad,Electronics and Communication Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,2755.0,5106.0,5106.0,0.0,2019
NIT,NIT-Manipur,Mechanical Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,205799.0,961708.0,961708.0,0.0,2019
NIT,NIT-Srinagar,Computer Science and Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,6359.0,37374.0,37374.0,0.0,2019
NIT,NIT-Warangal,Mechanical Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,6068.0,9243.0,9243.0,0.0,2019
IIT,IIT-Bombay,Civil Engineering,GEN-EWS,AI,Female-Only,1,4 Years,B.Tech,2021,1451.0,1775.0,1775.0,0.0,2021
IIT,IIT-Delhi,Chemical Engineering,GEN-EWS,AI,Female-Only,1,5 Years,B.Tech + M.Tech (IDD),2021,1762.0,1762.0,1762.0,0.0,2021
IIT,IIT-Madras,Biological Sciences,GEN-EWS,AI,Gender-Neutral,1,5 Years,BS + MS (IDD),2021,1531.0,1623.0,1623.0,0.0,2021
IIT,IIT-Kharagpur,Biotechnology and Biochemical Engineering,OBC-NCL,AI,Female-Only,1,5 Years,B.Tech + M.Tech (IDD),2021,7774.0,7774.0,7774.0,0.0,2021
IIT,IIT-Roorkee,Chemical Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,1606.0,2182.0,2182.0,0.0,2021
IIT,IIT-Roorkee,Geophysical Technology,OBC-NCL,AI,Gender-Neutral,1,5 Years,Int M.Tech,2021,3714.0,4060.0,4060.0,0.0,2021
IIT,IIT-(ISM) Dhanbad,Mechanical Engineering,OBC-NCL,AI,Female-Only,1,4 Years,B.Tech,2021,6626.0,7249.0,7249.0,0.0,2021
IIT,IIT-Kharagpur,Mechanical Engineering,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,6064.0,8066.0,8066.0,0.0,2021
IIT,IIT-Roorkee,Geophysical Technology,GEN,AI,Female-Only,1,5 Years,Int M.Tech,2021,16024.0,16960.0,16960.0,0.0,2021
NIT,NIT-Jalandhar,Industrial and Production Engineering,OBC-NCL,OS,Gender-Neutral,1,4 Years,B.Tech,2021,10979.0,12014.0,12014.0,0.0,2021
NIT,NIT-Jaipur,Civil Engineering,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,13938.0,14379.0,14379.0,0.0,2021
NIT,NIT-Jaipur,Mechanical Engineering,OBC-NCL,HS,Female-Only,1,4 Years,B.Tech,2021,6385.0,11838.0,11838.0,0.0,2021
NIT,NIT-Jalandhar,Information Technology,GEN,OS,Gender-Neutral,1,4 Years,B.Tech,2021,7504.0,9553.0,9553.0,0.0,2021
NIT,NIT-Durgapur,Chemical Engineering,GEN,OS,Gender-Neutral,1,5 Years,Btech + M.Tech (IDD),2021,27365.0,27365.0,27365.0,0.0,2021
NIT,NIT-Goa,Electrical and Electronics Engineering,GEN,GO,Gender-Neutral,1,4 Years,B.Tech,2021,26823.0,43894.0,43894.0,0.0,2021
NIT,NIT-Raipur,Computer Science and Engineering,GEN,OS,Gender-Neutral,1,4 Years,B.Tech,2021,4173.0,9541.0,9541.0,0.0,2021
NIT,NIT-Rourkela,Electronics and Instrumentation Engineering,GEN,OS,Gender-Neutral,1,4 Years,B.Tech,2021,10015.0,11232.0,11232.0,0.0,2021
NIT,NIT-Rourkela,Mathematics,GEN,HS,Gender-Neutral,1,5 Years,Int Msc.,2021,35807.0,45051.0,45051.0,0.0,2021
IIT,IIT-Delhi,Chemical Engineering,SC,AI,Female-Only,1,4 Years,B.Tech,2021,1120.0,1228.0,1228.0,0.0,2021
IIT,IIT-Bombay,Computer Science and Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,1.0,63.0,63.0,0.0,2019
IIT,IIT-Kharagpur,Electrical Engineering with M.Tech. in any of the listed specializations,GEN,AI,Female-Only,7,5 Years,B.Tech + M.Tech (IDD),2019,4249.0,4253.0,4253.0,0.0,2019
IIT,IIT-(BHU) Varanasi,Computer Science and Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,1915.0,2493.0,2493.0,0.0,2019
IIT,IIT-(ISM) Dhanbad,Environmental Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,9884.0,12048.0,12048.0,0.0,2019
NIT,NIT-Bhopal,Mechanical Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,6004.0,20625.0,20625.0,0.0,2019
NIT,NIT-Durgapur,Civil Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,20721.0,26859.0,26859.0,0.0,2019
NIT,NIT-Hamirpur,Architecture,GEN,OS,Gender-Neutral,7,5 Years,B.Arch,2019,1786.0,3599.0,3599.0,0.0,2019
NIT,NIT-Rourkela,Mechanical Engineering,GEN,OS,Female-Only,7,4 Years,B.Tech,2019,13448.0,19459.0,19459.0,0.0,2019
NIT,NIT-Rourkela,Mining Engineering,GEN,HS,Female-Only,7,4 Years,B.Tech,2019,37552.0,38824.0,38824.0,0.0,2019
IIT,IIT-Kanpur,Physics,GEN-EWS,AI,Female-Only,2,4 Years,BSc,2021,2979.0,2979.0,2979.0,0.0,2021
IIT,IIT-Kanpur,Computer Science and Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,90.0,141.0,141.0,0.0,2021
IIT,IIT-Madras,Metallurgical and Materials Engineering,OBC-NCL,AI,Female-Only,1,4 Years,B.Tech,2021,4923.0,5349.0,5349.0,0.0,2021
IIT,IIT-Jodhpur,Bio Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,4883.0,5057.0,5057.0,0.0,2021
IIT,IIT-Jodhpur,Mechanical Engineering,OBC-NCL,AI,Female-Only,1,4 Years,B.Tech,2021,5949.0,7839.0,7839.0,0.0,2021
IIT,IIT-(ISM) Dhanbad,Mechanical Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,2388.0,3059.0,3059.0,0.0,2021
IIT,IIT-Delhi,Computer Science and Engineering,OBC-NCL,AI,Female-Only,2,5 Years,B.Tech + M.Tech (IDD),2021,394.0,475.0,475.0,0.0,2021
IIT,IIT-Kharagpur,Physics,OBC-NCL,AI,Gender-Neutral,2,4 Years,BSc,2021,2447.0,3806.0,3806.0,0.0,2021
IIT,IIT-Kanpur,Chemistry,GEN,AI,Gender-Neutral,1,4 Years,BSc,2021,6264.0,8669.0,8669.0,0.0,2021
IIT,IIT-Kanpur,Statistics and Data Science,GEN,AI,Female-Only,1,4 Years,BSc,2021,1551.0,3102.0,3102.0,0.0,2021
IIT,IIT-Hyderabad,Mathematics and Computing,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,2227.0,3213.0,3213.0,0.0,2021
IIT,IIT-Bhubaneswar,Metallurgical and Materials Engineering,GEN,AI,Female-Only,1,5 Years,B.Tech + M.Tech (IDD),2021,20283.0,20283.0,20283.0,0.0,2021
IIT,IIT-Bombay,Environmental Science and Engineering,GEN,AI,Female-Only,2,5 Years,B.Tech + M.Tech (IDD),2021,8329.0,10307.0,10307.0,0.0,2021
NIT,NIT-Karnataka-Surathkal,Metallurgical and Materials Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,7814.0,10306.0,10306.0,0.0,2021
NIT,NIT-Mizoram,Computer Science and Engineering,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,9771.0,9771.0,9771.0,0.0,2021
NIT,NIT-Rourkela,Chemistry,OBC-NCL,HS,Gender-Neutral,1,5 Years,Int Msc.,2021,15321.0,21456.0,21456.0,0.0,2021
NIT,NIT-Bhopal,Mechanical Engineering,GEN,OS,Female-Only,1,4 Years,B.Tech,2021,29182.0,33416.0,33416.0,0.0,2021
NIT,NIT-Puducherry,Mechanical Engineering,GEN,OS,Female-Only,1,4 Years,B.Tech,2021,30021.0,30021.0,30021.0,0.0,2021
NIT,NIT-Manipur,Computer Science and Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,90159.0,255995.0,255995.0,0.0,2021
NIT,NIT-Rourkela,Bio Technology,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,31901.0,39362.0,39362.0,0.0,2021
NIT,NIT-Srinagar,Chemical Engineering,GEN,JK,Gender-Neutral,1,4 Years,B.Tech,2021,55026.0,61220.0,61220.0,0.0,2021
IIT,IIT-Tirupati,Chemical Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,8775.0,11424.0,11424.0,0.0,2019
IIT,IIT-Dharwad,Computer Science and Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,2796.0,4689.0,4689.0,0.0,2019
NIT,NIT-Uttarakhand,Electronics and Communication Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,24965.0,29232.0,29232.0,0.0,2019
IIT,IIT-Delhi,Civil Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,433.0,668.0,668.0,0.0,2021
IIT,IIT-Guwahati,Mechanical Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,563.0,681.0,681.0,0.0,2021
IIT,IIT-Mandi,Data Science and Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,530.0,545.0,545.0,0.0,2021
IIT,IIT-Kharagpur,Agricultural and Food Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,3105.0,3572.0,3572.0,0.0,2021
IIT,IIT-Kanpur,Biological Sciences and Bioengineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,2662.0,3367.0,3367.0,0.0,2021
IIT,IIT-Hyderabad,Engineering Physics,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,2161.0,2459.0,2459.0,0.0,2021
IIT,IIT-Kharagpur,Economics,GEN,AI,Female-Only,1,4 Years,BSc,2021,6291.0,9177.0,9177.0,0.0,2021
IIT,IIT-Kanpur,Mathematics and Scientific Computing,GEN,AI,Female-Only,1,4 Years,BSc,2021,2345.0,2858.0,2858.0,0.0,2021
IIT,IIT-Indore,Mechanical Engineering,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,10369.0,13652.0,13652.0,0.0,2021
IIT,IIT-Kharagpur,Electrical Engineering,GEN,AI,Gender-Neutral,2,4 Years,B.Tech,2021,776.0,1616.0,1616.0,0.0,2021
IIT,IIT-Madras,Engineering Design,GEN,AI,Female-Only,2,5 Years,B.Tech + M.Tech (IDD),2021,6344.0,9112.0,9112.0,0.0,2021
NIT,NIT-Jalandhar,Electronics and Communication Engineering,OBC-NCL,HS,Female-Only,1,4 Years,B.Tech,2021,17666.0,25285.0,25285.0,0.0,2021
NIT,NIT-Bhopal,Architecture,OBC-NCL,OS,Gender-Neutral,1,5 Years,B.Arch,2021,242.0,420.0,420.0,0.0,2021
NIT,NIT-Hamirpur,Architecture,OBC-NCL,HS,Gender-Neutral,1,5 Years,B.Arch,2021,5892.0,16715.0,16715.0,0.0,2021
NIT,NIT-Goa,Civil Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,69961.0,69961.0,69961.0,0.0,2021
IIT,IIT-Bombay,Mechanical Engineering,SC,AI,Gender-Neutral,1,4 Years,B.Tech,2021,124.0,396.0,396.0,0.0,2021
IIT,IIT-Kharagpur,Civil Engineering with any of the listed specialization,SC,AI,Gender-Neutral,1,5 Years,B.Tech + M.Tech (IDD),2021,1150.0,1488.0,1488.0,0.0,2021
IIT,IIT-Kanpur,Aerospace Engineering,SC,AI,Female-Only,1,4 Years,B.Tech,2021,815.0,1798.0,1798.0,0.0,2021
IIT,IIT-(BHU) Varanasi,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology,SC,AI,Gender-Neutral,1,5 Years,B.Tech + M.Tech (IDD),2021,2627.0,2752.0,2752.0,0.0,2021
IIT,IIT-(BHU) Varanasi,Electrical Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,2054.0,3026.0,3026.0,0.0,2019
NIT,NIT-Durgapur,Computer Science and Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,6370.0,9193.0,9193.0,0.0,2019
NIT,NIT-Kurukshetra,Production and Industrial Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,25968.0,39314.0,39314.0,0.0,2019
NIT,NIT-Kurukshetra,Information Technology,GEN,HS,Female-Only,7,4 Years,B.Tech,2019,10032.0,12916.0,12916.0,0.0,2019
NIT,NIT-Kurukshetra,Computer Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,4433.0,6313.0,6313.0,0.0,2019
IIT,IIT-Hyderabad,Computer Science and Engineering,GEN-EWS,AI,Female-Only,1,4 Years,B.Tech,2021,114.0,114.0,114.0,0.0,2021
IIT,IIT-Jodhpur,Mechanical Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,1030.0,1296.0,1296.0,0.0,2021
