institute_type,institute_short,program_name,category,quota,pool,round_no,program_duration,degree_short,year,opening_rank,closing_rank,closing_rank_avg,closing_rank_std,latest_recorded_year
IIT,IIT-Bombay,Electrical Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,39.0,117.0,117.0,0.0,2021
IIT,IIT-Madras,Engineering Design,GEN-EWS,AI,Gender-Neutral,1,5 Years,B.Tech + M.Tech (IDD),2021,760.0,900.0,900.0,0.0,2021
IIT,IIT-Tirupati,Electrical Engineering,GEN-EWS,AI,Female-Only,1,4 Years,B.Tech,2021,2381.0,2381.0,2381.0,0.0,2021
IIT,IIT-Bombay,Engineering Physics,GEN-EWS,AI,Female-Only,2,4 Years,B.Tech,2021,1930.0,1930.0,1930.0,0.0,2021
IIT,IIT-Delhi,Chemical Engineering,OBC-NCL,AI,Female-Only,2,5 Years,B.Tech + M.Tech (IDD),2021,4043.0,4504.0,4504.0,0.0,2021
IIT,IIT-Kharagpur,Aerospace Engineering,OBC-NCL,AI,Female-Only,2,4 Years,B.Tech,2021,3927.0,4074.0,4074.0,0.0,2021
IIT,IIT-Madras,Civil Engineering,OBC-NCL,AI,Female-Only,2,4 Years,B.Tech,2021,3455.0,4541.0,4541.0,0.0,2021
IIT,IIT-Delhi,Mathematics and Computing,GEN,AI,Female-Only,1,5 Years,B.Tech + M.Tech (IDD),2021,1031.0,1199.0,1199.0,0.0,2021
IIT,IIT-Bombay,Electrical Engineering,GEN,AI,Gender-Neutral,2,4 Years,B.Tech,2021,95.0,422.0,422.0,0.0,2021
IIT,IIT-Kanpur,Civil Engineering,GEN,AI,Gender-Neutral,2,4 Years,B.Tech,2021,3700.0,5210.0,5210.0,0.0,2021
IIT,IIT-Kanpur,Earth Sciences,GEN,AI,Female-Only,2,4 Years,BSc,2021,13396.0,15484.0,15484.0,0.0,2021
NIT,NIT-Bhopal,Architecture,OBC-NCL,OS,Female-Only,1,5 Years,B.Arch,2021,284.0,364.0,364.0,0.0,2021
NIT,NIT-Agartala,Chemistry,OBC-NCL,OS,Gender-Neutral,1,5 Years,BSc + MSc (IDD),2021,13757.0,13978.0,13978.0,0.0,2021
NIT,NIT-Calicut,Architecture,OBC-NCL,HS,Female-Only,1,5 Years,B.Arch,2021,118.0,118.0,118.0,0.0,2021
NIT,NIT-Hamirpur,Civil Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,39710.0,63927.0,63927.0,0.0,2021
NIT,NIT-Raipur,Information Technology,OBC-NCL,HS,Female-Only,1,4 Years,B.Tech,2021,12412.0,20412.0,20412.0,0.0,2021
NIT,NIT-Jalandhar,Electronics and Communication Engineering,GEN,OS,Female-Only,1,4 Years,B.Tech,2021,16270.0,18981.0,18981.0,0.0,2021
NIT,NIT-Raipur,Electrical Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,31094.0,40619.0,40619.0,0.0,2021
NIT,NIT-Raipur,Electronics and Communication Engineering,GEN,OS,Gender-Neutral,1,4 Years,B.Tech,2021,11261.0,15108.0,15108.0,0.0,2021
NIT,NIT-Silchar,Civil Engineering,GEN,OS,Female-Only,1,4 Years,B.Tech,2021,39732.0,42806.0,42806.0,0.0,2021
IIT,IIT-Roorkee,Architecture,SC,AI,Gender-Neutral,1,5 Years,B.Arch,2021,2207.0,3289.0,3289.0,0.0,2021
IIT,IIT-Madras,Metallurgical and Materials Engineering,SC,AI,Gender-Neutral,2,4 Years,B.Tech,2021,1385.0,1473.0,1473.0,0.0,2021
IIT,IIT-Bombay,Engineering Physics,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,347.0,1290.0,1290.0,0.0,2019
IIT,IIT-Kanpur,Chemical Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,2152.0,3430.0,3430.0,0.0,2019
IIT,IIT-Kanpur,Electrical Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,431.0,994.0,994.0,0.0,2019
NIT,NIT-Jalandhar,Electronics and Communication Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,14942.0,18724.0,18724.0,0.0,2019
NIT,NIT-Jaipur,Civil Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,17128.0,24422.0,24422.0,0.0,2019
NIT,NIT-Bhopal,Electronics and Communication Engineering,GEN,OS,Female-Only,7,4 Years,B.Tech,2019,12886.0,16571.0,16571.0,0.0,2019
IIT,IIT-Kharagpur,Civil Engineering,GEN-EWS,AI,Female-Only,1,4 Years,B.Tech,2021,1815.0,1815.0,1815.0,0.0,2021
IIT,IIT-Indore,Electrical Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,495.0,514.0,514.0,0.0,2021
IIT,IIT-Kharagpur,Physics,OBC-NCL,AI,Female-Only,1,4 Years,BSc,2021,7071.0,7396.0,7396.0,0.0,2021
IIT,IIT-Bhubaneswar,Electronics and Communication Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,1085.0,1458.0,1458.0,0.0,2021
IIT,IIT-Mandi,Bio Engineering,OBC-NCL,AI,Female-Only,1,5 Years,B.Tech + M.Tech (IDD),2021,8967.0,8967.0,8967.0,0.0,2021
IIT,IIT-Palakkad,Computer Science and Engineering,OBC-NCL,AI,Female-Only,1,4 Years,B.Tech,2021,3417.0,4057.0,4057.0,0.0,2021
IIT,IIT-Roorkee,Chemical Sciences,OBC-NCL,AI,Gender-Neutral,2,5 Years,BS + MS (IDD),2021,3307.0,4518.0,4518.0,0.0,2021
IIT,IIT-Madras,Biological Sciences,GEN,AI,Gender-Neutral,1,5 Years,BS + MS (IDD),2021,7636.0,9887.0,9887.0,0.0,2021
IIT,IIT-Madras,Biological Sciences,GEN,AI,Female-Only,1,5 Years,BS + MS (IDD),2021,11687.0,14429.0,14429.0,0.0,2021
IIT,IIT-Madras,Civil Engineering,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,8145.0,11299.0,11299.0,0.0,2021
NIT,NIT-Allahabad,Bio Technology,OBC-NCL,OS,Gender-Neutral,1,4 Years,B.Tech,2021,8738.0,10376.0,10376.0,0.0,2021
NIT,NIT-Hamirpur,Chemical Engineering,OBC-NCL,OS,Gender-Neutral,1,4 Years,B.Tech,2021,7590.0,9599.0,9599.0,0.0,2021
NIT,NIT-Jamshedpur,Electronics and Communication Engineering,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,7819.0,8127.0,8127.0,0.0,2021
NIT,NIT-Manipur,Computer Science and Engineering,OBC-NCL,OS,Gender-Neutral,1,4 Years,B.Tech,2021,5927.0,7022.0,7022.0,0.0,2021
NIT,NIT-Jalandhar,Industrial and Production Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,43065.0,59612.0,59612.0,0.0,2021
NIT,NIT-Durgapur,Computer Science and Engineering,GEN,OS,Gender-Neutral,1,4 Years,B.Tech,2021,3326.0,6548.0,6548.0,0.0,2021
NIT,NIT-Sikkim,Electronics and Communication Engineering,GEN,OS,Female-Only,1,4 Years,B.Tech,2021,37083.0,37083.0,37083.0,0.0,2021
IIT,IIT-Kharagpur,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management,SC,AI,Gender-Neutral,1,5 Years,B.Tech + M.Tech (IDD),2021,1882.0,1975.0,1975.0,0.0,2021
IIT,IIT-Kharagpur,Metallurgical and Materials Engineering,SC,AI,Gender-Neutral,1,5 Years,B.Tech + M.Tech (IDD),2021,1633.0,1965.0,1965.0,0.0,2021
IIT,IIT-Tirupati,Computer Science and Engineering,SC,AI,Female-Only,1,4 Years,B.Tech,2021,1003.0,1320.0,1320.0,0.0,2021
IIT,IIT-Roorkee,Electronics and Communication Engineering,SC,AI,Female-Only,2,4 Years,B.Tech,2021,855.0,1020.0,1020.0,0.0,2021
IIT,IIT-Delhi,Electrical Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,795.0,1676.0,1676.0,0.0,2019
IIT,IIT-Kharagpur,Mining Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,12029.0,12864.0,12864.0,0.0,2019
IIT,IIT-(BHU) Varanasi,Ceramic Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,8335.0,10448.0,10448.0,0.0,2019
NIT,NIT-Meghalaya,Electronics and Communication Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,20875.0,27032.0,27032.0,0.0,2019
NIT,NIT-Raipur,Bio Technology,GEN,OS,Female-Only,7,4 Years,B.Tech,2019,40534.0,44889.0,44889.0,0.0,2019
NIT,NIT-Rourkela,Metallurgical and Materials Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,26966.0,32750.0,32750.0,0.0,2019
IIT,IIT-Bombay,Chemical Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,320.0,413.0,413.0,0.0,2021
IIT,IIT-Indore,Mechanical Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,709.0,964.0,964.0,0.0,2021
IIT,IIT-Patna,Electrical and Electronics Engineering,GEN-EWS,AI,Female-Only,1,4 Years,B.Tech,2021,1756.0,2259.0,2259.0,0.0,2021
IIT,IIT-Roorkee,Computer Science and Engineering,GEN-EWS,AI,Gender-Neutral,2,4 Years,B.Tech,2021,60.0,80.0,80.0,0.0,2021
IIT,IIT-Roorkee,Mathematics & Computing,GEN-EWS,AI,Female-Only,2,5 Years,BS + MS (IDD),2021,623.0,623.0,623.0,0.0,2021
IIT,IIT-Kharagpur,Computer Science and Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,53.0,160.0,160.0,0.0,2021
IIT,IIT-Kanpur,Chemical Engineering,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,5596.0,7461.0,7461.0,0.0,2021
IIT,IIT-Bombay,Economics,GEN,AI,Gender-Neutral,2,4 Years,BSc,2021,749.0,1910.0,1910.0,0.0,2021
IIT,IIT-Kharagpur,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management,GEN,AI,Gender-Neutral,2,5 Years,B.Tech + M.Tech (IDD),2021,3990.0,4779.0,4779.0,0.0,2021
NIT,NIT-Bhopal,Materials Science and Metallurgical Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,10738.0,12251.0,12251.0,0.0,2021
NIT,NIT-Patna,Mechanical Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,8188.0,9788.0,9788.0,0.0,2021
NIT,NIT-Puducherry,Electrical and Electronics Engineering,OBC-NCL,HS,Female-Only,1,4 Years,B.Tech,2021,49774.0,49847.0,49847.0,0.0,2021
NIT,NIT-Puducherry,Electrical and Electronics Engineering,OBC-NCL,OS,Gender-Neutral,1,4 Years,B.Tech,2021,7934.0,8358.0,8358.0,0.0,2021
NIT,NIT-Jaipur,Architecture,GEN,HS,Gender-Neutral,1,5 Years,B.Arch,2021,286.0,1492.0,1492.0,0.0,2021
NIT,NIT-Allahabad,Computer Science and Engineering,GEN,OS,Gender-Neutral,1,4 Years,B.Tech,2021,408.0,2362.0,2362.0,0.0,2021
NIT,NIT-Nagaland,Electronics and Instrumentation Engineering,GEN,OS,Female-Only,1,4 Years,B.Tech,2021,41074.0,43924.0,43924.0,0.0,2021
NIT,NIT-Silchar,Computer Science and Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,7291.0,23307.0,23307.0,0.0,2021
IIT,IIT-Delhi,Materials Engineering,SC,AI,Gender-Neutral,1,4 Years,B.Tech,2021,1249.0,1304.0,1304.0,0.0,2021
IIT,IIT-Bombay,Aerospace Engineering,SC,AI,Female-Only,2,4 Years,B.Tech,2021,136.0,395.0,395.0,0.0,2021
IIT,IIT-Kharagpur,Biotechnology and Biochemical Engineering,SC,AI,Female-Only,2,4 Years,B.Tech,2021,2567.0,2567.0,2567.0,0.0,2021
IIT,IIT-Kanpur,Statistics and Data Science,SC,AI,Gender-Neutral,2,4 Years,BSc,2021,407.0,655.0,655.0,0.0,2021
IIT,IIT-Roorkee,Biosciences and Bioengineering,SC,AI,Gender-Neutral,2,4 Years,B.Tech,2021,1786.0,1929.0,1929.0,0.0,2021
IIT,IIT-Kharagpur,Manufacturing Science and Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,3880.0,4990.0,4990.0,0.0,2019
IIT,IIT-Kanpur,Mechanical Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,3390.0,6033.0,6033.0,0.0,2019
NIT,NIT-Calicut,Production Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,28745.0,42435.0,42435.0,0.0,2019
NIT,NIT-Durgapur,Electronics and Communication Engineering,GEN,OS,Female-Only,7,4 Years,B.Tech,2019,13844.0,18662.0,18662.0,0.0,2019
NIT,NIT-Arunachal-Pradesh,Mechanical Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,272655.0,527192.0,527192.0,0.0,2019
NIT,NIT-Mizoram,Electrical and Electronics Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,36586.0,40170.0,40170.0,0.0,2019
IIT,IIT-Roorkee,Production and Industrial Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,831.0,924.0,924.0,0.0,2021
IIT,IIT-Palakkad,Mechanical Engineering,GEN-EWS,AI,Female-Only,1,4 Years,B.Tech,2021,3784.0,3784.0,3784.0,0.0,2021
IIT,IIT-Delhi,Mathematics and Computing,GEN-EWS,AI,Female-Only,2,4 Years,B.Tech,2021,147.0,230.0,230.0,0.0,2021
IIT,IIT-Dharwad,Engineering Physics,OBC-NCL,AI,Female-Only,1,4 Years,B.Tech,2021,7730.0,7730.0,7730.0,0.0,2021
IIT,IIT-(BHU) Varanasi,Mining Engineering,OBC-NCL,AI,Female-Only,1,5 Years,B.Tech + M.Tech (IDD),2021,9024.0,9024.0,9024.0,0.0,2021
IIT,IIT-Bombay,Electrical Engineering,OBC-NCL,AI,Female-Only,2,4 Years,B.Tech,2021,368.0,706.0,706.0,0.0,2021
IIT,IIT-Delhi,Mathematics and Computing,GEN,AI,Gender-Neutral,1,5 Years,B.Tech + M.Tech (IDD),2021,327.0,376.0,376.0,0.0,2021
IIT,IIT-Kharagpur,Aerospace Engineering,GEN,AI,Female-Only,1,5 Years,B.Tech + M.Tech (IDD),2021,9583.0,10543.0,10543.0,0.0,2021
IIT,IIT-Kharagpur,Civil Engineering with any of the listed specialization,GEN,AI,Gender-Neutral,1,5 Years,B.Tech + M.Tech (IDD),2021,5804.0,6381.0,6381.0,0.0,2021
IIT,IIT-Roorkee,Metallurgical and Materials Engineering,GEN,AI,Gender-Neutral,1,4 Years,B.Tech,2021,5745.0,6343.0,6343.0,0.0,2021
IIT,IIT-Hyderabad,Engineering Science,GEN,AI,Female-Only,1,4 Years,B.Tech,2021,6027.0,6911.0,6911.0,0.0,2021
IIT,IIT-Hyderabad,Materials Science and Metallurgical Engineering,GEN,AI,Gender-Neutral,1,4 Years,B.Tech,2021,5537.0,7230.0,7230.0,0.0,2021
IIT,IIT-(BHU) Varanasi,Engineering Physics,GEN,AI,Gender-Neutral,1,5 Years,B.Tech + M.Tech (IDD),2021,6492.0,7196.0,7196.0,0.0,2021
IIT,IIT-Kharagpur,Architecture,GEN,AI,Gender-Neutral,2,5 Years,B.Arch,2021,8557.0,16824.0,16824.0,0.0,2021
NIT,NIT-Delhi,Electrical and Electronics Engineering,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,9676.0,11123.0,11123.0,0.0,2021
NIT,NIT-Durgapur,Electronics and Communication Engineering,OBC-NCL,HS,Female-Only,1,4 Years,B.Tech,2021,9597.0,19012.0,19012.0,0.0,2021
NIT,NIT-Nagaland,Civil Engineering,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,18882.0,18882.0,18882.0,0.0,2021
NIT,NIT-Jalandhar,Bio Technology,GEN,OS,Female-Only,1,4 Years,B.Tech,2021,29677.0,37856.0,37856.0,0.0,2021
NIT,NIT-Agartala,Biotechnology and Biochemical Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,75769.0,157765.0,157765.0,0.0,2021
NIT,NIT-Raipur,Electronics and Communication Engineering,GEN,HS,Female-Only,1,4 Years,B.Tech,2021,30299.0,37657.0,37657.0,0.0,2021
NIT,NIT-Mizoram,Civil Engineering,GEN,HS,Gender-Neutral,1,4 Years,B.Tech,2021,184253.0,420032.0,420032.0,0.0,2021
IIT,IIT-Guwahati,Civil Engineering,SC,AI,Female-Only,1,4 Years,B.Tech,2021,2601.0,2974.0,2974.0,0.0,2021
IIT,IIT-Hyderabad,Biomedical Engineering,SC,AI,Gender-Neutral,1,4 Years,B.Tech,2021,2169.0,2210.0,2210.0,0.0,2021
IIT,IIT-(ISM) Dhanbad,Civil Engineering,SC,AI,Female-Only,1,4 Years,B.Tech,2021,3141.0,3216.0,3216.0,0.0,2021
IIT,IIT-Kharagpur,Economics,SC,AI,Female-Only,2,4 Years,BSc,2021,3176.0,3176.0,3176.0,0.0,2021
IIT,IIT-Roorkee,Geophysical Technology,SC,AI,Gender-Neutral,2,5 Years,Int M.Tech,2021,2159.0,2534.0,2534.0,0.0,2021
IIT,IIT-Bombay,Electrical Engineering,GEN,AI,Female-Only,7,5 Years,B.Tech + M.Tech (IDD),2019,1252.0,2219.0,2219.0,0.0,2019
IIT,IIT-Delhi,Mathematics and Computing,GEN,AI,Gender-Neutral,7,5 Years,B.Tech + M.Tech (IDD),2019,243.0,378.0,378.0,0.0,2019
IIT,IIT-Kharagpur,Electronics and Electrical Communication Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,560.0,932.0,932.0,0.0,2019
IIT,IIT-Kharagpur,Industrial and Systems Engineering with M.Tech. in Industrial and SystemsEngineering and Management,GEN,AI,Female-Only,7,5 Years,B.Tech + M.Tech (IDD),2019,9731.0,9944.0,9944.0,0.0,2019
IIT,IIT-Kharagpur,Mechanical Engineering with M.Tech. in any of the listed specializations,GEN,AI,Female-Only,7,5 Years,B.Tech + M.Tech (IDD),2019,6129.0,7989.0,7989.0,0.0,2019
IIT,IIT-(ISM) Dhanbad,Computer Science and Engineering,GEN,AI,Gender-Neutral,7,4 Years,B.Tech,2019,1619.0,2856.0,2856.0,0.0,2019
IIT,IIT-(ISM) Dhanbad,Mining Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,15100.0,20194.0,20194.0,0.0,2019
IIT,IIT-Goa,Mathematics and Computing,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,9096.0,9096.0,9096.0,0.0,2019
NIT,NIT-Calicut,Electronics and Communication Engineering,GEN,HS,Female-Only,7,4 Years,B.Tech,2019,13922.0,19452.0,19452.0,0.0,2019
NIT,NIT-Karnataka-Surathkal,Civil Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,15155.0,28144.0,28144.0,0.0,2019
NIT,NIT-Raipur,Chemical Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,49136.0,61548.0,61548.0,0.0,2019
IIT,IIT-Bhubaneswar,Electrical Engineering and M.Tech Power Electronics and Drives,GEN-EWS,AI,Gender-Neutral,1,5 Years,B.Tech + M.Tech (IDD),2021,955.0,955.0,955.0,0.0,2021
IIT,IIT-Bombay,Chemistry,GEN-EWS,AI,Female-Only,2,4 Years,BSc,2021,2638.0,2638.0,2638.0,0.0,2021
IIT,IIT-Kharagpur,Mathematics and Computing,OBC-NCL,AI,Female-Only,1,4 Years,BSc,2021,1041.0,1696.0,1696.0,0.0,2021
IIT,IIT-Hyderabad,Engineering Science,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,1020.0,1575.0,1575.0,0.0,2021
IIT,IIT-Ropar,Electrical Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,1686.0,2190.0,2190.0,0.0,2021
IIT,IIT-Jodhpur,Electrical Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,1775.0,2573.0,2573.0,0.0,2021
IIT,IIT-(ISM) Dhanbad,Engineering Physics,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,3251.0,3821.0,3821.0,0.0,2021
IIT,IIT-Bombay,Mechanical Engineering,GEN,AI,Gender-Neutral,1,4 Years,B.Tech,2021,157.0,1217.0,1217.0,0.0,2021
IIT,IIT-Bhubaneswar,Civil Engineering and M.Tech in Transportation Engineering,GEN,AI,Gender-Neutral,1,5 Years,B.Tech + M.Tech (IDD),2021,11065.0,11274.0,11274.0,0.0,2021
IIT,IIT-(BHU) Varanasi,Architecture,GEN,AI,Female-Only,1,5 Years,B.Arch,2021,27603.0,29247.0,29247.0,0.0,2021
IIT,IIT-Kharagpur,Civil Engineering with any of the listed specialization,GEN,AI,Gender-Neutral,2,5 Years,B.Tech + M.Tech (IDD),2021,5804.0,6615.0,6615.0,0.0,2021
IIT,IIT-Kharagpur,Ocean Engineering and Naval Architecture,GEN,AI,Gender-Neutral,2,5 Years,B.Tech + M.Tech (IDD),2021,7503.0,8529.0,8529.0,0.0,2021
NIT,NIT-Goa,Civil Engineering,OBC-NCL,OS,Gender-Neutral,1,4 Years,B.Tech,2021,9338.0,10030.0,10030.0,0.0,2021
NIT,NIT-Hamirpur,Computer Science and Engineering,OBC-NCL,OS,Gender-Neutral,1,4 Years,B.Tech,2021,2181.0,2948.0,2948.0,0.0,2021
NIT,NIT-Karnataka-Surathkal,Information Technology,OBC-NCL,OS,Female-Only,1,4 Years,B.Tech,2021,1155.0,1620.0,1620.0,0.0,2021
NIT,NIT-Patna,Civil Engineering,OBC-NCL,HS,Female-Only,1,4 Years,B.Tech,2021,13936.0,15792.0,15792.0,0.0,2021
NIT,NIT-Raipur,Mechanical Engineering,OBC-NCL,HS,Female-Only,1,4 Years,B.Tech,2021,32393.0,35362.0,35362.0,0.0,2021
NIT,NIT-Kurukshetra,Electrical Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,5855.0,7996.0,7996.0,0.0,2021
NIT,NIT-Mizoram,Civil Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,193616.0,193616.0,193616.0,0.0,2021
NIT,NIT-Silchar,Computer Science and Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,6840.0,13266.0,13266.0,0.0,2021
NIT,NIT-Calicut,Architecture,GEN,OS,Female-Only,1,5 Years,B.Arch,2021,99.0,156.0,156.0,0.0,2021
NIT,NIT-Durgapur,Metallurgical and Materials Engineering,GEN,OS,Gender-Neutral,1,4 Years,B.Tech,2021,31973.0,34554.0,34554.0,0.0,2021
NIT,NIT-Mizoram,Electrical and Electronics Engineering,GEN,OS,Female-Only,1,4 Years,B.Tech,2021,42434.0,42434.0,42434.0,0.0,2021
IIT,IIT-Madras,Physics,SC,AI,Gender-Neutral,1,5 Years,BS + MS (IDD),2021,266.0,586.0,586.0,0.0,2021
IIT,IIT-Palakkad,Civil Engineering,SC,AI,Gender-Neutral,1,4 Years,B.Tech,2021,2324.0,2388.0,2388.0,0.0,2021
IIT,IIT-Kanpur,Economics,SC,AI,Female-Only,2,4 Years,BSc,2021,2730.0,3058.0,3058.0,0.0,2021
IIT,IIT-Delhi,Biotechnology and Biochemical Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,2512.0,6971.0,6971.0,0.0,2019
IIT,IIT-Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in anyof the listed specializations,GEN,AI,Gender-Neutral,7,5 Years,B.Tech + M.Tech (IDD),2019,936.0,1436.0,1436.0,0.0,2019
IIT,IIT-Indore,Computer Science and Engineering,GEN,AI,Female-Only,7,4 Years,B.Tech,2019,1816.0,2803.0,2803.0,0.0,2019
IIT,IIT-(BHU) Varanasi,Architecture,GEN,AI,Gender-Neutral,7,5 Years,B.Arch,2019,11197.0,22641.0,22641.0,0.0,2019
NIT,NIT-Bhopal,Mechanical Engineering,GEN,HS,Female-Only,7,4 Years,B.Tech,2019,21238.0,38109.0,38109.0,0.0,2019
NIT,NIT-Allahabad,Chemical Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,15751.0,18983.0,18983.0,0.0,2019
NIT,NIT-Allahabad,Computer Science and Engineering,GEN,HS,Female-Only,7,4 Years,B.Tech,2019,2612.0,8136.0,8136.0,0.0,2019
NIT,NIT-Calicut,Mechanical Engineering,GEN,HS,Gender-Neutral,7,4 Years,B.Tech,2019,13429.0,23778.0,23778.0,0.0,2019
NIT,NIT-Hamirpur,Electrical Engineering,GEN,HS,Female-Only,7,4 Years,B.Tech,2019,60830.0,63656.0,63656.0,0.0,2019
NIT,NIT-Rourkela,Mechanical Engineering,GEN,HS,Female-Only,7,4 Years,B.Tech,2019,14441.0,27430.0,27430.0,0.0,2019
NIT,NIT-Rourkela,Mechanical Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,6540.0,11825.0,11825.0,0.0,2019
NIT,NIT-Silchar,Electrical Engineering,GEN,OS,Gender-Neutral,7,4 Years,B.Tech,2019,17566.0,23469.0,23469.0,0.0,2019
IIT,IIT-Bhubaneswar,Computer Science and Engineering,GEN-EWS,AI,Gender-Neutral,1,4 Years,B.Tech,2021,257.0,292.0,292.0,0.0,2021
IIT,IIT-Dharwad,Mechanical Engineering,GEN-EWS,AI,Female-Only,1,4 Years,B.Tech,2021,3643.0,3643.0,3643.0,0.0,2021
IIT,IIT-(BHU) Varanasi,Chemical Engineering,GEN-EWS,AI,Female-Only,1,4 Years,B.Tech,2021,2666.0,3014.0,3014.0,0.0,2021
IIT,IIT-Kharagpur,Mining Engineering,OBC-NCL,AI,Gender-Neutral,1,5 Years,B.Tech + M.Tech (IDD),2021,3634.0,3899.0,3899.0,0.0,2021
IIT,IIT-Tirupati,Electrical Engineering,OBC-NCL,AI,Female-Only,1,4 Years,B.Tech,2021,4378.0,5441.0,5441.0,0.0,2021
IIT,IIT-(BHU) Varanasi,Mechanical Engineering,OBC-NCL,AI,Gender-Neutral,1,4 Years,B.Tech,2021,1428.0,2340.0,2340.0,0.0,2021
IIT,IIT-Delhi,Engineering and Computational Mechanics,OBC-NCL,AI,Female-Only,2,4 Years,B.Tech,2021,2719.0,3374.0,3374.0,0.0,2021
IIT,IIT-Kharagpur,Mining Safety Engineering,GEN,AI,Female-Only,1,5 Years,B.Tech + M.Tech (IDD),2021,18433.0,19316.0,19316.0,0.0,2021
IIT,IIT-Roorkee,Architecture,GEN,AI,Female-Only,1,5 Years,B.Arch,2021,17602.0,23113.0,23113.0,0.0,2021
IIT,IIT-Kharagpur,Civil Engineering with any of the listed specialization,GEN,AI,Female-Only,2,5 Years,B.Tech + M.Tech (IDD),2021,12480.0,14462.0,14462.0,0.0,2021
IIT,IIT-Kharagpur,Electrical Engineering,GEN,AI,Female-Only,2,4 Years,B.Tech,2021,3702.0,4376.0,4376.0,0.0,2021
NIT,NIT-Durgapur,Electronics and Communication Engineering,OBC-NCL,HS,Gender-Neutral,1,4 Years,B.Tech,2021,6196.0,10821.0,10821.0,0.0,2021
NIT,NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,OBC-NCL,HS,Female-Only,1,4 Years,B.Tech,2021,8467.0,9363.0,9363.0,0.0,2021
NIT,NIT-Kurukshetra,Electronics and Communication Engineering,OBC-NCL,HS,Female-Only,1,4 Years,B.Tech,2021,10137.0,10464.0,10464.0,0.0,2021
NIT,NIT-Allahabad,Chemical Engineering,GEN,HS,Female-Only,1,4 Years,B.Tech,2021,22629.0,22723.0,22723.0,0.0,2021
