College Code,College Name,Seat Category,Branch Code,Branch Name,Cutoff Rank
E006,"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru",GM,AI,Artificial Intelligence & Machine Learning,89891
E006,"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru",GM,CD,Computer Science & Engineering (Data Science),56170
E006,"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru",GM,CS,Computer Science & Engineering,107931
E006,"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru",GM,IC,Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),75282
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,AE,Aeronautical Engineering,95021
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,AI,Artificial Intelligence & Machine Learning,109229
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,CD,Computer Science & Engineering (Data Science),92944
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),111096
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,CS,Computer Science & Engineering,109518
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,EC,Electronics & Communicati on Engineering,62066
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,EE,Electrical & Electronics Engineering,70900
E009,"Angadi Institute of Technology and Management-Savagaon Road, Belagavi",GM,EC,Electronics & Communicati on Engineering,107672
E011,"APS College of Engineering-Kanakapura Road, Bengaluru",GM,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),94218
E011,"APS College of Engineering-Kanakapura Road, Bengaluru",GM,CS,Computer Science & Engineering,41643
E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,AI,Artificial Intelligence & Machine Learning,92297
E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,CD,Computer Science & Engineering (Data Science),111230
E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,CS,Computer Science & Engineering,85478
E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,EC,Electronics & Communicati on Engineering,110946
E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,IS,Information Science & Engineering,109052
E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,RA,Robotics & Automation,104693
E014,"Anuvartik Mirji Bharatesh Institute of Technology-Shindhollicross, Belagavi",GM,AI,Artificial Intelligence & Machine Learning,104513
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,AI,Artificial Intelligence & Machine Learning,30837
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,CS,Computer Science & Engineering,24582
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,EC,Electronics & Communicati on Engineering,37057
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,EE,Electrical & Electronics Engineering,62330
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,IS,Information Science & Engineering,31447
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,ME,Mechanical Engineering,108369
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,AR,Automation & Robotics Engineering,53894
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,BT,"Bio-
technology",106895
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,CA,Computer Science & Engineering (Artificial Intelligence),33066
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,CS,Computer Science & Engineering,31388
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,CV,Civil Engineering,111127
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,EC,Electronics & Communicati on Engineering,54028
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,EE,Electrical & Electronics Engineering,110581
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,ME,Mechanical Engineering,103984
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,VLS,VLSI,60902
E017,"Ballari Institute of Technology And Management-Near Allipura, Ballari",GM,AI,Artificial Intelligence & Machine Learning,86938
E017,"Ballari Institute of Technology And Management-Near Allipura, Ballari",GM,CA,Computer Science & Engineering (Artificial Intelligence),73490
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,AI,Artificial Intelligence & Machine Learning,12943
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,CD,Computer Science & Engineering (Data Science),10496
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,CS,Computer Science & Engineering,9177
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,CV,Civil Engineering,84998
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,EC,Electronics & Communicati on Engineering,19284
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,EE,Electrical & Electronics Engineering,29168
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,EI,Electronics & Instrumentati on Engineering,33853
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,ET,Electronics & Telecommu- nication Engineering,25329
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,IC,Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),13341
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,IS,Information Science & Engineering,15238
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,ME,Mechanical Engineering,53844
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,RI,Robotics & Artificial Intelligence,17065
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,VL,Electronics Engineering (VLSI Design & Technology),23687
E020,"Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru",GM,AI,Artificial Intelligence & Machine Learning,107728
E020,"Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru",GM,CD,Computer Science & Engineering (Data Science),103964
E020,"Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru",GM,CE,Computer Engineering,100965
E020,"Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru",GM,CS,Computer Science & Engineering,81326
E020,"Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru",GM,EC,Electronics & Communicati on Engineering,94248
E020,"Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru",GM,RI,Robotics & Artificial Intelligence,65090
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,AI,Artificial Intelligence & Machine Learning,111412
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,CD,Computer Science & Engineering (Data Science),111716
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,CS,Computer Science & Engineering,110850
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,EC,Electronics & Communicati on Engineering,101158
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,IS,Information Science & Engineering,106067
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",GM,AI,Artificial Intelligence & Machine Learning,103197
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",GM,CS,Computer Science & Engineering,92928
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",GM,EC,Electronics & Communicati on Engineering,108233
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",GM,IS,Information Science & Engineering,108363
E026,"BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura",GM,CA,Computer Science & Engineering (Artificial Intelligence),103425
E026,"BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura",GM,CS,Computer Science & Engineering,106797
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,AD,Artificial Intelligence & Data Science,4049
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,AI,Artificial Intelligence & Machine Learning,4569
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,BT,"Bio-
technology",30409
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,CB,Computer Science & Business Systems,4349
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,CD,Computer Science & Engineering (Data Science),3854
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,CH,Chemical Engineering,25041
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,CS,Computer Science & Engineering,3689
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,CV,Civil Engineering,31147
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,EC,Electronics & Communicati on Engineering,5302
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,IC,Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),4089
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,ME,Mechanical Engineering,13510
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,AI,Artificial Intelligence & Machine Learning,16633
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,CB,Computer Science & Business Systems,15601
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,CS,Computer Science & Engineering,14153
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,CV,Civil Engineering,68667
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,EC,Electronics & Communicati on Engineering,19346
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,EE,Electrical & Electronics Engineering,26385
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,ME,Mechanical Engineering,43026
E030,"Brindavan College of Engineering-Yelahanka, Bengaluru",GM,CV,Civil Engineering,6655
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,AD,Artificial Intelligence & Data Science,24251
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,AI,Artificial Intelligence & Machine Learning,22998
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,CD,Computer Science & Engineering (Data Science),19813
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),18611
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,CS,Computer Science & Engineering,18084
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,EC,Electronics & Communicati on Engineering,38765
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,IS,Information Science & Engineering,26492
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,AI,Artificial Intelligence & Machine Learning,59221
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,CD,Computer Science & Engineering (Data Science),58396
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,CS,Computer Science & Engineering,58952
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,EC,Electronics & Communicati on Engineering,111194
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,EE,Electrical & Electronics Engineering,98440
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,IC,Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),63549
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,ME,Mechanical Engineering,82604
E035,"Channabasaveshwara Institute of Technology- Gubbi, Tumakuru",GM,CS,Computer Science & Engineering,88016
E036,"Chanakya University-Devanahalli, Bengaluru Rural",GM,MAE,Mechanical & Aerospace Engineering,61373
E036,"Chanakya University-Devanahalli, Bengaluru Rural",GM,VL,Electronics Engineering (VLSI Design & Technology),48972
E037,"City Engineering College-Doddakalasandra, Bengaluru",GM,IC,Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),100851
E038,"Coorg Institute of Technology-Ponnampet, South Kodagu",GM,CS,Computer Science & Engineering,63276
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,CD,Computer Science & Engineering (Data Science),37213
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),34054
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,CS,Computer Science & Engineering,35187
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,CY,Computer Science & Engineering (Cyber Security),37819
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,EC,Electronics & Communicati on Engineering,46875
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,IC,Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),39604
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,IS,Information Science & Engineering,44072
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,ME,Mechanical Engineering,57162
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,AE,Aeronautical Engineering,21325
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,AI,Artificial Intelligence & Machine Learning,6201
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,AU,Automobile Engineering,37797
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,BT,"Bio-
technology",44710
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,CD,Computer Science & Engineering (Data Science),5740
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,CG,Computer Science & Design,7492
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,CH,Chemical Engineering,38499
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,CS,Computer Science & Engineering,5479
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,CV,Civil Engineering,40753
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,CY,Computer Science & Engineering (Cyber Security),6442
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,EC,Electronics & Communicati on Engineering,10951
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,EE,Electrical & Electronics Engineering,19099
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,ET,Electronics & Telecommu- nication Engineering,17797
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,IC,Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),6664
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,IS,Information Science & Engineering,7373
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,MD,Medical Electronics Engineering,50220
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,ME,Mechanical Engineering,34913
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,RI,Robotics & Artificial Intelligence,8006
E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",GM,AD,Artificial Intelligence & Data Science,102657
E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",GM,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),107604
E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",GM,CS,Computer Science & Engineering,111427
E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",GM,EC,Electronics & Communicati on Engineering,81250
E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",GM,EE,Electrical & Electronics Engineering,32466
E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",GM,IC,Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),33031
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,AE,Aeronautical Engineering,107317
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,AI,Artificial Intelligence & Machine Learning,45417
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,CB,Computer Science & Business Systems,59929
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,CD,Computer Science & Engineering (Data Science),48747
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,CS,Computer Science & Engineering,42969
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,EC,Electronics & Communicati on Engineering,60654
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,ECV,Electronics and Communica- tion Engineering ( VLSI Design & Technology),82112
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,IS,Information Science & Engineering,60782
E043,"Yenepoya Institute of Technology formerly known as Dr. M V Shetty Institute of Technology-
Moodbidri, Mangaluru",GM,AI,Artificial Intelligence & Machine Learning,89103
E045,"Dr H N National College Of Engineering-Jayanagar, Bengaluru",GM,AD,Artificial Intelligence & Data Science,106828
E045,"Dr H N National College Of Engineering-Jayanagar, Bengaluru",GM,CS,Computer Science & Engineering,99127
E045,"Dr H N National College Of Engineering-Jayanagar, Bengaluru",GM,IS,Information Science & Engineering,83887
E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",GM,CD,Computer Science & Engineering (Data Science),104956
E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",GM,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),110249
E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",GM,CS,Computer Science & Engineering,87819
E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",GM,EC,Electronics & Communicati on Engineering,74935
E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",GM,IC,Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),110484
E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",GM,IS,Information Science & Engineering,108885
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,AI,Artificial Intelligence & Machine Learning,108498
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),64384
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,CS,Computer Science & Engineering,88757
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,EC,Electronics & Communicati on Engineering,69091
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,EE,Electrical & Electronics Engineering,108308
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,ME,Mechanical Engineering,104180
E049,"Garden City University-Old Madras Road, Bengaluru",GM,CN,Computer Science & Technology,79136
E049,"Garden City University-Old Madras Road, Bengaluru",GM,CS,Computer Science & Engineering,106127
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,AD,Artificial Intelligence & Data Science,80207
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,AE,Aeronautical Engineering,76592
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,AI,Artificial Intelligence & Machine Learning,63167
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),79288
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,CS,Computer Science & Engineering,75438
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,CV,Civil Engineering,104120
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,EC,Electronics & Communicati on Engineering,111800
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,EE,Electrical & Electronics Engineering,91719
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,IS,Information Science & Engineering,101196
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,ME,Mechanical Engineering,94278
E051,"GM Institute of Technology-P B Road, Davangere",GM,CS,Computer Science & Engineering,78310
E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",GM,CD,Computer Science & Engineering (Data Science),90783
E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",GM,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),110929
E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",GM,CS,Computer Science & Engineering,101116
E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",GM,EC,Electronics & Communicati on Engineering,90597
E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",GM,AD,Artificial Intelligence & Data Science,69950
E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",GM,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),52101
E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",GM,CS,Computer Science & Engineering,48397
E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",GM,EC,Electronics & Communicati on Engineering,110904
E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",GM,IS,Information Science & Engineering,71549
E058,"Sri Jayachamarajendra College of Engineering constituent college of JSS Science and Technology
University-Manasagangothri, Mysuru",GM,CS,Computer Science & Engineering,4752
E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",GM,AI,Artificial Intelligence & Machine Learning,101886
E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",GM,CD,Computer Science & Engineering (Data Science),104928
E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",GM,CS,Computer Science & Engineering,101301
E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",GM,EC,Electronics & Communicati on Engineering,75336
E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",GM,IS,Information Science & Engineering,85433
E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",GM,RI,Robotics & Artificial Intelligence,100557
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),37474
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,CS,Computer Science & Engineering,36550
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,CV,Civil Engineering,78471
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,EC,Electronics & Communicati on Engineering,56738
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,EI,Electronics & Instrumentati on Engineering,82291
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,IS,Information Science & Engineering,44529
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,ME,Mechanical Engineering,97000
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,RA,Robotics & Automation,51021
E061,JSS Science and Technology University-Mysuru,GM,BT,"Bio-
technology",98365
E061,JSS Science and Technology University-Mysuru,GM,CB,Computer Science & Business Systems,18824
E061,JSS Science and Technology University-Mysuru,GM,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),13641
E061,JSS Science and Technology University-Mysuru,GM,CS,Computer Science & Engineering,12996
E061,JSS Science and Technology University-Mysuru,GM,CV,Civil Engineering,109696
E061,JSS Science and Technology University-Mysuru,GM,IS,Information Science & Engineering,19312
E061,JSS Science and Technology University-Mysuru,GM,ME,Mechanical Engineering,56635
E062,"Jain College of Engineering-T.S Nagar, Belagavi",GM,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),96545
E062,"Jain College of Engineering-T.S Nagar, Belagavi",GM,CS,Computer Science & Engineering,110288
E062,"Jain College of Engineering-T.S Nagar, Belagavi",GM,EC,Electronics & Communicati on Engineering,79925
E064,"Jain College of Engineering and Research-Udyambag, Belagavi",GM,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),110588
E064,"Jain College of Engineering and Research-Udyambag, Belagavi",GM,CS,Computer Science & Engineering,110996
E064,"Jain College of Engineering and Research-Udyambag, Belagavi",GM,EC,Electronics & Communicati on Engineering,77514
E065,"KLE Technological University  Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and
Technology-Udyambag, Belagavi",GM,CA,Computer Science & Engineering (Artificial Intelligence),69481
E065,"KLE Technological University  Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and
Technology-Udyambag, Belagavi",GM,CH,Chemical Engineering,94423
E065,"KLE Technological University  Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and
Technology-Udyambag, Belagavi",GM,CS,Computer Science & Engineering,79727
E065,"KLE Technological University  Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and
Technology-Udyambag, Belagavi",GM,EC,Electronics & Communicati on Engineering,94385
E065,"KLE Technological University  Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and
Technology-Udyambag, Belagavi",GM,EE,Electrical & Electronics Engineering,94755
