College Code,College Name,Seat Category,Branch Code,Branch Name,Cutoff Rank
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",GM,ET,Electronics & Telecommunicati on Engineering,9112
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",GM,IM,Industrial Engineering & Management,93650
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",GM,IS,Information Science & Engineering,3115
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",GM,MD,Medical Electronics Engineering,65186
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",GM,ME,Mechanical Engineering,26545
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",KKR,AI,Artificial Intelligence & Machine Learning,7073
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",KKR,AS,Aerospace Engineering,76076
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",KKR,BT,Biotechnology,73147
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",KKR,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),7815
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",KKR,CS,Computer Science & Engineering,3383
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",KKR,CV,Civil Engineering,89944
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",KKR,CY,Computer Science & Engineering (Cyber Security),12778
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",KKR,EC,Electronics & Communication Engineering,10929
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",KKR,EE,Electrical & Electronics Engineering,26576
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",KKR,EI,Electronics & Instrumentation Engineering,21114
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",KKR,ET,Electronics & Telecommunicati on Engineering,11470
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",KKR,IM,Industrial Engineering & Management,88553
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",KKR,IS,Information Science & Engineering,7776
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",KKR,MD,Medical Electronics Engineering,77118
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar,
Bengaluru",KKR,ME,Mechanical Engineering,68711
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,CA,Computer Science & Engineering (Artificial Intelligence),99162
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,CB,Computer Science & Business Systems,82566
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,CD,Computer Science & Engineering (Data Science),91255
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,CE,Computer Engineering,83748
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),84628
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,CO,Computer Science & Engineering (IOT),99811
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,CS,Computer Science & Engineering,91204
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,EC,Electronics & Communication Engineering,99974
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,IS,Information Science & Engineering,98310
E079,"Malnad College of Engineering-Rangoli Halla, Hassan",GM,CB,Computer Science & Business Systems,79568
E079,"Malnad College of Engineering-Rangoli Halla, Hassan",GM,CI,Computer Science & Engineering (Artificial Intelligence & Machine Learning),54392
E079,"Malnad College of Engineering-Rangoli Halla, Hassan",GM,CS,Computer Science & Engineering,77630
