iter	RMSE
267	0.01288440794
268	0.01284538855
269	0.0127981754
270	0.01273710388
271	0.0127010519
272	0.01266102473
273	0.01262612335
274	0.01258871671
275	0.01254836084
276	0.01249267079
277	0.01245487764
278	0.01241179506
279	0.01233406639
280	0.01229279452
281	0.0122512787
282	0.01221019916
283	0.01216315544
284	0.01210657084
285	0.01205326633
286	0.01202727422
287	0.01198534528
288	0.01193178189
289	0.01189793288
290	0.01186700231
291	0.01182528883
292	0.01178590012
293	0.01174395316
294	0.01171484674
295	0.01168134529
296	0.01165374779
297	0.01161965003
298	0.01158341247
299	0.01154840268
300	0.01152453876
301	0.0114576299
302	0.01141047497
303	0.01137988038
304	0.01132810069
305	0.01130170655
306	0.01127580517
307	0.01123964483
308	0.01121355078
309	0.01118815398
310	0.01114320915
311	0.01110961543
312	0.01107987819
313	0.01102883939
314	0.0109939252
315	0.01096779429
316	0.0109286079
317	0.01089605091
318	0.01085530121
319	0.01080124377
320	0.01077857736
321	0.01075666769
322	0.01072250998
323	0.01068571413
324	0.01064960602
325	0.01062074026
326	0.01059544049
327	0.01057590992
328	0.01054455512
329	0.01052304371
330	0.01049311274
331	0.01046672058
332	0.01045006659
333	0.01039102257
334	0.01035087701
335	0.01030802108
336	0.01027729688
337	0.01024923128
338	0.01022008769
339	0.01019716365
340	0.01015009383
341	0.01009762802
342	0.01007859378
343	0.01005152292
344	0.01003502567
345	0.01001833291
346	0.00999007258
347	0.009971453871
348	0.009952092841
349	0.009910491846
350	0.009898292448
351	0.009863737675
352	0.009840458291
353	0.009807692499
354	0.009777529014
355	0.009758478633
356	0.009719209644
357	0.009683598421
358	0.009671384548
359	0.009650302417
360	0.009617000869
361	0.009584088407
362	0.009560529821
363	0.009547991735
364	0.009535595338
365	0.009505061978
366	0.009485207023
367	0.009470095103
368	0.009453844176
369	0.009422463604
370	0.009396529042
371	0.009365368231
372	0.009322908164
373	0.009305366308
374	0.009274645156
375	0.009257793341
376	0.009231104457
377	0.009206765023
378	0.009186965736
379	0.009165630941
380	0.009136990624
381	0.009107773607
382	0.009085566594
383	0.009066042095
384	0.009055748263
385	0.009028612919
386	0.009013543852
387	0.008997315213
388	0.008971551339
389	0.008952534894
390	0.008931948079
391	0.008922253481
392	0.008895746082
393	0.008875725745
394	0.008849329687
395	0.00880993171
396	0.008789770967
397	0.008778668135
398	0.008766033971
399	0.008744227235
400	0.008717845977
401	0.008706208211
402	0.008672507646
403	0.008647252265
404	0.008622353416
405	0.00860613823
406	0.008580962466
407	0.008554168176
408	0.008519793168
409	0.008500220303
410	0.008484129426
411	0.008471224413
412	0.008455356066
413	0.008440001275
414	0.008428745339
415	0.00840935501
416	0.008380966619
417	0.008355417059
418	0.008344215192
419	0.008322308498
420	0.008296455244
421	0.008288374303
422	0.008279318786
423	0.008256818843
424	0.008234189526
425	0.00821725824
426	0.008203745174
427	0.008189928799
428	0.008173919757
429	0.008153741242
430	0.008135164757
431	0.008107176147
432	0.008093687488
433	0.008072381928
434	0.008055437612
435	0.008023256573
