institute_short,program_name,category,quota,pool,round_no,closing_rank_avg,closing_rank_std,latest_recorded_year
NIT-Karnataka-Surathkal,Mechanical Engineering,GEN-PWD,HS,Female-Only,7,1144.0,0.0,2019
IIT-Kharagpur,Mechanical Engineering,ST,AI,Gender-Neutral,7,173.5,37.476659402887016,2018
NIT-Karnataka-Surathkal,Information Technology,GEN-EWS,HS,Female-Only,6,8752.0,0.0,2020
NIT-Raipur,Bio Technology,GEN-EWS,OS,Gender-Neutral,6,8096.0,0.0,2020
IIT-Bhilai,Computer Science and Engineering,GEN-PWD,AI,Gender-Neutral,7,145.0,0.0,2019
NIT-Kurukshetra,Computer Engineering,GEN-PWD,HS,Gender-Neutral,7,242.0,0.0,2019
NIT-Uttarakhand,Electronics and Communication Engineering,OBC-NCL,HS,Gender-Neutral,6,45756.0,0.0,2016
NIT-Warangal,Computer Science and Engineering,OBC-NCL,OS,Gender-Neutral,6,358.0,0.0,2016
NIT-Andhra-Pradesh,Civil Engineering,GEN,OS,Gender-Neutral,6,27472.0,0.0,2016
NIT-Durgapur,Computer Science and Engineering,GEN-PWD,OS,Gender-Neutral,7,185.0,0.0,2019
NIT-Karnataka-Surathkal,Information Technology,GEN-PWD,HS,Gender-Neutral,7,525.0,0.0,2019
NIT-Kurukshetra,Electronics and Communication Engineering,GEN-PWD,OS,Female-Only,7,574.0,0.0,2019
NIT-Nagpur,Mining Engineering,SC,HS,Gender-Neutral,6,3566.0,0.0,2016
NIT-Andhra-Pradesh,Computer Science and Engineering,SC,HS,Gender-Neutral,6,2300.0,0.0,2016
NIT-Warangal,Metallurgical and Materials Engineering,GEN,OS,Gender-Neutral,6,19052.0,0.0,2016
NIT-Calicut,Computer Science and Engineering,GEN-EWS,OS,Gender-Neutral,6,627.0,0.0,2020
NIT-Karnataka-Surathkal,Mining Engineering,GEN-EWS,HS,Gender-Neutral,6,6923.0,0.0,2020
NIT-Jamshedpur,Electrical Engineering,GEN-EWS,HS,Gender-Neutral,6,4955.0,0.0,2020
NIT-Kurukshetra,Mechanical Engineering,GEN-EWS,OS,Female-Only,6,6576.0,0.0,2020
IIT-Roorkee,Electronics and Communication Engineering,GEN-PWD,AI,Gender-Neutral,7,43.0,5.291502622129181,2019
NIT-Allahabad,Electronics and Communication Engineering,GEN-PWD,OS,Female-Only,7,709.0,0.0,2019
NIT-Patna,Electronics and Communication Engineering,GEN-PWD,HS,Gender-Neutral,7,783.0,0.0,2019
NIT-Silchar,Computer Science and Engineering,GEN-PWD,HS,Gender-Neutral,7,1651.0,0.0,2019
NIT-Andhra-Pradesh,Mechanical Engineering,SC,OS,Gender-Neutral,6,4118.0,0.0,2016
NIT-Warangal,Civil Engineering,OBC-NCL,OS,Gender-Neutral,6,2714.0,0.0,2016
NIT-Andhra-Pradesh,Metallurgical and Materials Engineering,GEN,HS,Gender-Neutral,6,34656.0,0.0,2016
NIT-Uttarakhand,Mechanical Engineering,ST,HS,Gender-Neutral,6,5029.0,0.0,2016
NIT-Nagpur,Architecture,ST,HS,Gender-Neutral,6,218.0,0.0,2016
NIT-Nagaland,Civil Engineering,GEN-EWS,OS,Gender-Neutral,6,8580.0,0.0,2020
NIT-Rourkela,Electronics and Communication Engineering,GEN-EWS,OS,Gender-Neutral,6,810.0,0.0,2020
NIT-Rourkela,Industrial Design,GEN-EWS,HS,Gender-Neutral,6,16417.0,0.0,2020
NIT-Srinagar,Chemical Engineering,GEN-EWS,OS,Female-Only,6,9981.0,0.0,2020
IIT-Mandi,Mechanical Engineering,ST,AI,Female-Only,7,385.0,0.0,2018
IIT-Bhilai,Mechanical Engineering,ST,AI,Gender-Neutral,6,749.0,0.0,2016
NIT-Nagpur,Mechanical Engineering,ST,OS,Gender-Neutral,6,481.0,0.0,2016
NIT-Andhra-Pradesh,Computer Science and Engineering,ST,OS,Gender-Neutral,6,1381.0,0.0,2016
NIT-Durgapur,Civil Engineering,GEN-EWS,HS,Gender-Neutral,6,13066.0,0.0,2020
NIT-Kurukshetra,Electrical Engineering,GEN-EWS,OS,Gender-Neutral,6,2976.0,0.0,2020
NIT-Rourkela,Civil Engineering,GEN-EWS,HS,Gender-Neutral,6,11711.0,0.0,2020
NIT-Srinagar,Information Technology,GEN-EWS,OS,Gender-Neutral,6,4979.0,0.0,2020
NIT-Calicut,Electrical and Electronics Engineering,GEN-PWD,OS,Gender-Neutral,7,559.0,0.0,2019
IIT-Mandi,Civil Engineering,ST,AI,Female-Only,7,845.0,0.0,2018
IIT-Jodhpur,Mechanical Engineering,ST,AI,Female-Only,7,156.0,0.0,2018
NIT-Surat,Chemistry,GEN,HS,Gender-Neutral,6,55666.0,0.0,2016
NIT-Andhra-Pradesh,Mechanical Engineering,GEN,HS,Gender-Neutral,6,23190.0,0.0,2016
NIT-Durgapur,Chemistry,GEN-EWS,OS,Gender-Neutral,6,8150.0,0.0,2020
NIT-Karnataka-Surathkal,Civil Engineering,GEN-EWS,OS,Gender-Neutral,6,3337.0,0.0,2020
NIT-Jamshedpur,Electronics and Communication Engineering,GEN-EWS,HS,Gender-Neutral,6,3518.0,0.0,2020
NIT-Tiruchirappalli,Architecture,GEN-EWS,OS,Gender-Neutral,6,96.0,0.0,2020
IIT-Madras,Civil Engineering,GEN-PWD,AI,Gender-Neutral,7,101.0,12.543258481484518,2019
IIT-Jodhpur,Computer Science and Engineering,GEN-PWD,AI,Gender-Neutral,7,99.66666666666667,22.854612955229264,2019
NIT-Goa,Electronics and Communication Engineering,GEN-EWS,GO,Gender-Neutral,6,35727.0,0.0,2020
NIT-Hamirpur,Computer Science and Engineering,GEN-EWS,OS,Gender-Neutral,6,1723.5,85.55992052357225,2020
NIT-Karnataka-Surathkal,Electronics and Communication Engineering,GEN-EWS,OS,Gender-Neutral,6,673.0,0.0,2020
NIT-Kurukshetra,Civil Engineering,GEN-EWS,OS,Gender-Neutral,6,5448.0,0.0,2020
NIT-Durgapur,Computer Science and Engineering,GEN-EWS,HS,Female-Only,6,12935.0,0.0,2020
NIT-Karnataka-Surathkal,Metallurgical and Materials Engineering,GEN-EWS,OS,Gender-Neutral,6,3941.0,0.0,2020
NIT-Rourkela,Bio Technology,GEN-EWS,OS,Gender-Neutral,6,5748.0,0.0,2020
IIT-Hyderabad,Computer Science and Engineering,GEN-PWD,AI,Gender-Neutral,7,14.0,0.0,2019
NIT-Jamshedpur,Mechanical Engineering,GEN-PWD,HS,Gender-Neutral,7,2431.0,0.0,2019
NIT-Warangal,Bio Technology,GEN-PWD,OS,Gender-Neutral,7,135.0,0.0,2019
NIT-Andhra-Pradesh,Chemical Engineering,SC,OS,Gender-Neutral,6,4486.0,0.0,2016
NIT-Andhra-Pradesh,Civil Engineering,GEN,HS,Gender-Neutral,6,27536.0,0.0,2016
NIT-Calicut,Electrical and Electronics Engineering,GEN-EWS,OS,Gender-Neutral,6,2113.0,0.0,2020
NIT-Karnataka-Surathkal,Mechanical Engineering,GEN-EWS,OS,Gender-Neutral,6,1675.0,0.0,2020
NIT-Raipur,Chemical Engineering,GEN-EWS,OS,Female-Only,6,7559.0,0.0,2020
NIT-Kurukshetra,Information Technology,GEN-EWS,OS,Gender-Neutral,6,1119.0,0.0,2020
NIT-Silchar,Mechanical Engineering,GEN-EWS,OS,Gender-Neutral,6,5461.0,0.0,2020
IIT-Kanpur,Mathematics and Scientific Computing,GEN-PWD,AI,Gender-Neutral,7,99.5,75.66042558696059,2019
IIT-(ISM) Dhanbad,Mineral Engineering,SC,AI,Gender-Neutral,6,2047.0,0.0,2016
IIT-Madras,Naval Architecture and Ocean Engineering,ST,AI,Gender-Neutral,6,822.5,33.23401871576773,2016
IIT-Gandhinagar,Materials Science and Engineering,ST,AI,Gender-Neutral,6,969.0,0.0,2016
NIT-Nagpur,Computer Science and Engineering,ST,OS,Gender-Neutral,6,427.0,0.0,2016
NIT-Jaipur,Electrical Engineering,GEN-PWD,OS,Female-Only,7,1697.0,0.0,2019
NIT-Durgapur,Electronics and Communication Engineering,GEN-PWD,OS,Gender-Neutral,7,378.0,0.0,2019
NIT-Patna,Electrical Engineering,GEN-PWD,OS,Gender-Neutral,7,1115.0,0.0,2019
NIT-Silchar,Mechanical Engineering,GEN-PWD,OS,Gender-Neutral,7,1893.0,0.0,2019
NIT-Tiruchirappalli,Instrumentation and Control Engineering,GEN-PWD,OS,Gender-Neutral,7,265.0,0.0,2019
IIT-(ISM) Dhanbad,Environmental Engineering,ST,AI,Female-Only,7,749.0,0.0,2018
NIT-Warangal,Computer Science and Engineering,GEN,AP,Gender-Neutral,6,1458.0,0.0,2016
NIT-Nagpur,Electronics and Communication Engineering,GEN,OS,Gender-Neutral,6,5610.0,0.0,2016
NIT-Puducherry,Civil Engineering,GEN-EWS,OS,Gender-Neutral,6,6721.0,0.0,2020
NIT-Goa,Computer Science and Engineering,GEN-EWS,GO,Gender-Neutral,6,9400.0,0.0,2020
NIT-Silchar,Mechanical Engineering,GEN-EWS,HS,Female-Only,6,20776.0,0.0,2020
NIT-Srinagar,Electronics and Communication Engineering,GEN-EWS,OS,Gender-Neutral,6,6281.0,0.0,2020
IIT-Madras,Mechanical Engineering,GEN-PWD,AI,Gender-Neutral,7,88.0,46.427362621626486,2019
NIT-Andhra-Pradesh,Chemical Engineering,ST,HS,Gender-Neutral,6,1876.0,0.0,2016
NIT-Andhra-Pradesh,Metallurgical and Materials Engineering,ST,OS,Gender-Neutral,6,1083.0,0.0,2016
NIT-Patna,Electrical Engineering,GEN-EWS,OS,Female-Only,6,6236.0,0.0,2020
NIT-Kurukshetra,Mechanical Engineering,GEN-EWS,HS,Female-Only,6,12905.0,0.0,2020
NIT-Srinagar,Computer Science and Engineering,GEN-EWS,OS,Gender-Neutral,6,3856.0,0.0,2020
IIT-Kanpur,Aerospace Engineering,GEN-PWD,AI,Gender-Neutral,7,128.66666666666666,24.583192089989726,2019
NIT-Silchar,Electronics and Instrumentation Engineering,GEN-PWD,OS,Gender-Neutral,7,2740.0,0.0,2019
IIT-Palakkad,Mechanical Engineering,ST,AI,Female-Only,7,338.0,0.0,2018
NIT-Nagpur,Computer Science and Engineering,SC,HS,Gender-Neutral,6,679.0,0.0,2016
IIT-Bombay,Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering,OBC-NCL,AI,Gender-Neutral,6,1885.0,0.0,2016
NIT-Surat,Mathematics,ST,HS,Gender-Neutral,6,9468.0,0.0,2016
NIT-Calicut,Engineering Physics,GEN-EWS,HS,Gender-Neutral,6,12129.0,0.0,2020
NIT-Durgapur,Computer Science and Engineering,GEN-EWS,OS,Female-Only,6,2871.0,0.0,2020
NIT-Raipur,Civil Engineering,GEN-EWS,OS,Gender-Neutral,6,6527.0,0.0,2020
NIT-Calicut,Production Engineering,GEN-PWD,OS,Gender-Neutral,7,2633.0,0.0,2019
NIT-Surat,Computer Engineering,SC,HS,Gender-Neutral,6,1300.0,0.0,2016
NIT-Nagpur,Civil Engineering,SC,OS,Gender-Neutral,6,2010.0,0.0,2016
NIT-Warangal,Bio Technology,OBC-NCL,OS,Gender-Neutral,6,8576.0,0.0,2016
NIT-Uttarakhand,Electronics and Communication Engineering,ST,HS,Gender-Neutral,6,4363.0,0.0,2016
NIT-Hamirpur,Chemical Engineering,GEN-EWS,HS,Gender-Neutral,6,25499.0,0.0,2020
NIT-Hamirpur,Chemical Engineering,GEN-EWS,HS,Female-Only,6,27861.0,0.0,2020
NIT-Jamshedpur,Civil Engineering,GEN-EWS,OS,Female-Only,6,7925.0,0.0,2020
IIT-Kharagpur,Mathematics and Computing,GEN-PWD,AI,Gender-Neutral,7,86.0,25.45584412271571,2019
IIT-Madras,Chemical Engineering,GEN-PWD,AI,Gender-Neutral,7,104.0,31.11269837220809,2019
NIT-Jamshedpur,Computer Science and Engineering,GEN-PWD,HS,Gender-Neutral,7,469.0,0.0,2019
NIT-Warangal,Mechanical Engineering,GEN-PWD,OS,Gender-Neutral,7,190.0,0.0,2019
NIT-Surat,Electronics and Communication Engineering,SC,HS,Gender-Neutral,6,8829.0,0.0,2016
IIT-Roorkee,Polymer Science and Engineering,ST,AI,Gender-Neutral,6,1037.0,0.0,2016
IIT-Patna,Chemical Engineering,ST,AI,Gender-Neutral,6,939.0,0.0,2016
NIT-Nagpur,Metallurgical and Materials Engineering,ST,HS,Gender-Neutral,6,2748.0,0.0,2016
NIT-Hamirpur,Electrical Engineering,GEN-PWD,HS,Gender-Neutral,7,751.0,0.0,2019
NIT-Warangal,Electronics and Communication Engineering,GEN-PWD,OS,Gender-Neutral,7,113.0,0.0,2019
NIT-Warangal,Electrical and Electronics Engineering,SC,OS,Gender-Neutral,6,718.0,0.0,2016
NIT-Surat,Mathematics,ST,OS,Gender-Neutral,6,2161.0,0.0,2016
NIT-Calicut,Bio Technology,GEN-EWS,OS,Gender-Neutral,6,6851.0,0.0,2020
NIT-Patna,Mechanical Engineering,GEN-EWS,OS,Gender-Neutral,6,5763.0,0.0,2020
NIT-Tiruchirappalli,Architecture,GEN-EWS,HS,Female-Only,6,371.0,0.0,2020
NIT-Kurukshetra,Information Technology,GEN-PWD,OS,Gender-Neutral,7,209.0,0.0,2019
IIT-Kharagpur,Agricultural and Food Engineering with M.Tech. in any of the listed specializations,ST,AI,Gender-Neutral,7,645.0,403.0508652763321,2018
IIT-Patna,Electrical Engineering,SC,AI,Gender-Neutral,6,1130.0,0.0,2016
NIT-Nagpur,Mining Engineering,GEN,OS,Gender-Neutral,6,27673.0,0.0,2016
IIT-Kanpur,Electrical Engineering,GEN-PWD,AI,Female-Only,7,34.0,0.0,2019
NIT-Tiruchirappalli,Metallurgical and Materials Engineering,SC,OS,Gender-Neutral,6,3254.0,0.0,2016
NIT-Tiruchirappalli,Production Engineering,OBC-NCL,OS,Gender-Neutral,6,5280.0,0.0,2016
IIT-Patna,Electrical Engineering,GEN,AI,Gender-Neutral,6,5518.0,0.0,2016
NIT-Warangal,Chemical Engineering,GEN,AP,Gender-Neutral,6,14588.0,0.0,2016
NIT-Surat,Physics,GEN,HS,Gender-Neutral,6,51470.0,0.0,2016
NIT-Kurukshetra,Computer Engineering,GEN-EWS,HS,Gender-Neutral,6,1318.0,0.0,2020
NIT-Kurukshetra,Mechanical Engineering,GEN-EWS,OS,Gender-Neutral,6,3688.0,0.0,2020
NIT-Rourkela,Metallurgical and Materials Engineering,GEN-EWS,OS,Gender-Neutral,6,5927.0,1441.083620058184,2020
NIT-Bhopal,Materials Science and Metallurgical Engineering,GEN-PWD,HS,Gender-Neutral,7,1242.0,0.0,2019
NIT-Allahabad,Electronics and Communication Engineering,GEN-PWD,HS,Gender-Neutral,7,156.0,0.0,2019
IIT-(ISM) Dhanbad,Chemical Engineering,ST,AI,Female-Only,7,826.0,0.0,2018
IIT-Guwahati,Bio Technology,OBC-NCL,AI,Gender-Neutral,6,3340.0,0.0,2016
NIT-Nagpur,Mechanical Engineering,OBC-NCL,HS,Gender-Neutral,6,3364.0,0.0,2016
NIT-Nagpur,Mining Engineering,OBC-NCL,OS,Gender-Neutral,6,8999.0,0.0,2016
IIT-Kharagpur,Mining Safety Engineering,ST,AI,Gender-Neutral,6,762.0,0.0,2016
NIT-Durgapur,Chemical Engineering,GEN-EWS,OS,Gender-Neutral,6,5872.0,0.0,2020
IIT-Delhi,Computer Science and Engineering,GEN-PWD,AI,Gender-Neutral,7,5.8,4.381780460041329,2019
IIT-Indore,Computer Science and Engineering,GEN-PWD,AI,Gender-Neutral,7,58.0,40.779897008207364,2019
NIT-Uttarakhand,Electronics and Communication Engineering,GEN,HS,Gender-Neutral,6,51664.0,0.0,2016
NIT-Warangal,Mechanical Engineering,GEN,HS,Gender-Neutral,6,5566.0,0.0,2016
NIT-Durgapur,Chemistry,GEN-EWS,HS,Gender-Neutral,6,11093.0,0.0,2020
NIT-Hamirpur,Computer Science and Engineering,GEN-EWS,OS,Female-Only,6,4101.0,0.0,2020
NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,GEN-EWS,HS,Gender-Neutral,6,3259.0,0.0,2020
NIT-Srinagar,Electronics and Communication Engineering,GEN-EWS,OS,Female-Only,6,7582.0,0.0,2020
NIT-Patna,Electrical Engineering,GEN-PWD,HS,Gender-Neutral,7,1408.0,0.0,2019
NIT-Raipur,Metallurgical and Materials Engineering,GEN-PWD,OS,Gender-Neutral,7,1854.0,0.0,2019
NIT-Rourkela,Civil Engineering,GEN-PWD,OS,Gender-Neutral,7,514.0,0.0,2019
IIT-Madras,Naval Architecture and Ocean Engineering,ST,AI,Female-Only,7,677.0,0.0,2018
NIT-Warangal,Computer Science and Engineering,OBC-NCL,AP,Gender-Neutral,6,425.0,0.0,2016
NIT-Surat,Chemical Engineering,ST,HS,Gender-Neutral,6,2181.0,0.0,2016
NIT-Raipur,Electrical Engineering,GEN-EWS,OS,Female-Only,6,5614.0,0.0,2020
NIT-Raipur,Mining Engineering,GEN-EWS,OS,Female-Only,6,9894.0,0.0,2020
NIT-Rourkela,Electronics and Communication Engineering,GEN-EWS,HS,Gender-Neutral,6,3163.0,0.0,2020
NIT-Durgapur,Biotechnology,GEN-EWS,HS,Gender-Neutral,6,14374.0,0.0,2020
NIT-Patna,Civil Engineering,GEN-EWS,OS,Gender-Neutral,6,6987.0,0.0,2020
NIT-Jamshedpur,Metallurgical and Materials Engineering,GEN-EWS,HS,Gender-Neutral,6,8755.0,0.0,2020
NIT-Allahabad,Civil Engineering,GEN-PWD,OS,Gender-Neutral,7,548.0,0.0,2019
IIT-Kharagpur,Applied Geology,ST,AI,Gender-Neutral,7,951.5,163.3416664540925,2018
NIT-Andhra-Pradesh,Electrical and Electronics Engineering,OBC-NCL,OS,Gender-Neutral,6,6914.0,0.0,2016
NIT-Surat,Chemistry,GEN,OS,Gender-Neutral,6,36809.0,0.0,2016
NIT-Andhra-Pradesh,Electrical and Electronics Engineering,GEN,HS,Gender-Neutral,6,22703.0,0.0,2016
NIT-Karnataka-Surathkal,Civil Engineering,GEN-EWS,OS,Female-Only,6,5083.0,0.0,2020
NIT-Warangal,Metallurgical and Materials Engineering,SC,AP,Gender-Neutral,6,3033.0,0.0,2016
NIT-Nagpur,Chemical Engineering,SC,OS,Gender-Neutral,6,3161.0,0.0,2016
IIT-Kharagpur,Economics,ST,AI,Gender-Neutral,6,1013.0,0.0,2016
NIT-Durgapur,Chemical Engineering,GEN-EWS,HS,Female-Only,6,22782.0,0.0,2020
NIT-Patna,Civil Engineering,GEN-EWS,HS,Female-Only,6,8869.0,0.0,2020
NIT-Puducherry,Mechanical Engineering,GEN-EWS,OS,Gender-Neutral,6,5635.0,0.0,2020
IIT-Bombay,Civil Engineering,GEN-PWD,AI,Gender-Neutral,7,63.333333333333336,3.2145502536643185,2019
NIT-Jamshedpur,Electrical Engineering,GEN-PWD,OS,Gender-Neutral,7,1234.0,0.0,2019
NIT-Srinagar,Computer Science and Engineering,GEN-PWD,OS,Gender-Neutral,7,752.0,0.0,2019
NIT-Nagpur,Mining Engineering,ST,OS,Gender-Neutral,6,1336.0,0.0,2016
NIT-Kurukshetra,Electrical Engineering,GEN-EWS,OS,Female-Only,6,4931.0,0.0,2020
IIT-Roorkee,Computer Science and Engineering,GEN-PWD,AI,Gender-Neutral,7,15.0,0.0,2019
IIT-Bhubaneswar,Computer Science and Engineering,GEN-PWD,AI,Gender-Neutral,7,92.5,9.192388155425117,2019
NIT-Surat,Chemistry,OBC-NCL,OS,Gender-Neutral,6,13206.0,0.0,2016
IIT-Madras,Biological Sciences,ST,AI,Gender-Neutral,6,326.0,0.0,2016
IIT-Roorkee,Metallurgical and Materials Engineering,ST,AI,Gender-Neutral,6,975.0,0.0,2016
NIT-Warangal,Civil Engineering,ST,OS,Gender-Neutral,6,512.0,0.0,2016
NIT-Calicut,Mechanical Engineering,GEN-EWS,HS,Gender-Neutral,6,30355.0,0.0,2020
NIT-Jamshedpur,Electrical Engineering,GEN-EWS,HS,Female-Only,6,9148.0,0.0,2020
NIT-Jaipur,Mechanical Engineering,GEN-PWD,HS,Gender-Neutral,7,509.0,0.0,2019
NIT-Calicut,Engineering Physics,GEN-PWD,HS,Gender-Neutral,7,1832.0,0.0,2019
NIT-Hamirpur,Civil Engineering,GEN-PWD,OS,Gender-Neutral,7,1292.0,0.0,2019
NIT-Raipur,Architecture,GEN-PWD,OS,Gender-Neutral,7,464.0,0.0,2019
IIT-Delhi,Electrical Engineering - Power and Automation,ST,AI,Gender-Neutral,6,143.0,0.0,2016
IIT-Dharwad,Mechanical Engineering,ST,AI,Gender-Neutral,6,762.0,0.0,2016
NIT-Warangal,Electrical and Electronics Engineering,ST,AP,Gender-Neutral,6,404.0,0.0,2016
NIT-Calicut,Mechanical Engineering,GEN-EWS,OS,Female-Only,6,5195.0,0.0,2020
NIT-Hamirpur,Engineering Physics,GEN-EWS,OS,Female-Only,6,7573.0,0.0,2020
NIT-Jamshedpur,Civil Engineering,GEN-EWS,OS,Gender-Neutral,6,6226.0,0.0,2020
NIT-Tiruchirappalli,Civil Engineering,GEN-EWS,HS,Gender-Neutral,6,72019.0,0.0,2020
NIT-Jalandhar,Mechanical Engineering,GEN-PWD,OS,Gender-Neutral,7,1479.0,0.0,2019
NIT-Surat,Mathematics,SC,OS,Gender-Neutral,6,7083.0,0.0,2016
NIT-Warangal,Civil Engineering,OBC-NCL,HS,Gender-Neutral,6,2228.0,0.0,2016
NIT-Surat,Physics,OBC-NCL,OS,Gender-Neutral,6,12548.0,0.0,2016
NIT-Durgapur,Computer Science and Engineering,GEN-EWS,HS,Gender-Neutral,6,4856.0,0.0,2020
IIT-Bombay,Mechanical Engineering,GEN-PWD,AI,Gender-Neutral,7,28.0,9.16515138991168,2019
NIT-Jalandhar,Electronics and Communication Engineering,GEN-PWD,HS,Gender-Neutral,7,868.0,0.0,2019
NIT-Srinagar,Information Technology,GEN-PWD,OS,Gender-Neutral,7,1563.0,0.0,2019
IIT-Bombay,Electrical Engineering with M.Tech. in Communications and Signal Processing,OBC-NCL,AI,Gender-Neutral,6,404.0,0.0,2016
NIT-Warangal,Chemical Engineering,OBC-NCL,HS,Gender-Neutral,6,5017.0,0.0,2016
NIT-Andhra-Pradesh,Bio Technology,ST,OS,Gender-Neutral,6,1805.0,0.0,2016
NIT-Durgapur,Mechanical Engineering,GEN-EWS,HS,Gender-Neutral,6,10025.0,0.0,2020
NIT-Jalandhar,Computer Science and Engineering,GEN-PWD,HS,Gender-Neutral,7,444.0,0.0,2019
IIT-Hyderabad,Chemical Engineering,ST,AI,Female-Only,7,756.0,0.0,2018
NIT-Nagpur,Electronics and Communication Engineering,OBC-NCL,HS,Gender-Neutral,6,4642.0,0.0,2016
NIT-Warangal,Electrical and Electronics Engineering,ST,OS,Gender-Neutral,6,274.0,0.0,2016
NIT-Allahabad,Mechanical Engineering,GEN-PWD,OS,Gender-Neutral,7,606.0,0.0,2019
NIT-Tiruchirappalli,Civil Engineering,GEN-PWD,OS,Gender-Neutral,7,180.0,0.0,2019
NIT-Uttarakhand,Civil Engineering,SC,HS,Gender-Neutral,6,9005.0,0.0,2016
IIT-Kharagpur,Manufacturing Science and Engineering,ST,AI,Gender-Neutral,6,767.0,0.0,2016
NIT-Nagaland,Computer Science and Engineering,GEN-EWS,OS,Gender-Neutral,6,4932.0,0.0,2020
NIT-Karnataka-Surathkal,Mechanical Engineering,GEN-PWD,OS,Gender-Neutral,7,577.0,0.0,2019
NIT-Srinagar,Mechanical Engineering,GEN-PWD,HS,Gender-Neutral,7,2703.0,0.0,2019
NIT-Uttarakhand,Computer Science and Engineering,SC,OS,Gender-Neutral,6,2941.0,0.0,2016
NIT-Surat,Civil Engineering,OBC-NCL,HS,Gender-Neutral,6,16592.0,0.0,2016
IIT-(ISM) Dhanbad,Engineering Physics,ST,AI,Gender-Neutral,6,949.0,0.0,2016
NIT-Hamirpur,Computer Science and Engineering,GEN-EWS,HS,Female-Only,6,17616.0,2661.549924386165,2020
NIT-Karnataka-Surathkal,Mining Engineering,GEN-EWS,HS,Female-Only,6,22107.0,0.0,2020
NIT-Jamshedpur,Electronics and Communication Engineering,GEN-EWS,HS,Female-Only,6,7389.0,0.0,2020
NIT-Srinagar,Civil Engineering,GEN-EWS,OS,Female-Only,6,10192.0,0.0,2020
NIT-Rourkela,Architecture,GEN-PWD,HS,Gender-Neutral,7,13.0,0.0,2019
IIT-Kanpur,Mechanical Engineering,ST,AI,Female-Only,7,467.0,0.0,2018
IIT-Tirupati,Electrical Engineering,ST,AI,Female-Only,7,575.0,0.0,2018
NIT-Nagpur,Mining Engineering,SC,OS,Gender-Neutral,6,4052.0,0.0,2016
NIT-Nagpur,Architecture,OBC-NCL,OS,Gender-Neutral,6,1173.0,0.0,2016
NIT-Uttarakhand,Civil Engineering,GEN,OS,Gender-Neutral,6,28339.0,0.0,2016
NIT-Warangal,Bio Technology,GEN,OS,Gender-Neutral,6,23747.0,0.0,2016
IIT-(ISM) Dhanbad,Petroleum Engineering,ST,AI,Gender-Neutral,6,851.0,0.0,2016
NIT-Andhra-Pradesh,Mechanical Engineering,ST,OS,Gender-Neutral,6,962.0,0.0,2016
NIT-Rourkela,Electronics and Instrumentation Engineering,GEN-EWS,OS,Gender-Neutral,6,2441.0,0.0,2020
NIT-Silchar,Electronics and Communication Engineering,GEN-EWS,HS,Female-Only,6,17605.0,0.0,2020
NIT-Uttarakhand,Electronics and Communication Engineering,SC,OS,Gender-Neutral,6,3743.0,0.0,2016
NIT-Warangal,Metallurgical and Materials Engineering,SC,OS,Gender-Neutral,6,3009.0,0.0,2016
NIT-Surat,Mechanical Engineering,OBC-NCL,OS,Gender-Neutral,6,3965.0,0.0,2016
NIT-Calicut,Civil Engineering,GEN-PWD,OS,Gender-Neutral,7,544.0,0.0,2019
NIT-Jamshedpur,Civil Engineering,GEN-PWD,HS,Gender-Neutral,7,2153.0,0.0,2019
NIT-Srinagar,Electrical Engineering,GEN-PWD,HS,Gender-Neutral,7,1421.0,0.0,2019
NIT-Silchar,Electrical Engineering,GEN-EWS,OS,Female-Only,6,6209.0,0.0,2020
IIT-(BHU) Varanasi,Electronics Engineering,GEN-PWD,AI,Gender-Neutral,7,83.33333333333333,36.363901514184825,2019
NIT-Jaipur,Architecture,GEN-PWD,OS,Gender-Neutral,7,298.0,0.0,2019
NIT-Allahabad,Information Technology,GEN-PWD,OS,Gender-Neutral,7,106.0,0.0,2019
NIT-Durgapur,Computer Science and Engineering,GEN-PWD,HS,Gender-Neutral,7,275.0,0.0,2019
NIT-Hamirpur,Electrical Engineering,GEN-PWD,OS,Gender-Neutral,7,1024.0,0.0,2019
NIT-Kurukshetra,Computer Engineering,GEN-PWD,OS,Gender-Neutral,7,159.0,0.0,2019
NIT-Rourkela,Computer Science and Engineering,GEN-PWD,OS,Gender-Neutral,7,56.0,0.0,2019
NIT-Tiruchirappalli,Mechanical Engineering,GEN-PWD,HS,Gender-Neutral,7,850.0,0.0,2019
NIT-Warangal,Metallurgical and Materials Engineering,OBC-NCL,OS,Gender-Neutral,6,5924.0,0.0,2016
NIT-Surat,Electronics and Communication Engineering,OBC-NCL,OS,Gender-Neutral,6,3180.0,0.0,2016
NIT-Durgapur,Chemical Engineering,GEN-EWS,OS,Female-Only,6,7614.0,14.142135623730951,2020
IIT-Kharagpur,Mechanical Engineering,GEN-PWD,AI,Gender-Neutral,7,75.66666666666667,36.637867477970566,2019
IIT-Kanpur,Economics,GEN-PWD,AI,Gender-Neutral,7,100.0,19.79898987322333,2019
NIT-Agartala,Civil Engineering,GEN-PWD,OS,Gender-Neutral,7,1631.0,0.0,2019
NIT-Tiruchirappalli,Mechanical Engineering,SC,OS,Gender-Neutral,6,359.0,0.0,2016
NIT-Warangal,Metallurgical and Materials Engineering,SC,HS,Gender-Neutral,6,4013.0,0.0,2016
